Chrom	ChromStart	ChromEnd	Region	Group	Label	Zcore	Assay_Label
chr19	44685039	44685360	chr19:44685039-44685360	Distal:Active	Screen:NotSignif	-0.03462650000000001	CRISPRi-Growth
chr19	44695100	44696062	chr19:44695100-44696062	Distal:Active	Screen:NotSignif	-0.0631571	CRISPRi-Growth
chr19	44741575	44742436	chr19:44741575-44742436	Distal:Active	Screen:NotSignif	0.0271551111111111	CRISPRi-Growth
chr19	44753129	44754954	chr19:44753129-44754954	Distal:Active	Screen:NotSignif	-0.1455588	CRISPRi-Growth
chr19	44800105	44800976	chr19:44800105-44800976	Distal:Active	Screen:NotSignif	-0.0028099	CRISPRi-Growth
chr19	44890378	44891690	chr19:44890378-44891690	Proximal:Active	Screen:NotSignif	0.0235768	CRISPRi-Growth
chr19	44905386	44906160	chr19:44905386-44906160	Proximal:Active	Screen:Signif	0.04144571428571428	CRISPRi-Growth
chr19	45038468	45039575	chr19:45038468-45039575	Proximal:Active	Screen:NotSignif	-0.2672423	CRISPRi-Growth
chr19	45078925	45079889	chr19:45078925-45079889	Proximal:Active	Screen:NotSignif	0.23779033333333333	CRISPRi-Growth
chr19	45092318	45093621	chr19:45092318-45093621	Proximal:Active	Screen:NotSignif	-0.3073326	CRISPRi-Growth
chr19	45098025	45098832	chr19:45098025-45098832	Distal:Active	Screen:NotSignif	-0.1602235	CRISPRi-Growth
chr19	45125649	45127016	chr19:45125649-45127016	Distal:Active	Screen:NotSignif	0.01991644444444444	CRISPRi-Growth
chr19	45177838	45179957	chr19:45177838-45179957	Proximal:Active	Screen:NotSignif	0.16371860000000002	CRISPRi-Growth
chr19	45241617	45242346	chr19:45241617-45242346	Distal:Active	Screen:NotSignif	-0.2587436	CRISPRi-Growth
chr19	45245206	45245950	chr19:45245206-45245950	Proximal:Active	Screen:NotSignif	-0.2312169	CRISPRi-Growth
chr19	45300435	45301153	chr19:45300435-45301153	Distal:Active	Screen:NotSignif	-0.1632779	CRISPRi-Growth
chr19	45404970	45406881	chr19:45404970-45406881	Proximal:Active	Screen:NotSignif	0.06381844444444443	CRISPRi-Growth
chr19	45455581	45456611	chr19:45455581-45456611	Distal:Active	Screen:NotSignif	0.1290892	CRISPRi-Growth
chr19	45467437	45468198	chr19:45467437-45468198	Proximal:Active	Screen:NotSignif	0.02910644444444443	CRISPRi-Growth
chr19	45492490	45493880	chr19:45492490-45493880	Proximal:Active	Screen:NotSignif	-0.094005	CRISPRi-Growth
chr19	45506201	45507950	chr19:45506201-45507950	Proximal:Active	Screen:NotSignif	0.07749722222222222	CRISPRi-Growth
chr19	45514332	45516468	chr19:45514332-45516468	Distal:Active	Screen:NotSignif	0.06646715	CRISPRi-Growth
chr19	45583907	45585268	chr19:45583907-45585268	Proximal:Active	Screen:NotSignif	0.3009895	CRISPRi-Growth
chr19	45639010	45639664	chr19:45639010-45639664	Proximal:Active	Screen:NotSignif	-0.0703449	CRISPRi-Growth
chr19	45668749	45669917	chr19:45668749-45669917	Proximal:Active	Screen:NotSignif	0.2927368	CRISPRi-Growth
chr19	45691707	45693592	chr19:45691707-45693592	Proximal:Active	Screen:NotSignif	0.12245545	CRISPRi-Growth
chr19	45717072	45718175	chr19:45717072-45718175	Distal:Active	Screen:NotSignif	0.01720833333333333	CRISPRi-Growth
chr19	45730105	45731593	chr19:45730105-45731593	Proximal:Active	Screen:NotSignif	0.1196679	CRISPRi-Growth
chr19	45739300	45740112	chr19:45739300-45740112	Distal:Active	Screen:NotSignif	0.0900714	CRISPRi-Growth
chr19	45873664	45874506	chr19:45873664-45874506	Distal:Active	Screen:NotSignif	-0.1591006	CRISPRi-Growth
chr19	45876377	45877232	chr19:45876377-45877232	Distal:Active	Screen:Signif	0.18046	CRISPRi-Growth
chr19	45885374	45887457	chr19:45885374-45887457	Proximal:Active	Screen:NotSignif	0.5292721	CRISPRi-Growth
chr19	45922280	45922824	chr19:45922280-45922824	Distal:Repressive	Screen:NotSignif	0.07616339999999999	CRISPRi-Growth
chr19	45938640	45939193	chr19:45938640-45939193	Distal:Active	Screen:NotSignif	-0.06206970000000001	CRISPRi-Growth
chr19	45952495	45953500	chr19:45952495-45953500	Distal:Active	Screen:NotSignif	0.184383	CRISPRi-Growth
chr19	45994834	45995658	chr19:45994834-45995658	Proximal:Active	Screen:NotSignif	-0.012882125	CRISPRi-Growth
chr19	46009468	46010316	chr19:46009468-46010316	Distal:Repressive	Screen:NotSignif	0.140958	CRISPRi-Growth
chr19	46192862	46193828	chr19:46192862-46193828	Distal:Active	Screen:NotSignif	0.23527146666666668	CRISPRi-Growth
chr19	46205382	46205765	chr19:46205382-46205765	Distal:Active	Screen:NotSignif	0.2581924	CRISPRi-Growth
chr19	46346335	46347611	chr19:46346335-46347611	Proximal:Active	Screen:NotSignif	0.05598779999999999	CRISPRi-Growth
chr19	46355077	46356468	chr19:46355077-46356468	Distal:Active	Screen:NotSignif	0.0711665	CRISPRi-Growth
chr19	46403924	46405317	chr19:46403924-46405317	Distal:Active	Screen:NotSignif	0.0926812857142857	CRISPRi-Growth
chr19	46412949	46414101	chr19:46412949-46414101	Proximal:Active	Screen:NotSignif	-0.4812589	CRISPRi-Growth
chr19	46470744	46472342	chr19:46470744-46472342	Proximal:Active	Screen:NotSignif	-0.02013715	CRISPRi-Growth
chr19	46529487	46531027	chr19:46529487-46531027	Distal:Active	Screen:NotSignif	0.14678214285714286	CRISPRi-Growth
chr19	46546335	46547195	chr19:46546335-46547195	Distal:Active	Screen:NotSignif	-0.2445611	CRISPRi-Growth
chr19	46600368	46601781	chr19:46600368-46601781	Proximal:Active	Screen:Signif	0.1777554285714286	CRISPRi-Growth
chr19	46629096	46630100	chr19:46629096-46630100	Distal:Active	Screen:NotSignif	-0.0715269	CRISPRi-Growth
chr19	46638433	46639928	chr19:46638433-46639928	Distal:Active	Screen:NotSignif	-0.00154289999999998	CRISPRi-Growth
chr19	46696998	46698166	chr19:46696998-46698166	Distal:Active	Screen:Signif	-0.23690877777777777	CRISPRi-Growth
chr19	46713788	46714828	chr19:46713788-46714828	Proximal:Active	Screen:NotSignif	-0.0161824	CRISPRi-Growth
chr19	46730621	46731702	chr19:46730621-46731702	Distal:Active	Screen:NotSignif	0.07270409999999998	CRISPRi-Growth
chr19	46736596	46738034	chr19:46736596-46738034	Distal:Active	Screen:NotSignif	0.0844709	CRISPRi-Growth
chr19	46784581	46785247	chr19:46784581-46785247	Distal:Active	Screen:Signif	0.9647916666666668	CRISPRi-Growth
chr19	46786190	46787057	chr19:46786190-46787057	Proximal:Active	Screen:NotSignif	0.2883034	CRISPRi-Growth
chr19	46850384	46851325	chr19:46850384-46851325	Proximal:Active	Screen:NotSignif	-0.1571617	CRISPRi-Growth
chr19	46924585	46925637	chr19:46924585-46925637	Distal:Active	Screen:NotSignif	0.1596169	CRISPRi-Growth
chr19	46954947	46956222	chr19:46954947-46956222	Distal:Active	Screen:NotSignif	0.0223005	CRISPRi-Growth
chr19	47111860	47113996	chr19:47111860-47113996	Proximal:Active	Screen:NotSignif	0.12792755555555557	CRISPRi-Growth
chr19	47130429	47132026	chr19:47130429-47132026	Proximal:Active	Screen:Signif	0.456883	CRISPRi-Growth
chr19	47225898	47228760	chr19:47225898-47228760	Proximal:Active	Screen:NotSignif	0.2140249	CRISPRi-Growth
chr19	47240925	47241361	chr19:47240925-47241361	Distal:Active	Screen:NotSignif	0.2184321111111111	CRISPRi-Growth
chr19	47244024	47244799	chr19:47244024-47244799	Distal:Active	Screen:NotSignif	0.05493389999999999	CRISPRi-Growth
chr19	47256123	47257805	chr19:47256123-47257805	Proximal:Active	Screen:NotSignif	0.3265298888888889	CRISPRi-Growth
chr19	47273067	47275426	chr19:47273067-47275426	Proximal:Active	Screen:NotSignif	0.0958214285714286	CRISPRi-Growth
chr19	47312820	47313993	chr19:47312820-47313993	Distal:Repressive	Screen:NotSignif	-0.1363806	CRISPRi-Growth
chr19	47315231	47315751	chr19:47315231-47315751	Distal:Active	Screen:NotSignif	-0.06793030000000001	CRISPRi-Growth
chr19	47364036	47364934	chr19:47364036-47364934	Distal:Active	Screen:NotSignif	-0.05817290000000001	CRISPRi-Growth
chr19	47406791	47407792	chr19:47406791-47407792	Distal:Repressive	Screen:NotSignif	0.08949510000000001	CRISPRi-Growth
chr19	47427110	47428753	chr19:47427110-47428753	Distal:Repressive	Screen:NotSignif	0.01040204999999999	CRISPRi-Growth
chr19	47436329	47437088	chr19:47436329-47437088	Distal:Repressive	Screen:NotSignif	-0.09736833333333332	CRISPRi-Growth
chr19	47483656	47484672	chr19:47483656-47484672	Proximal:Active	Screen:NotSignif	0.1612222222222222	CRISPRi-Growth
chr19	47514663	47515856	chr19:47514663-47515856	Proximal:Active	Screen:Signif	0.485364	CRISPRi-Growth
chr19	47573121	47573872	chr19:47573121-47573872	Proximal:Active	Screen:NotSignif	0.01894600000000001	CRISPRi-Growth
chr19	47600184	47601015	chr19:47600184-47601015	Distal:Active	Screen:NotSignif	0.16546233333333332	CRISPRi-Growth
chr19	47663965	47664806	chr19:47663965-47664806	Distal:Active	Screen:NotSignif	0.0066712	CRISPRi-Growth
chr19	47745000	47745834	chr19:47745000-47745834	Proximal:Active	Screen:NotSignif	0.160225	CRISPRi-Growth
chr19	47858133	47859048	chr19:47858133-47859048	Distal:Active	Screen:NotSignif	0.00159819999999999	CRISPRi-Growth
chr19	47891512	47892680	chr19:47891512-47892680	Distal:Active	Screen:NotSignif	-0.2926209	CRISPRi-Growth
chr19	48103087	48103619	chr19:48103087-48103619	Distal:Active	Screen:NotSignif	-0.0452905	CRISPRi-Growth
chr19	48169612	48171029	chr19:48169612-48171029	Proximal:Active	Screen:NotSignif	0.392119	CRISPRi-Growth
chr19	48259620	48260391	chr19:48259620-48260391	Distal:Active	Screen:Signif	-0.051108	CRISPRi-Growth
chr19	48325273	48326382	chr19:48325273-48326382	Proximal:Active	Screen:NotSignif	0.1474883	CRISPRi-Growth
chr19	48332476	48334344	chr19:48332476-48334344	Distal:Active	Screen:NotSignif	-0.07254350000000001	CRISPRi-Growth
chr19	48363041	48364749	chr19:48363041-48364749	Proximal:Active	Screen:NotSignif	0.0637267	CRISPRi-Growth
chr19	48390350	48391931	chr19:48390350-48391931	Proximal:Active	Screen:NotSignif	-0.0242766	CRISPRi-Growth
chr19	48424400	48425370	chr19:48424400-48425370	Distal:Active	Screen:NotSignif	0.11069211111111112	CRISPRi-Growth
chr19	48445259	48446583	chr19:48445259-48446583	Proximal:Active	Screen:NotSignif	-0.003907	CRISPRi-Growth
chr19	48468781	48470028	chr19:48468781-48470028	Proximal:Active	Screen:NotSignif	0.04164750000000001	CRISPRi-Growth
chr19	48492841	48493914	chr19:48492841-48493914	Distal:Repressive	Screen:NotSignif	0.10204077777777776	CRISPRi-Growth
chr19	48563184	48563862	chr19:48563184-48563862	Distal:Active	Screen:NotSignif	0.2220872	CRISPRi-Growth
chr19	48588857	48589544	chr19:48588857-48589544	Distal:Active	Screen:NotSignif	0.3152034444444444	CRISPRi-Growth
chr19	48618876	48619806	chr19:48618876-48619806	Proximal:Active	Screen:NotSignif	-0.063677625	CRISPRi-Growth
chr19	48640063	48640802	chr19:48640063-48640802	Distal:Active	Screen:NotSignif	-0.0895713	CRISPRi-Growth
chr19	48724800	48725396	chr19:48724800-48725396	Distal:Active	Screen:Signif	0.40380114285714286	CRISPRi-Growth
chr19	48780438	48782533	chr19:48780438-48782533	Distal:Active	Screen:NotSignif	-0.2507737	CRISPRi-Growth
chr19	48795021	48796050	chr19:48795021-48796050	Distal:Active	Screen:NotSignif	-0.07565584615384616	CRISPRi-Growth
chr19	48806588	48807500	chr19:48806588-48807500	Distal:Active	Screen:NotSignif	0.06163190000000001	CRISPRi-Growth
chr19	48810799	48811464	chr19:48810799-48811464	Proximal:Active	Screen:NotSignif	-0.2217181	CRISPRi-Growth
chr19	48858402	48860618	chr19:48858402-48860618	Distal:Active	Screen:NotSignif	0.05711916666666666	CRISPRi-Growth
chr19	48872151	48873993	chr19:48872151-48873993	Proximal:Active	Screen:NotSignif	-0.2330065	CRISPRi-Growth
chr19	48875906	48876748	chr19:48875906-48876748	Distal:Active	Screen:Signif	0.10112342857142856	CRISPRi-Growth
chr19	48878310	48879129	chr19:48878310-48879129	Distal:Active	Screen:NotSignif	0.2244761	CRISPRi-Growth
chr19	48891439	48892570	chr19:48891439-48892570	Distal:Active	Screen:NotSignif	-0.1428964	CRISPRi-Growth
chr19	48898870	48901301	chr19:48898870-48901301	Proximal:Active	Screen:NotSignif	-0.08865705	CRISPRi-Growth
chr19	48913030	48913857	chr19:48913030-48913857	Distal:Active	Screen:NotSignif	-0.0923384	CRISPRi-Growth
chr19	48918378	48919420	chr19:48918378-48919420	Proximal:Active	Screen:NotSignif	-0.0598627	CRISPRi-Growth
chr19	48963454	48964343	chr19:48963454-48964343	Proximal:Active	Screen:NotSignif	0.07399275000000001	CRISPRi-Growth
chr19	48965081	48966099	chr19:48965081-48966099	Proximal:Active	Screen:NotSignif	-0.2818196315789474	CRISPRi-Growth
chr19	48969739	48970341	chr19:48969739-48970341	Distal:Active	Screen:NotSignif	-0.1000534	CRISPRi-Growth
chr19	48992901	48994132	chr19:48992901-48994132	Proximal:Active	Screen:NotSignif	0.01308474999999999	CRISPRi-Growth
chr19	49084656	49086016	chr19:49084656-49086016	Proximal:Active	Screen:Signif	2.3810905	CRISPRi-Growth
chr19	49118486	49119579	chr19:49118486-49119579	Proximal:Active	Screen:NotSignif	0.0618267	CRISPRi-Growth
chr19	49133081	49134126	chr19:49133081-49134126	Distal:Active	Screen:NotSignif	0.1826513	CRISPRi-Growth
chr19	49148885	49150987	chr19:49148885-49150987	Distal:Active	Screen:NotSignif	0.1084151	CRISPRi-Growth
chr19	49155133	49156199	chr19:49155133-49156199	Proximal:Active	Screen:NotSignif	-0.11788585714285715	CRISPRi-Growth
chr19	49210020	49210914	chr19:49210020-49210914	Distal:Active	Screen:NotSignif	-0.1210487	CRISPRi-Growth
chr19	49301001	49302015	chr19:49301001-49302015	Distal:Repressive	Screen:NotSignif	-0.1593721	CRISPRi-Growth
chr19	49363177	49364238	chr19:49363177-49364238	Proximal:Active	Screen:NotSignif	0.11402485714285716	CRISPRi-Growth
chr19	49387644	49388574	chr19:49387644-49388574	Proximal:Active	Screen:NotSignif	0.0015436	CRISPRi-Growth
chr19	49435927	49436810	chr19:49435927-49436810	Distal:Active	Screen:NotSignif	-0.02653889999999999	CRISPRi-Growth
chr19	49451412	49452096	chr19:49451412-49452096	Proximal:Active	Screen:NotSignif	-0.2607328	CRISPRi-Growth
chr19	49452807	49453947	chr19:49452807-49453947	Proximal:Active	Screen:NotSignif	0.0261058	CRISPRi-Growth
chr19	49478669	49479305	chr19:49478669-49479305	Distal:Active	Screen:NotSignif	-0.0603102	CRISPRi-Growth
chr19	49487041	49487979	chr19:49487041-49487979	Proximal:Active	Screen:NotSignif	-0.0425815	CRISPRi-Growth
chr19	49495638	49496485	chr19:49495638-49496485	Proximal:Active	Screen:Signif	0.9726282	CRISPRi-Growth
chr19	49527492	49528251	chr19:49527492-49528251	Proximal:Active	Screen:NotSignif	-0.2552653	CRISPRi-Growth
chr19	49580040	49581533	chr19:49580040-49581533	Proximal:Active	Screen:NotSignif	0.2443084	CRISPRi-Growth
chr19	49641559	49642533	chr19:49641559-49642533	Proximal:Active	Screen:NotSignif	0.0671089	CRISPRi-Growth
chr19	49664337	49665008	chr19:49664337-49665008	Proximal:Repressive	Screen:NotSignif	-0.07677999999999999	CRISPRi-Growth
chr19	49665384	49666760	chr19:49665384-49666760	Proximal:Active	Screen:NotSignif	0.00463133333333332	CRISPRi-Growth
chr19	49710558	49711038	chr19:49710558-49711038	Distal:Active	Screen:NotSignif	-0.10689814285714286	CRISPRi-Growth
chr19	49716496	49718223	chr19:49716496-49718223	Distal:Active	Screen:NotSignif	-0.083802	CRISPRi-Growth
chr19	49812981	49813787	chr19:49812981-49813787	Proximal:Active	Screen:NotSignif	0.33017555555555556	CRISPRi-Growth
chr19	49817399	49819214	chr19:49817399-49819214	Proximal:Active	Screen:NotSignif	-0.01717019999999998	CRISPRi-Growth
chr19	49866924	49867857	chr19:49866924-49867857	Proximal:Active	Screen:NotSignif	-0.224439	CRISPRi-Growth
chr19	49876033	49878301	chr19:49876033-49878301	Proximal:Active	Screen:NotSignif	-0.01584729999999999	CRISPRi-Growth
chr19	49889579	49891261	chr19:49889579-49891261	Proximal:Active	Screen:NotSignif	-0.1178045	CRISPRi-Growth
chr19	49928837	49930903	chr19:49928837-49930903	Proximal:Active	Screen:Signif	0.3674777	CRISPRi-Growth
chr19	49981790	49982539	chr19:49981790-49982539	Distal:Active	Screen:NotSignif	0.08131110000000001	CRISPRi-Growth
chr19	49987025	49987755	chr19:49987025-49987755	Distal:Repressive	Screen:NotSignif	-0.1955055	CRISPRi-Growth
chr19	50024846	50026299	chr19:50024846-50026299	Proximal:Active	Screen:NotSignif	-0.2213092	CRISPRi-Growth
chr19	50147363	50148564	chr19:50147363-50148564	Distal:Active	Screen:NotSignif	0.0294753	CRISPRi-Growth
chr19	50311674	50312897	chr19:50311674-50312897	Distal:Active	Screen:NotSignif	0.379415	CRISPRi-Growth
chr19	50357179	50358957	chr19:50357179-50358957	Distal:Active	Screen:NotSignif	0.02963333333333333	CRISPRi-Growth
chr19	50361330	50361915	chr19:50361330-50361915	Distal:Active	Screen:NotSignif	-0.2667707142857143	CRISPRi-Growth
chr19	50368474	50369816	chr19:50368474-50369816	Distal:Active	Screen:NotSignif	-0.0049371	CRISPRi-Growth
chr19	50376170	50377783	chr19:50376170-50377783	Proximal:Active	Screen:NotSignif	0.2520185	CRISPRi-Growth
chr19	50383489	50384831	chr19:50383489-50384831	Proximal:Active	Screen:NotSignif	0.0975284	CRISPRi-Growth
chr19	50476013	50476974	chr19:50476013-50476974	Proximal:Active	Screen:NotSignif	0.3261319	CRISPRi-Growth
chr19	50555953	50557363	chr19:50555953-50557363	Distal:Active	Screen:NotSignif	-0.17246077777777777	CRISPRi-Growth
chr19	50607767	50608639	chr19:50607767-50608639	Distal:Active	Screen:NotSignif	-0.1057284	CRISPRi-Growth
chr19	50649258	50650310	chr19:50649258-50650310	Proximal:Active	Screen:NotSignif	0.0565694	CRISPRi-Growth
chr19	50709985	50710515	chr19:50709985-50710515	Distal:Active	Screen:NotSignif	-0.081495	CRISPRi-Growth
chr19	50728071	50728695	chr19:50728071-50728695	Distal:Active	Screen:NotSignif	-0.00680477777777775	CRISPRi-Growth
chr19	50759799	50760332	chr19:50759799-50760332	Distal:Active	Screen:NotSignif	-0.16098289999999998	CRISPRi-Growth
chr19	50804235	50805340	chr19:50804235-50805340	Proximal:Active	Screen:NotSignif	-0.1971034	CRISPRi-Growth
chr19	50820884	50821358	chr19:50820884-50821358	Distal:Repressive	Screen:NotSignif	-0.007694	CRISPRi-Growth
chr19	50870268	50871027	chr19:50870268-50871027	Distal:Active	Screen:NotSignif	-0.2800425714285714	CRISPRi-Growth
chr19	50878685	50879303	chr19:50878685-50879303	Distal:Active	Screen:NotSignif	-0.090523625	CRISPRi-Growth
chr19	50893041	50893471	chr19:50893041-50893471	Distal:Active	Screen:NotSignif	0.0654066	CRISPRi-Growth
chr19	50896504	50897037	chr19:50896504-50897037	Proximal:Active	Screen:NotSignif	-0.0059416	CRISPRi-Growth
chr19	51064685	51065882	chr19:51064685-51065882	Proximal:Active	Screen:NotSignif	0.2137199	CRISPRi-Growth
chr19	51107686	51109047	chr19:51107686-51109047	Proximal:Active	Screen:NotSignif	0.1501384	CRISPRi-Growth
chr19	51127884	51128249	chr19:51127884-51128249	Distal:Active	Screen:NotSignif	-0.1451858888888889	CRISPRi-Growth
chr19	51223900	51225518	chr19:51223900-51225518	Proximal:Active	Screen:NotSignif	0.08098820000000001	CRISPRi-Growth
chr19	51326812	51328147	chr19:51326812-51328147	Distal:Active	Screen:NotSignif	0.1904378	CRISPRi-Growth
chr19	51338622	51340769	chr19:51338622-51340769	Proximal:Active	Screen:NotSignif	0.14802320000000002	CRISPRi-Growth
chr19	51366007	51366844	chr19:51366007-51366844	Proximal:Active	Screen:NotSignif	0.05595949999999999	CRISPRi-Growth
chr19	51380605	51381480	chr19:51380605-51381480	Distal:Active	Screen:NotSignif	-0.0127898	CRISPRi-Growth
chr19	51390410	51391151	chr19:51390410-51391151	Proximal:Active	Screen:Signif	-0.04807159999999998	CRISPRi-Growth
chr19	51393876	51394835	chr19:51393876-51394835	Distal:Active	Screen:NotSignif	-0.2856147	CRISPRi-Growth
chr19	51416656	51417839	chr19:51416656-51417839	Proximal:Active	Screen:NotSignif	-0.05753669999999999	CRISPRi-Growth
chr19	51421627	51422345	chr19:51421627-51422345	Distal:Repressive	Screen:NotSignif	-0.07184130000000001	CRISPRi-Growth
chr19	51480415	51481055	chr19:51480415-51481055	Proximal:Repressive	Screen:NotSignif	0.1172377	CRISPRi-Growth
chr19	51507380	51508875	chr19:51507380-51508875	Distal:Active	Screen:NotSignif	-0.0329949	CRISPRi-Growth
chr19	51546501	51548439	chr19:51546501-51548439	Distal:Active	Screen:NotSignif	-0.05914365	CRISPRi-Growth
chr19	51593897	51595124	chr19:51593897-51595124	Proximal:Active	Screen:NotSignif	-0.1489295	CRISPRi-Growth
chr19	51689135	51691272	chr19:51689135-51691272	Proximal:Active	Screen:NotSignif	0.412768	CRISPRi-Growth
chr19	51904364	51905315	chr19:51904364-51905315	Proximal:Active	Screen:NotSignif	0.1075843	CRISPRi-Growth
chr19	51926571	51927902	chr19:51926571-51927902	Proximal:Active	Screen:NotSignif	0.422783	CRISPRi-Growth
chr19	51960369	51961117	chr19:51960369-51961117	Distal:Active	Screen:NotSignif	0.0753879	CRISPRi-Growth
chr19	51986205	51987215	chr19:51986205-51987215	Proximal:Active	Screen:NotSignif	0.0886176	CRISPRi-Growth
chr19	52007712	52008693	chr19:52007712-52008693	Proximal:Active	Screen:NotSignif	-0.00286122222222222	CRISPRi-Growth
chr19	52027927	52028909	chr19:52027927-52028909	Proximal:Active	Screen:NotSignif	0.02889299999999999	CRISPRi-Growth
chr19	52048373	52049648	chr19:52048373-52049648	Proximal:Active	Screen:NotSignif	-0.15302680000000002	CRISPRi-Growth
chr19	52094831	52096176	chr19:52094831-52096176	Proximal:Active	Screen:Signif	-0.03504149999999999	CRISPRi-Growth
chr19	52138846	52140391	chr19:52138846-52140391	Proximal:Active	Screen:NotSignif	0.0929066	CRISPRi-Growth
chr19	52171105	52171982	chr19:52171105-52171982	Proximal:Repressive	Screen:NotSignif	-0.1908478	CRISPRi-Growth
chr19	52189337	52190906	chr19:52189337-52190906	Proximal:Active	Screen:Signif	0.3770963	CRISPRi-Growth
chr19	52269088	52270186	chr19:52269088-52270186	Proximal:Active	Screen:NotSignif	-0.1430004	CRISPRi-Growth
chr19	52369686	52370196	chr19:52369686-52370196	Proximal:Active	Screen:NotSignif	0.01998288888888889	CRISPRi-Growth
chr19	52397736	52398258	chr19:52397736-52398258	Proximal:Active	Screen:NotSignif	-0.01139812499999999	CRISPRi-Growth
chr19	52428978	52429359	chr19:52428978-52429359	Proximal:Active	Screen:NotSignif	0.04023077777777779	CRISPRi-Growth
chr19	52569736	52570909	chr19:52569736-52570909	Proximal:Active	Screen:NotSignif	0.2492256	CRISPRi-Growth
chr19	52600690	52602009	chr19:52600690-52602009	Distal:Active	Screen:NotSignif	0.05186409999999999	CRISPRi-Growth
chr19	52637723	52638964	chr19:52637723-52638964	Distal:Active	Screen:NotSignif	-0.013843	CRISPRi-Growth
chr19	52725047	52726287	chr19:52725047-52726287	Distal:Active	Screen:Signif	-0.04646399999999998	CRISPRi-Growth
chr19	52734569	52735554	chr19:52734569-52735554	Proximal:Active	Screen:NotSignif	0.1392776	CRISPRi-Growth
chr19	52786089	52787250	chr19:52786089-52787250	Proximal:Active	Screen:NotSignif	0.03157749999999999	CRISPRi-Growth
chr19	52922698	52924507	chr19:52922698-52924507	Proximal:Active	Screen:Signif	0.2839355	CRISPRi-Growth
chr19	52936004	52937119	chr19:52936004-52937119	Distal:Active	Screen:Signif	-0.24549533333333337	CRISPRi-Growth
chr19	53006969	53008165	chr19:53006969-53008165	Distal:Active	Screen:NotSignif	-0.0766102	CRISPRi-Growth
chr19	53037297	53038188	chr19:53037297-53038188	Distal:Active	Screen:NotSignif	0.0449109	CRISPRi-Growth
chr19	53102676	53103987	chr19:53102676-53103987	Proximal:Active	Screen:NotSignif	-0.07699659999999998	CRISPRi-Growth
chr19	53192756	53193715	chr19:53192756-53193715	Proximal:Active	Screen:NotSignif	-0.1207916	CRISPRi-Growth
chr19	53333259	53334367	chr19:53333259-53334367	Proximal:Active	Screen:NotSignif	0.1489441	CRISPRi-Growth
chr19	53365369	53366112	chr19:53365369-53366112	Proximal:Active	Screen:NotSignif	0.0975822	CRISPRi-Growth
chr19	53768525	53769688	chr19:53768525-53769688	Distal:Active	Screen:NotSignif	-0.02228742105263156	CRISPRi-Growth
chr19	53879051	53879859	chr19:53879051-53879859	Distal:Active	Screen:NotSignif	0.01165349999999999	CRISPRi-Growth
chr19	53977386	53978714	chr19:53977386-53978714	Distal:Active	Screen:NotSignif	0.046902	CRISPRi-Growth
chr19	54019979	54020744	chr19:54019979-54020744	Distal:Active	Screen:NotSignif	-0.0104519	CRISPRi-Growth
chr19	54102118	54103296	chr19:54102118-54103296	Proximal:Active	Screen:Signif	0.1947765	CRISPRi-Growth
chr19	54114935	54116257	chr19:54114935-54116257	Proximal:Active	Screen:Signif	0.7682116	CRISPRi-Growth
chr19	54189247	54191589	chr19:54189247-54191589	Proximal:Active	Screen:NotSignif	0.14541869999999998	CRISPRi-Growth
chr19	54448243	54449877	chr19:54448243-54449877	Proximal:Active	Screen:Signif	0.3852313125	CRISPRi-Growth
chr19	54517441	54517796	chr19:54517441-54517796	Distal:Repressive	Screen:NotSignif	0.14632822222222222	CRISPRi-Growth
chr19	54518707	54519329	chr19:54518707-54519329	Distal:Active	Screen:NotSignif	-0.110972	CRISPRi-Growth
chr19	54526408	54527308	chr19:54526408-54527308	Distal:Active	Screen:NotSignif	-0.2728847	CRISPRi-Growth
chr19	54561792	54562172	chr19:54561792-54562172	Distal:Active	Screen:NotSignif	-0.0822629	CRISPRi-Growth
chr19	54654582	54655364	chr19:54654582-54655364	Distal:Active	Screen:NotSignif	-0.2927706	CRISPRi-Growth
chr19	54695863	54697479	chr19:54695863-54697479	Distal:Active	Screen:NotSignif	-0.06356275	CRISPRi-Growth
chr19	55005828	55006553	chr19:55005828-55006553	Distal:Active	Screen:NotSignif	-0.5867433333333334	CRISPRi-Growth
chr19	55041409	55042528	chr19:55041409-55042528	Distal:Active	Screen:NotSignif	-0.01659620000000001	CRISPRi-Growth
chr19	55079932	55081884	chr19:55079932-55081884	Proximal:Active	Screen:Signif	-0.1727365	CRISPRi-Growth
chr19	55173526	55175423	chr19:55173526-55175423	Distal:Active	Screen:Signif	0.5166948333333333	CRISPRi-Growth
chr19	55216124	55217495	chr19:55216124-55217495	Distal:Active	Screen:NotSignif	0.05054480000000001	CRISPRi-Growth
chr19	55269953	55270775	chr19:55269953-55270775	Distal:Active	Screen:NotSignif	0.28928370000000003	CRISPRi-Growth
chr19	55279870	55281053	chr19:55279870-55281053	Proximal:Active	Screen:NotSignif	-0.0239678	CRISPRi-Growth
chr19	55338813	55340326	chr19:55338813-55340326	Proximal:Active	Screen:NotSignif	0.1884052	CRISPRi-Growth
chr19	55383843	55386143	chr19:55383843-55386143	Proximal:Active	Screen:NotSignif	-0.10887822222222222	CRISPRi-Growth
chr19	55407318	55408595	chr19:55407318-55408595	Proximal:Active	Screen:Signif	0.13707644444444445	CRISPRi-Growth
