Chrom	ChromStart	ChromEnd	Region	Num_Assay	Assays
chr20	34311395	34313143	chr20:34311395-34313143	2	ASTARR,CRISPRi-Growth
chr20	34362715	34364117	chr20:34362715-34364117	3	ASTARR,LMPRA,WSTARR
chr20	34424877	34425879	chr20:34424877-34425879	2	ASTARR,LMPRA
chr20	34460814	34461680	chr20:34460814-34461680	2	ASTARR,LMPRA
chr20	34472585	34472862	chr20:34472585-34472862	2	ASTARR,WSTARR
chr20	34515224	34517075	chr20:34515224-34517075	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr20	34522763	34523518	chr20:34522763-34523518	2	ASTARR,WSTARR
chr20	34525692	34526311	chr20:34525692-34526311	2	ASTARR,LMPRA
chr20	34558322	34559094	chr20:34558322-34559094	3	ASTARR,WSTARR,CRISPRi-Growth
chr20	34676420	34677738	chr20:34676420-34677738	2	ASTARR,WSTARR
chr20	34703688	34705127	chr20:34703688-34705127	2	ASTARR,WSTARR
chr20	34708701	34709915	chr20:34708701-34709915	3	ASTARR,LMPRA,WSTARR
chr20	34713137	34714017	chr20:34713137-34714017	2	ASTARR,LMPRA
chr20	34769508	34770320	chr20:34769508-34770320	2	ASTARR,LMPRA
chr20	34824490	34826151	chr20:34824490-34826151	2	ASTARR,WSTARR
chr20	34875903	34876996	chr20:34875903-34876996	3	ASTARR,LMPRA,WSTARR
chr20	34888537	34889206	chr20:34888537-34889206	2	ASTARR,LMPRA
chr20	34898114	34899230	chr20:34898114-34899230	3	ASTARR,LMPRA,WSTARR
chr20	34955013	34956215	chr20:34955013-34956215	3	ASTARR,LMPRA,WSTARR
chr20	34979399	34980580	chr20:34979399-34980580	2	ASTARR,WSTARR
chr20	35092031	35093397	chr20:35092031-35093397	3	ASTARR,LMPRA,WSTARR
chr20	35119976	35121767	chr20:35119976-35121767	3	ASTARR,LMPRA,WSTARR
chr20	35146567	35148025	chr20:35146567-35148025	3	ASTARR,LMPRA,WSTARR
chr20	35250722	35250963	chr20:35250722-35250963	2	ASTARR,LMPRA
chr20	35259823	35261219	chr20:35259823-35261219	2	ASTARR,WSTARR
chr20	35271004	35271631	chr20:35271004-35271631	2	LMPRA,WSTARR
chr20	35277421	35278465	chr20:35277421-35278465	2	ASTARR,WSTARR
chr20	35284047	35285635	chr20:35284047-35285635	3	ASTARR,WSTARR,CRISPRi-Growth
chr20	35305699	35306104	chr20:35305699-35306104	2	ASTARR,WSTARR
chr20	35326535	35327660	chr20:35326535-35327660	2	ASTARR,LMPRA
chr20	35329297	35330206	chr20:35329297-35330206	2	ASTARR,LMPRA
chr20	35411420	35412582	chr20:35411420-35412582	3	ASTARR,LMPRA,WSTARR
chr20	35454489	35456094	chr20:35454489-35456094	3	ASTARR,LMPRA,WSTARR
chr20	35462198	35462934	chr20:35462198-35462934	2	ASTARR,LMPRA
chr20	35541606	35542635	chr20:35541606-35542635	2	LMPRA,WSTARR
chr20	35584640	35585398	chr20:35584640-35585398	2	ASTARR,WSTARR
chr20	35615591	35617811	chr20:35615591-35617811	2	ASTARR,WSTARR
chr20	35663842	35665420	chr20:35663842-35665420	2	ASTARR,WSTARR
chr20	35698285	35699999	chr20:35698285-35699999	2	ASTARR,WSTARR
chr20	35741172	35742863	chr20:35741172-35742863	3	ASTARR,LMPRA,WSTARR
chr20	35771677	35772681	chr20:35771677-35772681	3	ASTARR,LMPRA,WSTARR
chr20	35953694	35955154	chr20:35953694-35955154	3	ASTARR,LMPRA,WSTARR
chr20	36050315	36051959	chr20:36050315-36051959	3	ASTARR,LMPRA,WSTARR
chr20	36070592	36071399	chr20:36070592-36071399	2	ASTARR,WSTARR
chr20	36085348	36086385	chr20:36085348-36086385	3	ASTARR,LMPRA,WSTARR
chr20	36121538	36123259	chr20:36121538-36123259	2	ASTARR,WSTARR
chr20	36153819	36155017	chr20:36153819-36155017	2	ASTARR,CRISPRi-Growth
chr20	36182568	36183786	chr20:36182568-36183786	3	ASTARR,LMPRA,WSTARR
chr20	36199471	36200230	chr20:36199471-36200230	2	ASTARR,LMPRA
chr20	36217276	36217757	chr20:36217276-36217757	2	ASTARR,WSTARR
chr20	36234936	36235334	chr20:36234936-36235334	2	ASTARR,WSTARR
chr20	36235954	36237203	chr20:36235954-36237203	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr20	36305614	36306586	chr20:36305614-36306586	2	ASTARR,WSTARR
chr20	36344466	36344989	chr20:36344466-36344989	3	ASTARR,WSTARR,CRISPRi-Growth
chr20	36353083	36353588	chr20:36353083-36353588	2	ASTARR,WSTARR
chr20	36359368	36359985	chr20:36359368-36359985	2	ASTARR,WSTARR
chr20	36384096	36384512	chr20:36384096-36384512	2	ASTARR,WSTARR
chr20	36393861	36394598	chr20:36393861-36394598	2	ASTARR,WSTARR
chr20	36421650	36422232	chr20:36421650-36422232	2	ASTARR,LMPRA
chr20	36435777	36436807	chr20:36435777-36436807	2	ASTARR,LMPRA
chr20	36460706	36462112	chr20:36460706-36462112	2	ASTARR,WSTARR
chr20	36572747	36575576	chr20:36572747-36575576	2	ASTARR,WSTARR
chr20	36605013	36606257	chr20:36605013-36606257	3	ASTARR,LMPRA,WSTARR
chr20	36645831	36646366	chr20:36645831-36646366	2	ASTARR,WSTARR
chr20	36666357	36666888	chr20:36666357-36666888	2	ASTARR,LMPRA
chr20	36676740	36677735	chr20:36676740-36677735	2	ASTARR,WSTARR
chr20	36745419	36746580	chr20:36745419-36746580	2	ASTARR,WSTARR
chr20	36754558	36755220	chr20:36754558-36755220	2	ASTARR,LMPRA
chr20	36773139	36774610	chr20:36773139-36774610	2	LMPRA,WSTARR
chr20	36835348	36837194	chr20:36835348-36837194	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr20	36842917	36843767	chr20:36842917-36843767	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr20	36861714	36864506	chr20:36861714-36864506	2	ASTARR,WSTARR
chr20	36919876	36920353	chr20:36919876-36920353	2	ASTARR,CRISPRi-Growth
chr20	37094952	37096745	chr20:37094952-37096745	2	LMPRA,WSTARR
chr20	37178100	37179893	chr20:37178100-37179893	3	ASTARR,LMPRA,WSTARR
chr20	37289137	37290315	chr20:37289137-37290315	2	LMPRA,WSTARR
chr20	37314304	37314879	chr20:37314304-37314879	2	ASTARR,WSTARR
chr20	37316301	37316884	chr20:37316301-37316884	2	ASTARR,WSTARR
chr20	37329551	37329754	chr20:37329551-37329754	2	ASTARR,WSTARR
chr20	37345793	37346852	chr20:37345793-37346852	2	ASTARR,WSTARR
chr20	37363070	37365150	chr20:37363070-37365150	2	ASTARR,WSTARR
chr20	37378609	37379690	chr20:37378609-37379690	3	ASTARR,LMPRA,WSTARR
chr20	37396050	37396987	chr20:37396050-37396987	2	ASTARR,WSTARR
chr20	37527476	37528577	chr20:37527476-37528577	2	ASTARR,WSTARR
chr20	37564197	37565050	chr20:37564197-37565050	2	ASTARR,WSTARR
chr20	37584423	37584794	chr20:37584423-37584794	2	ASTARR,LMPRA
chr20	37598179	37598457	chr20:37598179-37598457	2	ASTARR,WSTARR
chr20	37693601	37694695	chr20:37693601-37694695	3	LMPRA,WSTARR,CRISPRi-Growth
chr20	37850647	37851281	chr20:37850647-37851281	3	ASTARR,LMPRA,WSTARR
chr20	37903167	37903631	chr20:37903167-37903631	2	ASTARR,LMPRA
chr20	37914738	37915640	chr20:37914738-37915640	2	ASTARR,WSTARR
chr20	38001848	38003116	chr20:38001848-38003116	2	ASTARR,LMPRA
chr20	38094263	38094601	chr20:38094263-38094601	2	ASTARR,LMPRA
chr20	38113167	38114752	chr20:38113167-38114752	3	ASTARR,LMPRA,WSTARR
chr20	38123102	38123539	chr20:38123102-38123539	2	ASTARR,LMPRA
chr20	38143839	38144457	chr20:38143839-38144457	2	WSTARR,CRISPRi-Growth
chr20	38158579	38160594	chr20:38158579-38160594	3	ASTARR,LMPRA,WSTARR
chr20	38164791	38165643	chr20:38164791-38165643	2	ASTARR,LMPRA
chr20	38201408	38201865	chr20:38201408-38201865	2	ASTARR,WSTARR
chr20	38227907	38228890	chr20:38227907-38228890	2	LMPRA,WSTARR
chr20	38242998	38243285	chr20:38242998-38243285	2	ASTARR,WSTARR
chr20	38342657	38344213	chr20:38342657-38344213	3	ASTARR,LMPRA,WSTARR
chr20	38357304	38358426	chr20:38357304-38358426	2	LMPRA,WSTARR
chr20	38373099	38373728	chr20:38373099-38373728	2	ASTARR,LMPRA
chr20	38434179	38435695	chr20:38434179-38435695	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr20	38446343	38448553	chr20:38446343-38448553	3	ASTARR,LMPRA,WSTARR
chr20	38452718	38453805	chr20:38452718-38453805	3	ASTARR,LMPRA,WSTARR
chr20	38472352	38473476	chr20:38472352-38473476	3	ASTARR,LMPRA,WSTARR
chr20	38563444	38564410	chr20:38563444-38564410	2	ASTARR,LMPRA
chr20	38631522	38631744	chr20:38631522-38631744	3	ASTARR,LMPRA,WSTARR
chr20	38646020	38647167	chr20:38646020-38647167	2	ASTARR,LMPRA
chr20	38665957	38666986	chr20:38665957-38666986	3	ASTARR,LMPRA,WSTARR
chr20	38673755	38674941	chr20:38673755-38674941	3	ASTARR,WSTARR,CRISPRi-Growth
chr20	38680485	38680810	chr20:38680485-38680810	2	ASTARR,WSTARR
chr20	38692529	38693594	chr20:38692529-38693594	3	ASTARR,LMPRA,WSTARR
chr20	38719507	38720128	chr20:38719507-38720128	2	ASTARR,WSTARR
chr20	38730634	38731953	chr20:38730634-38731953	2	ASTARR,LMPRA
chr20	38747760	38748990	chr20:38747760-38748990	3	ASTARR,LMPRA,WSTARR
chr20	38789751	38790848	chr20:38789751-38790848	2	ASTARR,CRISPRi-Growth
chr20	38804986	38806899	chr20:38804986-38806899	3	ASTARR,LMPRA,CRISPRi-Growth
chr20	38825885	38826718	chr20:38825885-38826718	2	ASTARR,LMPRA
chr20	38858839	38859695	chr20:38858839-38859695	2	LMPRA,WSTARR
chr20	38870663	38871194	chr20:38870663-38871194	2	ASTARR,WSTARR
chr20	38893725	38895115	chr20:38893725-38895115	2	ASTARR,WSTARR
chr20	38925925	38927087	chr20:38925925-38927087	3	ASTARR,LMPRA,WSTARR
chr20	38961782	38962974	chr20:38961782-38962974	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr20	39040124	39041396	chr20:39040124-39041396	2	ASTARR,WSTARR
chr20	39066475	39066752	chr20:39066475-39066752	2	ASTARR,WSTARR
chr20	39105121	39105802	chr20:39105121-39105802	2	ASTARR,CRISPRi-Growth
chr20	40251311	40251555	chr20:40251311-40251555	2	ASTARR,LMPRA
chr20	40497958	40498456	chr20:40497958-40498456	2	ASTARR,LMPRA
chr20	40689056	40690538	chr20:40689056-40690538	2	ASTARR,LMPRA
chr20	40746236	40746605	chr20:40746236-40746605	2	ASTARR,CRISPRi-Growth
chr20	40817487	40818244	chr20:40817487-40818244	2	ASTARR,LMPRA
chr20	40909740	40910033	chr20:40909740-40910033	2	ASTARR,WSTARR
chr20	40913205	40914076	chr20:40913205-40914076	3	ASTARR,LMPRA,WSTARR
chr20	40938034	40938895	chr20:40938034-40938895	2	ASTARR,LMPRA
chr20	40990388	40992094	chr20:40990388-40992094	2	ASTARR,LMPRA
chr20	41002980	41004149	chr20:41002980-41004149	3	ASTARR,WSTARR,E2G-Benchmark
chr20	41028124	41029569	chr20:41028124-41029569	3	ASTARR,LMPRA,WSTARR
chr20	41034201	41034702	chr20:41034201-41034702	2	ASTARR,LMPRA
chr20	41058128	41058892	chr20:41058128-41058892	2	ASTARR,WSTARR
chr20	41115844	41116915	chr20:41115844-41116915	2	ASTARR,LMPRA
chr20	41136646	41138301	chr20:41136646-41138301	3	ASTARR,WSTARR,CRISPRi-Growth
chr20	41149661	41151174	chr20:41149661-41151174	2	ASTARR,WSTARR
chr20	41249543	41250496	chr20:41249543-41250496	2	ASTARR,LMPRA
chr20	41261355	41262696	chr20:41261355-41262696	2	ASTARR,LMPRA
chr20	41316781	41318255	chr20:41316781-41318255	2	ASTARR,WSTARR
chr20	41329277	41330333	chr20:41329277-41330333	2	ASTARR,WSTARR
chr20	41339928	41341528	chr20:41339928-41341528	2	ASTARR,WSTARR
chr20	41386894	41388030	chr20:41386894-41388030	2	ASTARR,LMPRA
chr20	41538657	41539576	chr20:41538657-41539576	2	ASTARR,LMPRA
chr20	41617744	41619098	chr20:41617744-41619098	2	ASTARR,WSTARR
chr20	41643253	41644174	chr20:41643253-41644174	2	ASTARR,WSTARR
chr20	41669744	41670987	chr20:41669744-41670987	2	ASTARR,LMPRA
chr20	41692629	41694324	chr20:41692629-41694324	3	ASTARR,LMPRA,WSTARR
chr20	41696326	41696940	chr20:41696326-41696940	2	ASTARR,WSTARR
chr20	41713973	41714695	chr20:41713973-41714695	2	ASTARR,WSTARR
chr20	41714929	41716230	chr20:41714929-41716230	2	LMPRA,WSTARR
chr20	41738333	41740121	chr20:41738333-41740121	2	ASTARR,WSTARR
chr20	42206253	42207007	chr20:42206253-42207007	3	ASTARR,LMPRA,WSTARR
chr20	42370132	42370412	chr20:42370132-42370412	2	ASTARR,LMPRA
chr20	43318527	43319447	chr20:43318527-43319447	2	ASTARR,LMPRA
chr20	43415812	43417010	chr20:43415812-43417010	2	ASTARR,WSTARR
chr20	43444261	43445469	chr20:43444261-43445469	3	ASTARR,LMPRA,WSTARR
chr20	43448896	43449338	chr20:43448896-43449338	2	ASTARR,CRISPRi-Growth
chr20	43457066	43458759	chr20:43457066-43458759	3	ASTARR,LMPRA,WSTARR
chr20	43508308	43508988	chr20:43508308-43508988	2	ASTARR,CRISPRi-Growth
chr20	43538053	43539058	chr20:43538053-43539058	2	ASTARR,WSTARR
chr20	43557329	43559109	chr20:43557329-43559109	2	ASTARR,WSTARR
chr20	43590156	43591312	chr20:43590156-43591312	3	ASTARR,LMPRA,WSTARR
chr20	43656969	43658343	chr20:43656969-43658343	3	ASTARR,LMPRA,WSTARR
chr20	43666578	43668088	chr20:43666578-43668088	3	ASTARR,WSTARR,CRISPRi-Growth
chr20	43959136	43959848	chr20:43959136-43959848	2	ASTARR,LMPRA
chr20	44010153	44010931	chr20:44010153-44010931	2	ASTARR,LMPRA
chr20	44089998	44090325	chr20:44089998-44090325	2	ASTARR,LMPRA
chr20	44210165	44211473	chr20:44210165-44211473	2	ASTARR,WSTARR
chr20	44217315	44217977	chr20:44217315-44217977	2	ASTARR,LMPRA
chr20	44222741	44223353	chr20:44222741-44223353	2	ASTARR,LMPRA
chr20	44247038	44247521	chr20:44247038-44247521	2	ASTARR,WSTARR
chr20	44247920	44248613	chr20:44247920-44248613	2	ASTARR,WSTARR
chr20	44298763	44299993	chr20:44298763-44299993	2	ASTARR,WSTARR
chr20	44309896	44311570	chr20:44309896-44311570	3	ASTARR,LMPRA,WSTARR
chr20	44326452	44327339	chr20:44326452-44327339	3	ASTARR,WSTARR,CRISPRi-Growth
chr20	44388429	44389164	chr20:44388429-44389164	2	ASTARR,LMPRA
chr20	44394072	44395540	chr20:44394072-44395540	3	ASTARR,LMPRA,WSTARR
chr20	44456777	44457563	chr20:44456777-44457563	2	ASTARR,LMPRA
chr20	44475452	44476652	chr20:44475452-44476652	3	ASTARR,LMPRA,WSTARR
chr20	44521479	44522457	chr20:44521479-44522457	3	ASTARR,LMPRA,WSTARR
chr20	44531467	44532319	chr20:44531467-44532319	2	ASTARR,LMPRA
chr20	44598266	44599106	chr20:44598266-44599106	2	LMPRA,CRISPRi-Growth
chr20	44609389	44610480	chr20:44609389-44610480	2	ASTARR,LMPRA
chr20	44616245	44617533	chr20:44616245-44617533	2	ASTARR,WSTARR
chr20	44650892	44652259	chr20:44650892-44652259	2	ASTARR,WSTARR
chr20	44662319	44662591	chr20:44662319-44662591	2	ASTARR,WSTARR
chr20	44717994	44718476	chr20:44717994-44718476	2	ASTARR,LMPRA
chr20	44724610	44725051	chr20:44724610-44725051	2	ASTARR,CRISPRi-Growth
chr20	44736225	44736905	chr20:44736225-44736905	2	ASTARR,LMPRA
chr20	44745697	44746233	chr20:44745697-44746233	2	ASTARR,CRISPRi-Growth
chr20	44857060	44857410	chr20:44857060-44857410	2	LMPRA,WSTARR
chr20	44885050	44886394	chr20:44885050-44886394	3	ASTARR,LMPRA,WSTARR
chr20	44897743	44898206	chr20:44897743-44898206	2	ASTARR,LMPRA
chr20	44911277	44911838	chr20:44911277-44911838	2	ASTARR,WSTARR
chr20	44941273	44941705	chr20:44941273-44941705	2	ASTARR,WSTARR
chr20	44959803	44960822	chr20:44959803-44960822	2	LMPRA,WSTARR
chr20	44966044	44966954	chr20:44966044-44966954	3	ASTARR,LMPRA,WSTARR
chr20	45036190	45036458	chr20:45036190-45036458	3	ASTARR,LMPRA,WSTARR
chr20	45071172	45072058	chr20:45071172-45072058	2	LMPRA,WSTARR
chr20	45114960	45115806	chr20:45114960-45115806	2	ASTARR,LMPRA
chr20	45138601	45139249	chr20:45138601-45139249	2	ASTARR,LMPRA
chr20	45229494	45230056	chr20:45229494-45230056	3	ASTARR,LMPRA,WSTARR
chr20	45230737	45230990	chr20:45230737-45230990	2	ASTARR,WSTARR
chr20	45235862	45236510	chr20:45235862-45236510	2	ASTARR,WSTARR
chr20	45292866	45294190	chr20:45292866-45294190	3	ASTARR,LMPRA,WSTARR
chr20	45300828	45301413	chr20:45300828-45301413	2	ASTARR,LMPRA
chr20	45319459	45320169	chr20:45319459-45320169	2	ASTARR,WSTARR
chr20	45336736	45338150	chr20:45336736-45338150	2	ASTARR,WSTARR
chr20	45342050	45342543	chr20:45342050-45342543	2	ASTARR,WSTARR
chr20	45343460	45344625	chr20:45343460-45344625	2	ASTARR,WSTARR
chr20	45373160	45374329	chr20:45373160-45374329	2	ASTARR,WSTARR
chr20	45405791	45407590	chr20:45405791-45407590	2	ASTARR,WSTARR
chr20	45415853	45416893	chr20:45415853-45416893	3	ASTARR,LMPRA,WSTARR
chr20	45469160	45471337	chr20:45469160-45471337	2	ASTARR,WSTARR
chr20	45778051	45778276	chr20:45778051-45778276	2	LMPRA,WSTARR
chr20	45822950	45823308	chr20:45822950-45823308	2	ASTARR,CRISPRi-Growth
chr20	45833675	45834504	chr20:45833675-45834504	2	ASTARR,WSTARR
chr20	45836706	45837152	chr20:45836706-45837152	2	ASTARR,WSTARR
chr20	45856783	45858114	chr20:45856783-45858114	3	ASTARR,LMPRA,WSTARR
chr20	45878199	45878921	chr20:45878199-45878921	2	LMPRA,WSTARR
chr20	45880802	45881570	chr20:45880802-45881570	3	ASTARR,LMPRA,WSTARR
chr20	45890750	45892198	chr20:45890750-45892198	2	ASTARR,WSTARR
chr20	45909933	45912061	chr20:45909933-45912061	2	ASTARR,WSTARR
chr20	45933750	45935735	chr20:45933750-45935735	3	ASTARR,LMPRA,WSTARR
chr20	45948979	45949426	chr20:45948979-45949426	2	ASTARR,WSTARR
chr20	45971196	45972744	chr20:45971196-45972744	2	ASTARR,WSTARR
chr20	45982930	45983654	chr20:45982930-45983654	3	ASTARR,LMPRA,WSTARR
chr20	46011574	46012268	chr20:46011574-46012268	2	ASTARR,LMPRA
chr20	46013540	46014541	chr20:46013540-46014541	2	ASTARR,LMPRA
chr20	46021474	46023120	chr20:46021474-46023120	2	ASTARR,WSTARR
chr20	46029273	46029810	chr20:46029273-46029810	2	ASTARR,WSTARR
chr20	46057147	46057813	chr20:46057147-46057813	2	ASTARR,WSTARR
chr20	46089083	46090307	chr20:46089083-46090307	2	LMPRA,WSTARR
chr20	46117712	46118675	chr20:46117712-46118675	2	ASTARR,LMPRA
chr20	46174253	46175092	chr20:46174253-46175092	2	ASTARR,WSTARR
chr20	46199217	46199677	chr20:46199217-46199677	2	ASTARR,LMPRA
chr20	46205665	46206494	chr20:46205665-46206494	2	ASTARR,LMPRA
chr20	46215774	46216544	chr20:46215774-46216544	2	ASTARR,WSTARR
chr20	46220653	46222111	chr20:46220653-46222111	3	ASTARR,LMPRA,WSTARR
chr20	46230873	46231388	chr20:46230873-46231388	2	ASTARR,WSTARR
chr20	46312511	46312963	chr20:46312511-46312963	3	ASTARR,LMPRA,WSTARR
chr20	46363854	46364774	chr20:46363854-46364774	3	ASTARR,LMPRA,WSTARR
chr20	46368270	46368806	chr20:46368270-46368806	2	ASTARR,WSTARR
chr20	46405813	46407150	chr20:46405813-46407150	3	ASTARR,LMPRA,WSTARR
chr20	46462699	46463073	chr20:46462699-46463073	2	ASTARR,WSTARR
chr20	46513250	46513732	chr20:46513250-46513732	3	ASTARR,LMPRA,WSTARR
chr20	46562430	46563409	chr20:46562430-46563409	3	ASTARR,LMPRA,WSTARR
chr20	46574178	46574697	chr20:46574178-46574697	2	ASTARR,LMPRA
chr20	46580743	46581049	chr20:46580743-46581049	2	ASTARR,WSTARR
chr20	46634553	46634841	chr20:46634553-46634841	2	ASTARR,WSTARR
chr20	46635625	46636333	chr20:46635625-46636333	2	LMPRA,WSTARR
chr20	46682349	46684672	chr20:46682349-46684672	2	LMPRA,WSTARR
chr20	46689010	46690263	chr20:46689010-46690263	2	ASTARR,WSTARR
chr20	46709278	46710163	chr20:46709278-46710163	2	ASTARR,WSTARR
chr20	46938920	46939376	chr20:46938920-46939376	2	LMPRA,WSTARR
chr20	46990036	46990804	chr20:46990036-46990804	2	ASTARR,WSTARR
chr20	47040455	47041336	chr20:47040455-47041336	2	ASTARR,LMPRA
chr20	47316966	47317901	chr20:47316966-47317901	2	ASTARR,WSTARR
chr20	47351726	47352801	chr20:47351726-47352801	2	ASTARR,WSTARR
chr20	47356612	47357888	chr20:47356612-47357888	3	ASTARR,LMPRA,WSTARR
chr20	47360400	47361169	chr20:47360400-47361169	4	ASTARR,LMPRA,WSTARR,E2G-Benchmark
chr20	47391859	47392577	chr20:47391859-47392577	3	ASTARR,LMPRA,WSTARR
chr20	47400703	47401067	chr20:47400703-47401067	2	ASTARR,LMPRA
chr20	47473194	47474258	chr20:47473194-47474258	2	ASTARR,LMPRA
chr20	47493331	47494064	chr20:47493331-47494064	2	ASTARR,LMPRA
chr20	47501256	47502485	chr20:47501256-47502485	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr20	47576380	47577031	chr20:47576380-47577031	2	ASTARR,LMPRA
chr20	47606908	47607477	chr20:47606908-47607477	3	ASTARR,LMPRA,WSTARR
chr20	47663467	47664398	chr20:47663467-47664398	2	ASTARR,LMPRA
chr20	47676245	47676626	chr20:47676245-47676626	2	ASTARR,CRISPRi-Growth
chr20	47712320	47713087	chr20:47712320-47713087	2	ASTARR,WSTARR
chr20	47764446	47764971	chr20:47764446-47764971	2	ASTARR,LMPRA
chr20	48097072	48097438	chr20:48097072-48097438	3	ASTARR,LMPRA,WSTARR
chr20	48139084	48139657	chr20:48139084-48139657	3	ASTARR,LMPRA,WSTARR
chr20	48205920	48206190	chr20:48205920-48206190	2	ASTARR,WSTARR
chr20	48282807	48283135	chr20:48282807-48283135	2	ASTARR,LMPRA
chr20	48384234	48384901	chr20:48384234-48384901	2	ASTARR,WSTARR
chr20	48405944	48406603	chr20:48405944-48406603	3	ASTARR,LMPRA,WSTARR
chr20	48488782	48489394	chr20:48488782-48489394	2	ASTARR,WSTARR
chr20	48563502	48564375	chr20:48563502-48564375	2	ASTARR,WSTARR
chr20	48565150	48565367	chr20:48565150-48565367	2	ASTARR,LMPRA
chr20	48597591	48599452	chr20:48597591-48599452	2	ASTARR,CRISPRi-Growth
chr20	48620257	48621855	chr20:48620257-48621855	3	ASTARR,LMPRA,WSTARR
chr20	48635691	48636592	chr20:48635691-48636592	2	ASTARR,WSTARR
chr20	48656811	48658307	chr20:48656811-48658307	2	ASTARR,LMPRA
chr20	48668311	48669033	chr20:48668311-48669033	2	ASTARR,WSTARR
chr20	48679512	48680309	chr20:48679512-48680309	2	ASTARR,LMPRA
chr20	48682604	48683297	chr20:48682604-48683297	2	ASTARR,LMPRA
chr20	48698695	48699300	chr20:48698695-48699300	2	ASTARR,LMPRA
chr20	48725287	48725969	chr20:48725287-48725969	2	ASTARR,LMPRA
chr20	48787981	48788540	chr20:48787981-48788540	2	ASTARR,WSTARR
chr20	48827565	48828942	chr20:48827565-48828942	2	ASTARR,WSTARR
chr20	48841737	48842406	chr20:48841737-48842406	3	ASTARR,LMPRA,WSTARR
chr20	48887304	48888531	chr20:48887304-48888531	2	ASTARR,LMPRA
chr20	48921256	48922547	chr20:48921256-48922547	2	ASTARR,WSTARR
chr20	48948705	48950136	chr20:48948705-48950136	2	ASTARR,WSTARR
chr20	49045811	49047191	chr20:49045811-49047191	3	LMPRA,WSTARR,CRISPRi-Growth
chr20	49186854	49188760	chr20:49186854-49188760	2	ASTARR,WSTARR
chr20	49218809	49220007	chr20:49218809-49220007	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr20	49277833	49279155	chr20:49277833-49279155	3	ASTARR,LMPRA,WSTARR
chr20	49286718	49288106	chr20:49286718-49288106	3	ASTARR,LMPRA,WSTARR
chr20	49288457	49290462	chr20:49288457-49290462	2	ASTARR,WSTARR
chr20	49319099	49319748	chr20:49319099-49319748	2	ASTARR,LMPRA
chr20	49323659	49324466	chr20:49323659-49324466	2	ASTARR,LMPRA
chr20	49397497	49398013	chr20:49397497-49398013	2	ASTARR,WSTARR
chr20	49398701	49399192	chr20:49398701-49399192	2	ASTARR,LMPRA
chr20	49420809	49421188	chr20:49420809-49421188	2	ASTARR,WSTARR
chr20	49448872	49449433	chr20:49448872-49449433	2	ASTARR,LMPRA
chr20	49482522	49483039	chr20:49482522-49483039	2	ASTARR,WSTARR
chr20	49484044	49484622	chr20:49484044-49484622	2	ASTARR,WSTARR
chr20	49501856	49502420	chr20:49501856-49502420	2	LMPRA,CRISPRi-Growth
chr20	49508239	49509157	chr20:49508239-49509157	2	ASTARR,WSTARR
chr20	49567648	49568065	chr20:49567648-49568065	2	ASTARR,WSTARR
chr20	49668374	49669235	chr20:49668374-49669235	2	ASTARR,LMPRA
chr20	49747552	49748416	chr20:49747552-49748416	2	LMPRA,WSTARR
chr20	49764782	49766167	chr20:49764782-49766167	3	ASTARR,LMPRA,WSTARR
chr20	49789731	49790758	chr20:49789731-49790758	3	ASTARR,LMPRA,WSTARR
chr20	49812026	49813315	chr20:49812026-49813315	2	ASTARR,WSTARR
chr20	49887929	49888758	chr20:49887929-49888758	2	ASTARR,WSTARR
chr20	49892258	49893843	chr20:49892258-49893843	2	ASTARR,WSTARR
chr20	49900960	49901654	chr20:49900960-49901654	2	ASTARR,WSTARR
chr20	49914695	49916728	chr20:49914695-49916728	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr20	49935663	49937060	chr20:49935663-49937060	3	ASTARR,LMPRA,WSTARR
chr20	49964793	49965430	chr20:49964793-49965430	2	ASTARR,WSTARR
chr20	49979084	49979644	chr20:49979084-49979644	2	LMPRA,WSTARR
chr20	49982249	49983270	chr20:49982249-49983270	3	ASTARR,WSTARR,CRISPRi-Growth
chr20	49989067	49990152	chr20:49989067-49990152	2	ASTARR,WSTARR
chr20	50053018	50053323	chr20:50053018-50053323	2	ASTARR,WSTARR
chr20	50070997	50071911	chr20:50070997-50071911	3	ASTARR,LMPRA,WSTARR
chr20	50112606	50113508	chr20:50112606-50113508	2	ASTARR,WSTARR
chr20	50115728	50116260	chr20:50115728-50116260	2	ASTARR,WSTARR
chr20	50129779	50130430	chr20:50129779-50130430	2	ASTARR,WSTARR
chr20	50138130	50139175	chr20:50138130-50139175	2	ASTARR,WSTARR
chr20	50146641	50147541	chr20:50146641-50147541	3	ASTARR,LMPRA,WSTARR
chr20	50153291	50154479	chr20:50153291-50154479	2	ASTARR,WSTARR
chr20	50165711	50166549	chr20:50165711-50166549	3	ASTARR,LMPRA,WSTARR
