Chrom	ChromStart	ChromEnd	Region	UMAP1	UMAP2
chr17	6443707	6444726	chr17:6443707-6444726	7.7687125	4.5290093
chr17	64496474	64497893	chr17:64496474-64497893	8.832569	4.8173704
chr17	64505200	64505676	chr17:64505200-64505676	8.937304	4.345123
chr17	64505940	64507629	chr17:64505940-64507629	9.1244545	4.583
chr17	64533572	64534357	chr17:64533572-64534357	2.076224	9.657184
chr17	64537209	64537829	chr17:64537209-64537829	2.4686277	9.79934
chr17	64554208	64554645	chr17:64554208-64554645	0.4299991	6.6879063
chr17	6456872	6458021	chr17:6456872-6458021	2.119623	6.881909
chr17	64604509	64605031	chr17:64604509-64605031	0.90532917	7.0876265
chr17	64660950	64662828	chr17:64660950-64662828	6.741351	4.182239
chr17	64694145	64694784	chr17:64694145-64694784	0.51428115	6.812889
chr17	64773871	64775013	chr17:64773871-64775013	3.6610403	5.0953617
chr17	64836705	64838056	chr17:64836705-64838056	6.55269	4.8992157
chr17	64918820	64920076	chr17:64918820-64920076	7.9204454	4.087327
chr17	64922635	64923449	chr17:64922635-64923449	3.5291972	9.965145
chr17	64974821	64976334	chr17:64974821-64976334	8.232051	4.3970246
chr17	64985537	64986578	chr17:64985537-64986578	3.5363588	7.556516
chr17	65055515	65057328	chr17:65055515-65057328	8.218123	4.3604927
chr17	65099997	65101264	chr17:65099997-65101264	4.206264	4.882458
chr17	65122830	65123896	chr17:65122830-65123896	9.432409	6.218081
chr17	65173190	65174305	chr17:65173190-65174305	3.328219	8.934737
chr17	65228228	65229446	chr17:65228228-65229446	2.45209	8.749486
chr17	65537001	65538526	chr17:65537001-65538526	7.4778733	5.545098
chr17	65560693	65562116	chr17:65560693-65562116	5.640202	4.280047
chr17	6556563	6556859	chr17:6556563-6556859	-2.4457526	3.0373726
chr17	6575050	6575738	chr17:6575050-6575738	4.370986	7.492828
chr17	66076382	66076886	chr17:66076382-66076886	-1.4472103	4.4888735
chr17	66191522	66192542	chr17:66191522-66192542	4.820763	4.388421
chr17	66275729	66276833	chr17:66275729-66276833	1.26762	8.680638
chr17	66343474	66343975	chr17:66343474-66343975	2.9632547	9.80981
chr17	66348380	66350034	chr17:66348380-66350034	2.9556627	8.271156
chr17	6639194	6641584	chr17:6639194-6641584	7.7459416	5.5183444
chr17	66493718	66494671	chr17:66493718-66494671	2.691748	8.353821
chr17	66507345	66509986	chr17:66507345-66509986	2.0669322	7.887508
chr17	6650809	6652204	chr17:6650809-6652204	7.7968163	6.139105
chr17	66661363	66662220	chr17:66661363-66662220	1.529852	7.451992
chr17	66753220	66754099	chr17:66753220-66754099	1.3240974	8.931379
chr17	66952142	66953237	chr17:66952142-66953237	-0.20150614	5.078776
chr17	66965342	66965847	chr17:66965342-66965847	-2.6091275	3.0623424
chr17	66982110	66982465	chr17:66982110-66982465	-1.3045943	5.4136314
chr17	6701643	6702149	chr17:6701643-6702149	1.7914099000000001	4.2728987
chr17	6713012	6714320	chr17:6713012-6714320	-0.30419454	3.6200364
chr17	67157878	67159029	chr17:67157878-67159029	0.9527967	8.331424
chr17	67223976	67224424	chr17:67223976-67224424	1.171211	6.173202
chr17	67244543	67247011	chr17:67244543-67247011	6.906053	4.3939260000000004
chr17	67321552	67322628	chr17:67321552-67322628	0.812172	7.4610415
chr17	67365057	67367000	chr17:67365057-67367000	8.237131	5.9870424
chr17	67376962	67379150	chr17:67376962-67379150	5.888458	4.3815193
chr17	67717558	67718704	chr17:67717558-67718704	8.527525	5.4152546
chr17	67765587	67766145	chr17:67765587-67766145	1.2406043	6.1282763
chr17	67783320	67785130	chr17:67783320-67785130	3.1668768	9.103794
chr17	67824572	67826373	chr17:67824572-67826373	8.119369	4.164956
chr17	67855229	67856667	chr17:67855229-67856667	1.9928323	9.50218
chr17	67992306	67994316	chr17:67992306-67994316	7.99473	4.6692214
chr17	68019452	68020691	chr17:68019452-68020691	6.2639313	6.612049
chr17	68035152	68036352	chr17:68035152-68036352	8.64662	4.4259114
chr17	68080526	68081639	chr17:68080526-68081639	-1.9536932	4.4485664
chr17	68101368	68102062	chr17:68101368-68102062	5.669421	4.1841707
chr17	68115861	68116928	chr17:68115861-68116928	-2.313485	4.2897058
chr17	68152082	68152847	chr17:68152082-68152847	3.78981	6.8891497
chr17	68168593	68169861	chr17:68168593-68169861	-1.7771953	4.674653
chr17	68172336	68173033	chr17:68172336-68173033	2.6615665	4.664563
chr17	68180432	68180908	chr17:68180432-68180908	-1.1221482	5.5489936
chr17	68197010	68197776	chr17:68197010-68197776	-0.16555095	3.9127095
chr17	68204930	68206243	chr17:68204930-68206243	6.1961164	4.4598203
chr17	68232803	68233195	chr17:68232803-68233195	-0.6268363	5.2809258
chr17	68247281	68248504	chr17:68247281-68248504	8.1494	4.3238654
chr17	68291129	68292593	chr17:68291129-68292593	7.917314	3.8986018
chr17	68308492	68309323	chr17:68308492-68309323	-2.2475617	4.1644197
chr17	6831668	6832182	chr17:6831668-6832182	-0.2874269	4.178221
chr17	68398852	68399418	chr17:68398852-68399418	2.4975622	4.5383906
chr17	68413363	68414271	chr17:68413363-68414271	-2.433647	5.299346
chr17	68511688	68513012	chr17:68511688-68513012	7.5937853	4.8819027
chr17	6853856	6854430	chr17:6853856-6854430	0.29753304	6.127999
chr17	68591486	68592087	chr17:68591486-68592087	2.3436074	6.501613
chr17	68759284	68760311	chr17:68759284-68760311	2.7399642	7.477307
chr17	69047029	69048142	chr17:69047029-69048142	3.6156757	10.136377
chr17	69088637	69088950	chr17:69088637-69088950	2.1767867	9.876244
chr17	69092551	69093764	chr17:69092551-69093764	2.8993979	9.406511
chr17	69175622	69176161	chr17:69175622-69176161	3.2729394	8.654178
chr17	69235325	69235903	chr17:69235325-69235903	2.6219182	5.006278
chr17	69326683	69327612	chr17:69326683-69327612	7.018636	4.152525
chr17	6939696	6940929	chr17:6939696-6940929	4.7502756	6.8749723
chr17	69743077	69743372	chr17:69743077-69743372	-1.0422046	5.1803803
chr17	69857262	69857861	chr17:69857262-69857861	2.817491	9.558085
chr17	6998801	6999592	chr17:6998801-6999592	3.7770855	8.831547
chr17	7012313	7013468	chr17:7012313-7013468	9.893473	4.528195
chr17	70128445	70129216	chr17:70128445-70129216	8.6426325	6.3641024
chr17	7014301	7015460	chr17:7014301-7015460	8.904093	4.881177
chr17	70167973	70169890	chr17:70167973-70169890	3.8601031	4.326283
chr17	7023517	7024476	chr17:7023517-7024476	6.3843303	5.4106393
chr17	7045719	7047420	chr17:7045719-7047420	1.3977203	5.9566255
chr17	7133407	7134191	chr17:7133407-7134191	3.1798785	4.626517
chr17	714485	715874	chr17:714485-715874	9.019731	5.8365626
chr17	7188872	7189536	chr17:7188872-7189536	0.0062581594	7.1512933
chr17	7204727	7205496	chr17:7204727-7205496	1.7989806	5.783143
chr17	72151666	72151921	chr17:72151666-72151921	0.7390566	7.6228685
chr17	7219428	7221255	chr17:7219428-7221255	8.030598	4.751821
chr17	7233202	7234896	chr17:7233202-7234896	9.629595	4.770926
chr17	7239314	7239981	chr17:7239314-7239981	8.7830715	5.7320547
chr17	7241863	7243353	chr17:7241863-7243353	9.401518	4.905488
chr17	7251231	7252863	chr17:7251231-7252863	8.757591	5.2397075
chr17	72560129	72561385	chr17:72560129-72561385	2.013159	4.2620955
chr17	72566876	72567347	chr17:72566876-72567347	1.5153415	7.503335
chr17	72592269	72593264	chr17:72592269-72593264	0.42158154	4.0882845
chr17	72638251	72638681	chr17:72638251-72638681	-1.177087	4.2420645
chr17	72760107	72762375	chr17:72760107-72762375	1.176279	7.8347707
chr17	72778276	72779116	chr17:72778276-72779116	0.64639544	7.6925735
chr17	7280548	7281968	chr17:7280548-7281968	6.9311795	4.6070113
chr17	7282221	7283226	chr17:7282221-7283226	4.8495374	5.7517786
chr17	72901058	72902255	chr17:72901058-72902255	1.2828534	8.774995
chr17	72906855	72908135	chr17:72906855-72908135	2.6275325	7.75925
chr17	7293738	7294230	chr17:7293738-7294230	1.0168967	4.4735317
chr17	72976892	72979112	chr17:72976892-72979112	3.1800096	7.705026
chr17	73010985	73011810	chr17:73010985-73011810	3.8903375	8.860443
chr17	73030752	73032144	chr17:73030752-73032144	1.4215864	7.1598988
chr17	7306662	7309134	chr17:7306662-7309134	8.472311	4.580642
chr17	73091899	73093146	chr17:73091899-73093146	7.174757	5.3994083
chr17	7314694	7315724	chr17:7314694-7315724	9.410604	5.55585
chr17	73155953	73157668	chr17:73155953-73157668	2.0376961	4.436207
chr17	73164498	73165219	chr17:73164498-73165219	-0.84003717	3.3941247
chr17	73175919	73176634	chr17:73175919-73176634	0.578587	7.7455773
chr17	73192073	73193650	chr17:73192073-73193650	8.896043	4.7986526
chr17	73201228	73201817	chr17:73201228-73201817	2.5314775	7.5839353
chr17	7324083	7324554	chr17:7324083-7324554	2.6559658	3.8056886
chr17	7329021	7330665	chr17:7329021-7330665	7.3088913	5.6592813
chr17	73291146	73292177	chr17:73291146-73292177	3.585086	6.9289265
chr17	73304710	73305478	chr17:73304710-73305478	5.0766897	6.6732736
chr17	73308124	73308677	chr17:73308124-73308677	4.509041	7.9962134
chr17	73310769	73312558	chr17:73310769-73312558	8.227336	4.046479
chr17	73317499	73319150	chr17:73317499-73319150	0.8760265	7.4773726
chr17	7332603	7333177	chr17:7332603-7333177	1.5036316	6.1450934
chr17	73343188	73344185	chr17:73343188-73344185	0.021618498	4.604732
chr17	7336260	7336957	chr17:7336260-7336957	1.9896976	5.8009343
chr17	73401585	73402374	chr17:73401585-73402374	0.17120507	4.640511
chr17	73429393	73430130	chr17:73429393-73430130	2.366784	4.208099
chr17	73474242	73474808	chr17:73474242-73474808	3.4273946	10.188074
chr17	7350105	7350381	chr17:7350105-7350381	0.7850087	3.5188107
chr17	7351245	7352533	chr17:7351245-7352533	8.093805	3.9372551
chr17	73546525	73547602	chr17:73546525-73547602	-0.3361779	4.873339
chr17	73571472	73572071	chr17:73571472-73572071	-1.5825646	3.4359405
chr17	73710108	73710802	chr17:73710108-73710802	1.9182427	4.2150183
chr17	7394007	7395192	chr17:7394007-7395192	7.2860713	4.3100286
chr17	7403569	7405090	chr17:7403569-7405090	7.157751	4.79663
chr17	74190106	74191077	chr17:74190106-74191077	3.5790038	1.6654277
chr17	74203477	74204417	chr17:74203477-74204417	9.063211	5.7375755
chr17	74210247	74213901	chr17:74210247-74213901	5.5845757	5.177579
chr17	74233547	74234172	chr17:74233547-74234172	-0.19992872	4.796432
chr17	74282505	74283238	chr17:74282505-74283238	3.3152208	9.778438
chr17	74284779	74285347	chr17:74284779-74285347	2.7032638	4.4798775
chr17	74295808	74297128	chr17:74295808-74297128	3.7843719	8.556561
chr17	74332375	74333348	chr17:74332375-74333348	3.9339843	9.20792
chr17	7434923	7436300	chr17:7434923-7436300	8.306527	6.2543693
chr17	74361027	74362041	chr17:74361027-74362041	2.7526991	4.0669975
chr17	74379183	74380203	chr17:74379183-74380203	2.9682574	4.284274
chr17	7438037	7438533	chr17:7438037-7438533	6.214663	5.074959
chr17	74431680	74432479	chr17:74431680-74432479	5.4599905	4.506587
chr17	74442853	74443508	chr17:74442853-74443508	4.114603	6.7291694
chr17	74453552	74454699	chr17:74453552-74454699	5.789477	4.7524915
chr17	74462837	74463898	chr17:74462837-74463898	3.9366632	7.6197915
chr17	74532092	74533500	chr17:74532092-74533500	0.957809	6.212466
chr17	74545805	74546240	chr17:74545805-74546240	0.8082739	5.481615
chr17	7455256	7456619	chr17:7455256-7456619	8.095653	6.416048
chr17	7466714	7467547	chr17:7466714-7467547	2.7248695	6.9114776000000004
chr17	74671095	74671696	chr17:74671095-74671696	3.8911083	1.6539139
chr17	74737493	74738647	chr17:74737493-74738647	1.6849508	4.200039
chr17	74748051	74749599	chr17:74748051-74749599	7.367978	4.0907207
chr17	74754733	74755329	chr17:74754733-74755329	1.7058562	6.7330117
chr17	74776076	74777366	chr17:74776076-74777366	7.7971854	5.2690105
chr17	7479127	7479996	chr17:7479127-7479996	6.694371	3.954261
chr17	7483290	7485172	chr17:7483290-7485172	9.584812	4.279975
chr17	74840657	74841185	chr17:74840657-74841185	0.6193052	5.1686974
chr17	74868290	74868674	chr17:74868290-74868674	4.287896	8.756207
chr17	74872742	74873691	chr17:74872742-74873691	8.942544	5.0836625
chr17	74875922	74876544	chr17:74875922-74876544	4.340501	8.5154
chr17	74892349	74892953	chr17:74892349-74892953	-0.22455724	4.3506646
chr17	74893289	74893889	chr17:74893289-74893889	4.2104397	4.0332317
chr17	74906181	74907353	chr17:74906181-74907353	-1.583382	5.023007
chr17	74913691	74914156	chr17:74913691-74914156	-1.4689238	5.3032284
chr17	74924459	74924830	chr17:74924459-74924830	3.8431368	4.3604913
chr17	74929914	74930826	chr17:74929914-74930826	0.086156644	5.3256845
chr17	74931095	74931861	chr17:74931095-74931861	2.8845413	7.8671756
chr17	74949468	74951177	chr17:74949468-74951177	-0.25389007	4.2571735
chr17	74958006	74958360	chr17:74958006-74958360	3.3779874	4.4171386
chr17	74960091	74961105	chr17:74960091-74961105	3.8298118	4.8007708
chr17	74981760	74982851	chr17:74981760-74982851	8.037459	4.423208
chr17	74987250	74988720	chr17:74987250-74988720	7.064759	4.1210303
chr17	75012320	75013379	chr17:75012320-75013379	9.636158	5.7989764
chr17	75025050	75025463	chr17:75025050-75025463	-1.2631162	5.300979
chr17	75046217	75047607	chr17:75046217-75047607	9.744576	4.460154
chr17	75071831	75072401	chr17:75071831-75072401	2.885499	9.535509
chr17	75087268	75088508	chr17:75087268-75088508	6.584956	5.0309844
chr17	750877	752803	chr17:750877-752803	8.296918	4.2621884
chr17	75091269	75091982	chr17:75091269-75091982	4.0313244	6.591883
chr17	75109463	75110586	chr17:75109463-75110586	8.055467	4.8833356
chr17	75124070	75125213	chr17:75124070-75125213	4.3884645	7.8142004
chr17	75130744	75132088	chr17:75130744-75132088	8.572973	4.115143
chr17	75182100	75183607	chr17:75182100-75183607	8.628111	4.2875795
chr17	75191385	75192021	chr17:75191385-75192021	2.5345488	7.599692
chr17	75204751	75206092	chr17:75204751-75206092	7.9067116	5.321129
chr17	7523024	7523669	chr17:7523024-7523669	1.8759946	4.7806334
chr17	75240242	75241047	chr17:75240242-75241047	4.6668553	4.8426456
chr17	75260911	75262345	chr17:75260911-75262345	8.5633745	5.134342
chr17	75270089	75271940	chr17:75270089-75271940	8.300318	4.0112557
chr17	75288806	75290175	chr17:75288806-75290175	7.9763722	5.9389715
chr17	75301314	75302193	chr17:75301314-75302193	1.2692435	7.120244
chr17	75317150	75317979	chr17:75317150-75317979	1.2127742	3.1492436
chr17	75346646	75347458	chr17:75346646-75347458	2.8502605	8.899917
chr17	75393507	75394893	chr17:75393507-75394893	6.5737634	6.209481
chr17	75404061	75406330	chr17:75404061-75406330	7.924754	5.4306183
chr17	75433314	75433684	chr17:75433314-75433684	2.3521705	10.015828
chr17	75456162	75457411	chr17:75456162-75457411	8.210434	5.733455
chr17	7548423	7549402	chr17:7548423-7549402	5.4434986	4.726216
chr17	75487264	75487764	chr17:75487264-75487764	2.9870546	4.751671
chr17	75498840	75499906	chr17:75498840-75499906	1.6576092	3.1872766
chr17	75503909	75504733	chr17:75503909-75504733	2.2684119	3.7052188
chr17	75515012	75516984	chr17:75515012-75516984	7.338832	4.053239
chr17	75524655	75526394	chr17:75524655-75526394	6.9334664	4.0744414
chr17	75570136	75571739	chr17:75570136-75571739	1.1135279	3.7660751
chr17	75578664	75579433	chr17:75578664-75579433	1.5107194	6.3787794
chr17	75580924	75581432	chr17:75580924-75581432	-1.3506346	5.4122624
chr17	75588447	75589977	chr17:75588447-75589977	6.0765896	4.256248
chr17	7560294	7562472	chr17:7560294-7562472	7.4276257	4.849677
chr17	75619953	75620528	chr17:75619953-75620528	2.950114	3.9843228
chr17	75625670	75626536	chr17:75625670-75626536	2.3293362	3.6659293
chr17	75666586	75667774	chr17:75666586-75667774	8.800575	6.158757
chr17	75673217	75674013	chr17:75673217-75674013	-0.23217364	6.2981234
chr17	75700431	75701113	chr17:75700431-75701113	0.4890395	3.3461843
chr17	75706624	75707737	chr17:75706624-75707737	1.0570297	2.95914
chr17	7572187	7574179	chr17:7572187-7574179	9.0624695	4.205315
chr17	75731068	75732145	chr17:75731068-75732145	-0.30964416	4.0258236
chr17	75749803	75750494	chr17:75749803-75750494	3.3497453	4.6061773
chr17	75753515	75754686	chr17:75753515-75754686	7.236701	3.9181333
chr17	75764099	75765868	chr17:75764099-75765868	6.274555	4.744941
chr17	75778802	75780094	chr17:75778802-75780094	9.046358	4.174578
chr17	75784187	75785690	chr17:75784187-75785690	8.733983	5.114103
chr17	7578836	7579957	chr17:7578836-7579957	6.095104	5.9380126
chr17	75809206	75810693	chr17:75809206-75810693	1.8053005	6.180529
chr17	75830196	75830683	chr17:75830196-75830683	2.2486567	3.3765404
chr17	7583307	7584809	chr17:7583307-7584809	8.927757	5.370248
chr17	75843234	75845811	chr17:75843234-75845811	7.2477517	5.0087457
chr17	7585501	7586079	chr17:7585501-7586079	3.535512	9.330576
chr17	75855121	75856496	chr17:75855121-75856496	8.545743	5.5505775999999996
chr17	75858649	75859205	chr17:75858649-75859205	4.5651326	8.486199
chr17	75872847	75873304	chr17:75872847-75873304	1.2993375	5.0321074
chr17	75877768	75879215	chr17:75877768-75879215	6.0955644	4.280703
chr17	75896002	75897405	chr17:75896002-75897405	8.354863	3.8950403
chr17	75904194	75905486	chr17:75904194-75905486	7.982571	4.203415
chr17	7590753	7591132	chr17:7590753-7591132	1.0691606	2.814042
chr17	75940573	75941606	chr17:75940573-75941606	8.294227	5.0984855
chr17	75978691	75980227	chr17:75978691-75980227	9.491496	4.8461523
chr17	75983553	75983985	chr17:75983553-75983985	2.385062	7.6767173
chr17	76013990	76015583	chr17:76013990-76015583	3.2873375	4.3192616
chr17	76021749	76022759	chr17:76021749-76022759	-0.0026647192	3.7880352
chr17	76071993	76073111	chr17:76071993-76073111	8.290793	4.8190684
chr17	76078609	76080932	chr17:76078609-76080932	1.1588668	2.789907
chr17	76103076	76104406	chr17:76103076-76104406	7.871866	5.50431
chr17	76121306	76122132	chr17:76121306-76122132	4.996979	4.827195
chr17	76140050	76140624	chr17:76140050-76140624	-0.11596503	3.489672
chr17	76140953	76142131	chr17:76140953-76142131	5.525356	5.046469
chr17	76176664	76177264	chr17:76176664-76177264	-1.0907623	2.9943416
chr17	76179658	76180316	chr17:76179658-76180316	2.8001935	8.006545
chr17	76182024	76182592	chr17:76182024-76182592	3.3019304	6.357894
chr17	76193571	76194267	chr17:76193571-76194267	2.1566377	7.1548576
chr17	76194822	76196138	chr17:76194822-76196138	2.1051097	7.9581914
chr17	76239578	76241537	chr17:76239578-76241537	6.6888	4.1823845
chr17	76256157	76257050	chr17:76256157-76257050	1.9344289	8.667358
chr17	76264864	76265593	chr17:76264864-76265593	7.180482	5.850907
chr17	76265859	76266184	chr17:76265859-76266184	8.520819	4.024991
chr17	76268223	76269437	chr17:76268223-76269437	5.281891	7.0588036
chr17	7627185	7628296	chr17:7627185-7628296	5.5345125	5.714385
chr17	76345363	76345932	chr17:76345363-76345932	3.8713193	8.657388
chr17	76353136	76354465	chr17:76353136-76354465	8.197523	4.5573254
chr17	76382963	76386534	chr17:76382963-76386534	8.115251	3.8842425
chr17	76397730	76399398	chr17:76397730-76399398	2.188368	3.8212032
chr17	76405436	76406581	chr17:76405436-76406581	3.6073232	10.035392
chr17	7641370	7642080	chr17:7641370-7642080	-1.2615138	5.5384593
chr17	76446593	76446971	chr17:76446593-76446971	2.4730785	7.9866843
chr17	76484731	76485210	chr17:76484731-76485210	2.457931	8.142704
chr17	76491627	76492770	chr17:76491627-76492770	0.91453713	4.777499
chr17	7650038	7651116	chr17:7650038-7651116	6.003438	5.330962
chr17	76500900	76502288	chr17:76500900-76502288	5.8467307	4.4590406
chr17	76512433	76513586	chr17:76512433-76513586	0.55820227	5.163051
chr17	76515196	76515796	chr17:76515196-76515796	2.856306	6.932584
chr17	76528758	76530789	chr17:76528758-76530789	4.6480846	7.483543
chr17	76540430	76541406	chr17:76540430-76541406	4.809463	5.909105
chr17	76556901	76558696	chr17:76556901-76558696	8.076047	5.6442046
chr17	76562714	76563131	chr17:76562714-76563131	3.4331868	7.9626527
chr17	76584731	76586328	chr17:76584731-76586328	4.0461044	3.871774
chr17	76601149	76602423	chr17:76601149-76602423	4.5031567	8.967738
chr17	76611531	76612519	chr17:76611531-76612519	1.1316925	6.4739003
chr17	76614495	76615301	chr17:76614495-76615301	0.10743064	2.9181151
chr17	76640085	76641291	chr17:76640085-76641291	3.7117922	9.247401
chr17	76671015	76672161	chr17:76671015-76672161	7.300302	6.460978
chr17	76708980	76709984	chr17:76708980-76709984	2.7699804	5.778326
chr17	76710379	76711476	chr17:76710379-76711476	4.9078507	4.0008445
chr17	76736302	76738289	chr17:76736302-76738289	8.967174	4.107415
chr17	76772592	76773304	chr17:76772592-76773304	0.55559826	6.802944
chr17	76806184	76807239	chr17:76806184-76807239	-2.0130596	4.5357203
chr17	76833192	76834230	chr17:76833192-76834230	1.03242	6.2075806
chr17	76845432	76846135	chr17:76845432-76846135	2.6624541	8.752446
chr17	7685699	7687777	chr17:7685699-7687777	9.956756	4.289892
chr17	76867904	76868981	chr17:76867904-76868981	4.466614	4.1294475
chr17	76909857	76910525	chr17:76909857-76910525	3.6665874	1.5968655
chr17	76998023	76999211	chr17:76998023-76999211	-0.47678992	4.836167
chr17	77070206	77071906	chr17:77070206-77071906	3.6531057	9.309784
chr17	77088309	77089367	chr17:77088309-77089367	9.285383	5.8608465
chr17	77094816	77095598	chr17:77094816-77095598	0.78831285	3.2423859
chr17	77127720	77128304	chr17:77127720-77128304	2.6051185	7.0579925
chr17	77140091	77141660	chr17:77140091-77141660	7.60757	4.197284
chr17	77163904	77165023	chr17:77163904-77165023	1.5453994	7.2833858
chr17	77233582	77234276	chr17:77233582-77234276	3.3079062	8.405432
chr17	77240702	77241848	chr17:77240702-77241848	0.34877014	5.276616
chr17	77246635	77247764	chr17:77246635-77247764	4.008956	4.434067
chr17	77273776	77274532	chr17:77273776-77274532	1.0108596	5.7826314
chr17	77319026	77320101	chr17:77319026-77320101	7.208218	5.6114163
chr17	77322618	77323721	chr17:77322618-77323721	6.8246236	5.184744
chr17	77372220	77373639	chr17:77372220-77373639	6.514912	4.6928725
chr17	77389273	77390163	chr17:77389273-77390163	4.0967293	7.6538825
chr17	77392135	77392651	chr17:77392135-77392651	2.555194	6.614707
chr17	77420827	77421532	chr17:77420827-77421532	2.9553962	7.0504603
chr17	77445587	77446327	chr17:77445587-77446327	3.3225543	6.7488556
chr17	77449833	77452389	chr17:77449833-77452389	5.5564966	5.7236485
chr17	77453656	77454220	chr17:77453656-77454220	4.6433415	7.506812
chr17	77471017	77472455	chr17:77471017-77472455	3.4009795	7.0367517
chr17	77734566	77735669	chr17:77734566-77735669	0.37835374	4.578149
chr17	77772149	77773070	chr17:77772149-77773070	2.6820467	4.325623
chr17	77834249	77835283	chr17:77834249-77835283	3.0007944	7.8935513
chr17	77863398	77864447	chr17:77863398-77864447	2.3988314	6.389431
chr17	77875804	77876438	chr17:77875804-77876438	3.4623866	8.258852
chr17	77881098	77881933	chr17:77881098-77881933	2.1285057	6.0989795000000004
chr17	77887491	77888208	chr17:77887491-77888208	3.7770658	6.8287926
chr17	77892345	77893098	chr17:77892345-77893098	2.7537296000000002	4.5418353
chr17	77957868	77959780	chr17:77957868-77959780	7.2293477	3.8966732
chr17	78029377	78030570	chr17:78029377-78030570	2.1721973	9.661265
chr17	78048406	78049745	chr17:78048406-78049745	0.9111644	7.921773
chr17	78117034	78119718	chr17:78117034-78119718	1.1481124	2.576151
chr17	78127290	78129566	chr17:78127290-78129566	7.513717	4.706259
chr17	781275	782968	chr17:781275-782968	8.51247	5.654336
chr17	78140002	78140987	chr17:78140002-78140987	6.9493937	5.2239943
chr17	78145135	78146637	chr17:78145135-78146637	4.8053803	7.9804325
chr17	78168081	78169863	chr17:78168081-78169863	7.671881	4.0424376
chr17	78186442	78187827	chr17:78186442-78187827	8.36007	4.619005
chr17	78213787	78214937	chr17:78213787-78214937	8.718085	5.2745013
chr17	78238827	78239912	chr17:78238827-78239912	2.1631823	5.8191266
chr17	78241108	78242064	chr17:78241108-78242064	1.0228351	6.0260105
chr17	78254162	78254855	chr17:78254162-78254855	8.62616	5.085978
chr17	78258138	78258863	chr17:78258138-78258863	5.744278	6.9708185
chr17	78262940	78264008	chr17:78262940-78264008	5.7450595	6.9731245
chr17	78271736	78273120	chr17:78271736-78273120	4.468922	9.239305
chr17	78301059	78301408	chr17:78301059-78301408	3.6192234	8.265652
chr17	78313809	78314659	chr17:78313809-78314659	7.063978	3.9244926
chr17	78315466	78316480	chr17:78315466-78316480	4.288625	8.347968
chr17	78329448	78330114	chr17:78329448-78330114	1.1132908	5.0909457
chr17	7833809	7834413	chr17:7833809-7834413	4.979329	4.745598
chr17	78341551	78342483	chr17:78341551-78342483	5.404676	4.333012
chr17	7834672	7837222	chr17:7834672-7837222	7.444788	4.7350845
chr17	78359017	78361163	chr17:78359017-78361163	7.553341	3.8950632
chr17	78377892	78379234	chr17:78377892-78379234	9.20198	5.8413324
chr17	78411228	78412127	chr17:78411228-78412127	3.0238361	6.708812
chr17	78412450	78413441	chr17:78412450-78413441	2.4881644	4.7832723
chr17	7841605	7842790	chr17:7841605-7842790	8.050929	4.360669
chr17	7843462	7845237	chr17:7843462-7845237	8.395176	4.2309046
chr17	78434908	78435445	chr17:78434908-78435445	-4.212544e-5	4.332148
chr17	78459553	78459994	chr17:78459553-78459994	-0.41790012	4.184047
chr17	78466182	78467442	chr17:78466182-78467442	-0.4617898	4.4982123
chr17	78484468	78485282	chr17:78484468-78485282	3.7412555	5.1468043
chr17	7851641	7852151	chr17:7851641-7852151	2.4298244	3.413981
chr17	78541572	78542283	chr17:78541572-78542283	1.0923177	7.2869515
chr17	78558285	78558826	chr17:78558285-78558826	2.0069587	7.66221
chr17	7856142	7858696	chr17:7856142-7858696	7.9420314	5.326267
chr17	78665592	78666762	chr17:78665592-78666762	3.3744164	10.11084
chr17	78674481	78675233	chr17:78674481-78675233	0.56711215	3.1817913
chr17	78839918	78841555	chr17:78839918-78841555	8.556331	4.141298
chr17	7885159	7886696	chr17:7885159-7886696	7.308125	4.5290155
chr17	78852658	78853062	chr17:78852658-78853062	3.2605543	4.8260946
chr17	78853892	78854842	chr17:78853892-78854842	1.9672744	8.87287
chr17	78861974	78862615	chr17:78861974-78862615	4.172125	7.887746
chr17	78879547	78880106	chr17:78879547-78880106	1.7783402	6.01419
chr17	78883022	78883757	chr17:78883022-78883757	4.3835	7.4121366
chr17	78902987	78903595	chr17:78902987-78903595	0.60344785	4.9697733
chr17	78925318	78925690	chr17:78925318-78925690	-2.1905916	3.022329
chr17	78934127	78934409	chr17:78934127-78934409	0.4400181	5.2102084
chr17	78937687	78938022	chr17:78937687-78938022	1.6240133	5.3709807
chr17	78974697	78975235	chr17:78974697-78975235	1.0710227	5.9463043
chr17	78985754	78987218	chr17:78985754-78987218	3.2006152	7.582896
chr17	79009141	79010421	chr17:79009141-79010421	7.942811	5.5621653
chr17	79074382	79075628	chr17:79074382-79075628	7.0187583	4.0166707
chr17	7915358	7916606	chr17:7915358-7916606	8.3262	3.9862058
chr17	79183419	79183788	chr17:79183419-79183788	-1.0806822	3.4650402
chr17	7931660	7933291	chr17:7931660-7933291	8.071137	5.627314
chr17	79372671	79373412	chr17:79372671-79373412	0.37644404	5.5369043
chr17	79473180	79473757	chr17:79473180-79473757	2.9681966	8.8190565
chr17	79501177	79501508	chr17:79501177-79501508	0.59205574	5.3322234
chr17	79513635	79514158	chr17:79513635-79514158	1.0212289	5.843227
chr17	79607812	79608548	chr17:79607812-79608548	3.6136394	1.7468848
