Assay	Index_Experiment	Index_File	File_Type	Output_Type	Genome	Target	Analysis	RFA	md5sum	File_Name	File_Url
TF ChIP-seq	ENCSR459FUE	ENCFF263BFH	bigWig	fold change over control	GRCh38	ERF	ENCODE4 v1.4.0 GRCh38	ENCODE4	531ed582bc7b8ccfc1c058fa2d01d7db	ENCFF263BFH.bigWig	https://www.encodeproject.org/files/ENCFF263BFH/@@download/ENCFF263BFH.bigWig
TF ChIP-seq	ENCSR459FUE	ENCFF374CDE	bigWig	fold change over control	GRCh38	ERF	ENCODE4 v1.4.0 GRCh38	ENCODE4	0b44fd1f10c95dc24c14a0ebbb16dbed	ENCFF374CDE.bigWig	https://www.encodeproject.org/files/ENCFF374CDE/@@download/ENCFF374CDE.bigWig
TF ChIP-seq	ENCSR459FUE	ENCFF723VHQ	bigWig	signal p-value	GRCh38	ERF	ENCODE4 v1.4.0 GRCh38	ENCODE4	afaf51f6c973e915ce7e3226058c15a7	ENCFF723VHQ.bigWig	https://www.encodeproject.org/files/ENCFF723VHQ/@@download/ENCFF723VHQ.bigWig
TF ChIP-seq	ENCSR459FUE	ENCFF060BDL	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ERF	ENCODE4 v1.4.0 GRCh38	ENCODE4	8c2166b67fb8220e299d993efe64090a	ENCFF060BDL.bed.gz	https://www.encodeproject.org/files/ENCFF060BDL/@@download/ENCFF060BDL.bed.gz
TF ChIP-seq	ENCSR459FUE	ENCFF834VOW	bed narrowPeak	IDR thresholded peaks	GRCh38	ERF	ENCODE4 v1.4.0 GRCh38	ENCODE4	7609859ca5227de61b25534fa7853cc9	ENCFF834VOW.bed.gz	https://www.encodeproject.org/files/ENCFF834VOW/@@download/ENCFF834VOW.bed.gz
TF ChIP-seq	ENCSR459FUE	ENCFF462ZIG	bed narrowPeak	IDR thresholded peaks	GRCh38	ERF	ENCODE4 v1.4.0 GRCh38	ENCODE4	4e1b78e6acd846952e4bf535b3c3ab63	ENCFF462ZIG.bed.gz	https://www.encodeproject.org/files/ENCFF462ZIG/@@download/ENCFF462ZIG.bed.gz
TF ChIP-seq	ENCSR459FUE	ENCFF517KNR	bigWig	signal p-value	GRCh38	ERF	ENCODE4 v1.4.0 GRCh38	ENCODE4	4dcb09c592ffc63b96d04c45387a7897	ENCFF517KNR.bigWig	https://www.encodeproject.org/files/ENCFF517KNR/@@download/ENCFF517KNR.bigWig
TF ChIP-seq	ENCSR459FUE	ENCFF305VKQ	bed narrowPeak	IDR thresholded peaks	GRCh38	ERF	ENCODE4 v1.4.0 GRCh38	ENCODE4	c25aca1387d1f7beae246b9c6a774523	ENCFF305VKQ.bed.gz	https://www.encodeproject.org/files/ENCFF305VKQ/@@download/ENCFF305VKQ.bed.gz
TF ChIP-seq	ENCSR459FUE	ENCFF253THD	bigWig	signal p-value	GRCh38	ERF	ENCODE4 v1.4.0 GRCh38	ENCODE4	a5bb539728216f869815d547b4b2493a	ENCFF253THD.bigWig	https://www.encodeproject.org/files/ENCFF253THD/@@download/ENCFF253THD.bigWig
TF ChIP-seq	ENCSR459FUE	ENCFF605YRB	bigWig	fold change over control	GRCh38	ERF	ENCODE4 v1.4.0 GRCh38	ENCODE4	6293aa4dc2dc4820e7589fd2cdf7ab1f	ENCFF605YRB.bigWig	https://www.encodeproject.org/files/ENCFF605YRB/@@download/ENCFF605YRB.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF399SVX	bigWig	signal p-value	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	b24ef626eb29a732d9bc7c3e77653b0f	ENCFF399SVX.bigWig	https://www.encodeproject.org/files/ENCFF399SVX/@@download/ENCFF399SVX.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF540MPS	bigWig	signal p-value	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	86b9c8e495d97130fd84a45fab43d5cc	ENCFF540MPS.bigWig	https://www.encodeproject.org/files/ENCFF540MPS/@@download/ENCFF540MPS.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF318UDN	bigWig	signal p-value	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	f4ff06d8a3d921476a8a99006fdebbf2	ENCFF318UDN.bigWig	https://www.encodeproject.org/files/ENCFF318UDN/@@download/ENCFF318UDN.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF254OXZ	bigWig	fold change over control	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	170df6fdc5a4c36df8027009b793e304	ENCFF254OXZ.bigWig	https://www.encodeproject.org/files/ENCFF254OXZ/@@download/ENCFF254OXZ.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF524XVE	bigWig	fold change over control	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	2619a789c2428a93da6fb6c9c071dde7	ENCFF524XVE.bigWig	https://www.encodeproject.org/files/ENCFF524XVE/@@download/ENCFF524XVE.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF623ZTZ	bigWig	fold change over control	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	f6a87fa76ee0509048fc18e460d03fa6	ENCFF623ZTZ.bigWig	https://www.encodeproject.org/files/ENCFF623ZTZ/@@download/ENCFF623ZTZ.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF459XMM	bed narrowPeak	peaks and background as input for IDR	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	9f36fa5536e07057a8bd55924ecf5b34	ENCFF459XMM.bed.gz	https://www.encodeproject.org/files/ENCFF459XMM/@@download/ENCFF459XMM.bed.gz
TF ChIP-seq	ENCSR353HEP	ENCFF373MAQ	bed narrowPeak	peaks and background as input for IDR	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	c44fbb416faed138bc2700cb3ca57560	ENCFF373MAQ.bed.gz	https://www.encodeproject.org/files/ENCFF373MAQ/@@download/ENCFF373MAQ.bed.gz
TF ChIP-seq	ENCSR353HEP	ENCFF223LCM	bed narrowPeak	peaks and background as input for IDR	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	e286163625de797d410634fe70bc0aa8	ENCFF223LCM.bed.gz	https://www.encodeproject.org/files/ENCFF223LCM/@@download/ENCFF223LCM.bed.gz
TF ChIP-seq	ENCSR353HEP	ENCFF213EHL	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	e870575eff4d1e6f09e3962b18bac47c	ENCFF213EHL.bed.gz	https://www.encodeproject.org/files/ENCFF213EHL/@@download/ENCFF213EHL.bed.gz
TF ChIP-seq	ENCSR353HEP	ENCFF641AXD	bed narrowPeak	optimal IDR thresholded peaks	GRCh38	TARDBP	ENCODE3 GRCh38	ENCODE3	7e814721301eb261472ed85b8adbeed3	ENCFF641AXD.bed.gz	https://www.encodeproject.org/files/ENCFF641AXD/@@download/ENCFF641AXD.bed.gz
TF ChIP-seq	ENCSR353HEP	ENCFF366SAU	bigWig	fold change over control	GRCh38	TARDBP	ENCODE4 v1.6.1 GRCh38	ENCODE3	24beceb4e390a5b10fe169ddf04f2792	ENCFF366SAU.bigWig	https://www.encodeproject.org/files/ENCFF366SAU/@@download/ENCFF366SAU.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF719FMY	bigWig	fold change over control	GRCh38	TARDBP	ENCODE4 v1.6.1 GRCh38	ENCODE3	1f6db75c1e1fd7f30d2b06a584394ff3	ENCFF719FMY.bigWig	https://www.encodeproject.org/files/ENCFF719FMY/@@download/ENCFF719FMY.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF126TRF	bigWig	signal p-value	GRCh38	TARDBP	ENCODE4 v1.6.1 GRCh38	ENCODE3	10b264a8ded400100f07396aedaf3518	ENCFF126TRF.bigWig	https://www.encodeproject.org/files/ENCFF126TRF/@@download/ENCFF126TRF.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF481BQN	bigWig	signal p-value	GRCh38	TARDBP	ENCODE4 v1.6.1 GRCh38	ENCODE3	35dddc2545005b4461cc5de73e4654cb	ENCFF481BQN.bigWig	https://www.encodeproject.org/files/ENCFF481BQN/@@download/ENCFF481BQN.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF923XIC	bigWig	fold change over control	GRCh38	TARDBP	ENCODE4 v1.6.1 GRCh38	ENCODE3	e58e78550d4d4182e74dc827db36d3dc	ENCFF923XIC.bigWig	https://www.encodeproject.org/files/ENCFF923XIC/@@download/ENCFF923XIC.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF545ECJ	bed narrowPeak	IDR thresholded peaks	GRCh38	TARDBP	ENCODE4 v1.6.1 GRCh38	ENCODE3	cc174afdd21efa58a3eaa668bac4e30b	ENCFF545ECJ.bed.gz	https://www.encodeproject.org/files/ENCFF545ECJ/@@download/ENCFF545ECJ.bed.gz
TF ChIP-seq	ENCSR353HEP	ENCFF069JVU	bigWig	signal p-value	GRCh38	TARDBP	ENCODE4 v1.6.1 GRCh38	ENCODE3	15919c912855999ba0df3bcc301da6b2	ENCFF069JVU.bigWig	https://www.encodeproject.org/files/ENCFF069JVU/@@download/ENCFF069JVU.bigWig
TF ChIP-seq	ENCSR353HEP	ENCFF795WND	bed narrowPeak	IDR thresholded peaks	GRCh38	TARDBP	ENCODE4 v1.6.1 GRCh38	ENCODE3	423abdc55c424a258910e907bd90bfd3	ENCFF795WND.bed.gz	https://www.encodeproject.org/files/ENCFF795WND/@@download/ENCFF795WND.bed.gz
TF ChIP-seq	ENCSR353HEP	ENCFF880BPX	bed narrowPeak	IDR thresholded peaks	GRCh38	TARDBP	ENCODE4 v1.6.1 GRCh38	ENCODE3	daae13cffddec2040537989f0612f941	ENCFF880BPX.bed.gz	https://www.encodeproject.org/files/ENCFF880BPX/@@download/ENCFF880BPX.bed.gz
TF ChIP-seq	ENCSR353HEP	ENCFF205NUY	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	TARDBP	ENCODE4 v1.6.1 GRCh38	ENCODE3	802f46c9ef89410f6a4673948c577a34	ENCFF205NUY.bed.gz	https://www.encodeproject.org/files/ENCFF205NUY/@@download/ENCFF205NUY.bed.gz
TF ChIP-seq	ENCSR124BJR	ENCFF917UZZ	bigWig	signal p-value	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	1da1b29f0107b1b04bd75e2412881ae0	ENCFF917UZZ.bigWig	https://www.encodeproject.org/files/ENCFF917UZZ/@@download/ENCFF917UZZ.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF842BNX	bigWig	signal p-value	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	67b2fed22ed17e49c9a7b0f8c07042f8	ENCFF842BNX.bigWig	https://www.encodeproject.org/files/ENCFF842BNX/@@download/ENCFF842BNX.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF870EFW	bigWig	signal p-value	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	8288ab9a0fcbcf4c769130de1099dfa2	ENCFF870EFW.bigWig	https://www.encodeproject.org/files/ENCFF870EFW/@@download/ENCFF870EFW.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF127PLS	bigWig	fold change over control	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	a7a09ca88d2f2787912c119219d79013	ENCFF127PLS.bigWig	https://www.encodeproject.org/files/ENCFF127PLS/@@download/ENCFF127PLS.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF526IDO	bigWig	fold change over control	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	d1a2fc9605e4cad62b2371dc9a4f2b2a	ENCFF526IDO.bigWig	https://www.encodeproject.org/files/ENCFF526IDO/@@download/ENCFF526IDO.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF492DSP	bigWig	fold change over control	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	f766b23c6058faae05d19c4daafc8856	ENCFF492DSP.bigWig	https://www.encodeproject.org/files/ENCFF492DSP/@@download/ENCFF492DSP.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF899ZVN	bed narrowPeak	peaks and background as input for IDR	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	7cae2a795579bba647f9eb7ecbf87719	ENCFF899ZVN.bed.gz	https://www.encodeproject.org/files/ENCFF899ZVN/@@download/ENCFF899ZVN.bed.gz
TF ChIP-seq	ENCSR124BJR	ENCFF484FZK	bed narrowPeak	peaks and background as input for IDR	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	1db8132c60456cce55068c509756f938	ENCFF484FZK.bed.gz	https://www.encodeproject.org/files/ENCFF484FZK/@@download/ENCFF484FZK.bed.gz
TF ChIP-seq	ENCSR124BJR	ENCFF460HJU	bed narrowPeak	peaks and background as input for IDR	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	56a32039f7074be351bdd56e206248f6	ENCFF460HJU.bed.gz	https://www.encodeproject.org/files/ENCFF460HJU/@@download/ENCFF460HJU.bed.gz
TF ChIP-seq	ENCSR124BJR	ENCFF569AQR	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	4dee60c47e9d12c1762d288f21ef47f1	ENCFF569AQR.bed.gz	https://www.encodeproject.org/files/ENCFF569AQR/@@download/ENCFF569AQR.bed.gz
TF ChIP-seq	ENCSR124BJR	ENCFF658SGJ	bed narrowPeak	optimal IDR thresholded peaks	GRCh38	ETV6	ENCODE3 GRCh38	ENCODE3	4de570718b1b7ba652606e67430ff594	ENCFF658SGJ.bed.gz	https://www.encodeproject.org/files/ENCFF658SGJ/@@download/ENCFF658SGJ.bed.gz
TF ChIP-seq	ENCSR124BJR	ENCFF590SRL	bigWig	signal p-value	GRCh38	ETV6	ENCODE4 v1.6.1 GRCh38	ENCODE3	3d6c9d3949bcae5c828be7b0c89f6e93	ENCFF590SRL.bigWig	https://www.encodeproject.org/files/ENCFF590SRL/@@download/ENCFF590SRL.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF611RWH	bigWig	fold change over control	GRCh38	ETV6	ENCODE4 v1.6.1 GRCh38	ENCODE3	ec952ef3058104cb90d558fd22a2ada6	ENCFF611RWH.bigWig	https://www.encodeproject.org/files/ENCFF611RWH/@@download/ENCFF611RWH.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF204XHY	bigWig	fold change over control	GRCh38	ETV6	ENCODE4 v1.6.1 GRCh38	ENCODE3	52dbeff65c8adb1e59d10242b32ea04b	ENCFF204XHY.bigWig	https://www.encodeproject.org/files/ENCFF204XHY/@@download/ENCFF204XHY.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF064SRL	bigWig	signal p-value	GRCh38	ETV6	ENCODE4 v1.6.1 GRCh38	ENCODE3	08a881f2c4755782783a5c8bd3bf86aa	ENCFF064SRL.bigWig	https://www.encodeproject.org/files/ENCFF064SRL/@@download/ENCFF064SRL.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF158CCY	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ETV6	ENCODE4 v1.6.1 GRCh38	ENCODE3	1e92657faae5b25acede68514474beb2	ENCFF158CCY.bed.gz	https://www.encodeproject.org/files/ENCFF158CCY/@@download/ENCFF158CCY.bed.gz
TF ChIP-seq	ENCSR124BJR	ENCFF318ZAZ	bigWig	signal p-value	GRCh38	ETV6	ENCODE4 v1.6.1 GRCh38	ENCODE3	d28fd792bf4c3ba2f5110bbef776b90d	ENCFF318ZAZ.bigWig	https://www.encodeproject.org/files/ENCFF318ZAZ/@@download/ENCFF318ZAZ.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF782KXB	bigWig	fold change over control	GRCh38	ETV6	ENCODE4 v1.6.1 GRCh38	ENCODE3	9b138333bdca427c6b6b2cd8e3c6218e	ENCFF782KXB.bigWig	https://www.encodeproject.org/files/ENCFF782KXB/@@download/ENCFF782KXB.bigWig
TF ChIP-seq	ENCSR124BJR	ENCFF584QFY	bed narrowPeak	IDR thresholded peaks	GRCh38	ETV6	ENCODE4 v1.6.1 GRCh38	ENCODE3	d5eedcafc74f619ebd8af31068b52ae1	ENCFF584QFY.bed.gz	https://www.encodeproject.org/files/ENCFF584QFY/@@download/ENCFF584QFY.bed.gz
TF ChIP-seq	ENCSR124BJR	ENCFF928XKP	bed narrowPeak	IDR thresholded peaks	GRCh38	ETV6	ENCODE4 v1.6.1 GRCh38	ENCODE3	4b29deeb0b1cb8e7d1cf6e8747df8bc5	ENCFF928XKP.bed.gz	https://www.encodeproject.org/files/ENCFF928XKP/@@download/ENCFF928XKP.bed.gz
TF ChIP-seq	ENCSR124BJR	ENCFF004NDA	bed narrowPeak	IDR thresholded peaks	GRCh38	ETV6	ENCODE4 v1.6.1 GRCh38	ENCODE3	69f2fae887ed667d1506b0d5865c1e1c	ENCFF004NDA.bed.gz	https://www.encodeproject.org/files/ENCFF004NDA/@@download/ENCFF004NDA.bed.gz
TF ChIP-seq	ENCSR000BNW	ENCFF177MBE	bed narrowPeak	peaks and background as input for IDR	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	6802e30d0f702fd8e080e71bed9e6948	ENCFF177MBE.bed.gz	https://www.encodeproject.org/files/ENCFF177MBE/@@download/ENCFF177MBE.bed.gz
TF ChIP-seq	ENCSR000BNW	ENCFF247LOF	bed narrowPeak	optimal IDR thresholded peaks	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	58e643a89b9cf4aa01de67366da4a9be	ENCFF247LOF.bed.gz	https://www.encodeproject.org/files/ENCFF247LOF/@@download/ENCFF247LOF.bed.gz
TF ChIP-seq	ENCSR000BNW	ENCFF403VLX	bigWig	signal p-value	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	1b0535fb4b9bfcc48a906bf751e3f668	ENCFF403VLX.bigWig	https://www.encodeproject.org/files/ENCFF403VLX/@@download/ENCFF403VLX.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF092ZVO	bigWig	signal p-value	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	c01677b31526c5faeee58057842f3e97	ENCFF092ZVO.bigWig	https://www.encodeproject.org/files/ENCFF092ZVO/@@download/ENCFF092ZVO.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF303WVD	bigWig	fold change over control	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	918164b7f04dfd95af08d88bd1379b67	ENCFF303WVD.bigWig	https://www.encodeproject.org/files/ENCFF303WVD/@@download/ENCFF303WVD.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF080COA	bigWig	signal p-value	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	5102bff166ec960622a2c1de8cc44c77	ENCFF080COA.bigWig	https://www.encodeproject.org/files/ENCFF080COA/@@download/ENCFF080COA.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF593FWV	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	c4ec33d07bf8e46483c6d78b023c6dd9	ENCFF593FWV.bed.gz	https://www.encodeproject.org/files/ENCFF593FWV/@@download/ENCFF593FWV.bed.gz
TF ChIP-seq	ENCSR000BNW	ENCFF123WWM	bed narrowPeak	peaks and background as input for IDR	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	fe2457bee3098b4961af1403df69948d	ENCFF123WWM.bed.gz	https://www.encodeproject.org/files/ENCFF123WWM/@@download/ENCFF123WWM.bed.gz
TF ChIP-seq	ENCSR000BNW	ENCFF852OMW	bigWig	fold change over control	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	3e26319d2086a3e838a7b3c05cf04595	ENCFF852OMW.bigWig	https://www.encodeproject.org/files/ENCFF852OMW/@@download/ENCFF852OMW.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF619NSR	bigWig	fold change over control	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	ea7d68a7899e9e7f8f987ca47a7dc931	ENCFF619NSR.bigWig	https://www.encodeproject.org/files/ENCFF619NSR/@@download/ENCFF619NSR.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF714RFQ	bed narrowPeak	peaks and background as input for IDR	GRCh38	SIX5	ENCODE3 GRCh38	ENCODE2	2fb0653961f0ac954538b731da4319ae	ENCFF714RFQ.bed.gz	https://www.encodeproject.org/files/ENCFF714RFQ/@@download/ENCFF714RFQ.bed.gz
TF ChIP-seq	ENCSR000BNW	ENCFF397SOD	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	SIX5	ENCODE4 v1.6.1 GRCh38	ENCODE2	92c6705b553361040e72e26d822eacd7	ENCFF397SOD.bed.gz	https://www.encodeproject.org/files/ENCFF397SOD/@@download/ENCFF397SOD.bed.gz
TF ChIP-seq	ENCSR000BNW	ENCFF310SFC	bigWig	fold change over control	GRCh38	SIX5	ENCODE4 v1.6.1 GRCh38	ENCODE2	dddd160f7739ca2605f781604e0400b1	ENCFF310SFC.bigWig	https://www.encodeproject.org/files/ENCFF310SFC/@@download/ENCFF310SFC.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF034YTX	bigWig	signal p-value	GRCh38	SIX5	ENCODE4 v1.6.1 GRCh38	ENCODE2	bb23b8bbd622f4530b50edcee1fa0fef	ENCFF034YTX.bigWig	https://www.encodeproject.org/files/ENCFF034YTX/@@download/ENCFF034YTX.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF776XKT	bigWig	fold change over control	GRCh38	SIX5	ENCODE4 v1.6.1 GRCh38	ENCODE2	a7b670a4aa9935d5d31ad4edb70d8524	ENCFF776XKT.bigWig	https://www.encodeproject.org/files/ENCFF776XKT/@@download/ENCFF776XKT.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF672QKV	bigWig	signal p-value	GRCh38	SIX5	ENCODE4 v1.6.1 GRCh38	ENCODE2	8cca7ca61f97b5d77ed225ac99f93256	ENCFF672QKV.bigWig	https://www.encodeproject.org/files/ENCFF672QKV/@@download/ENCFF672QKV.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF458IKR	bed narrowPeak	IDR thresholded peaks	GRCh38	SIX5	ENCODE4 v1.6.1 GRCh38	ENCODE2	1b79725e7f547ff0dbd9a3a81fead845	ENCFF458IKR.bed.gz	https://www.encodeproject.org/files/ENCFF458IKR/@@download/ENCFF458IKR.bed.gz
TF ChIP-seq	ENCSR000BNW	ENCFF735UEO	bed narrowPeak	IDR thresholded peaks	GRCh38	SIX5	ENCODE4 v1.6.1 GRCh38	ENCODE2	1aac968be384089aca4a2f108cb7c288	ENCFF735UEO.bed.gz	https://www.encodeproject.org/files/ENCFF735UEO/@@download/ENCFF735UEO.bed.gz
TF ChIP-seq	ENCSR000BNW	ENCFF029PXE	bigWig	signal p-value	GRCh38	SIX5	ENCODE4 v1.6.1 GRCh38	ENCODE2	a379af09034f0e720a22adcea103e19b	ENCFF029PXE.bigWig	https://www.encodeproject.org/files/ENCFF029PXE/@@download/ENCFF029PXE.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF173LQN	bigWig	fold change over control	GRCh38	SIX5	ENCODE4 v1.6.1 GRCh38	ENCODE2	2ab575f814b429182908840a08f38fde	ENCFF173LQN.bigWig	https://www.encodeproject.org/files/ENCFF173LQN/@@download/ENCFF173LQN.bigWig
TF ChIP-seq	ENCSR000BNW	ENCFF754ZWP	bed narrowPeak	IDR thresholded peaks	GRCh38	SIX5	ENCODE4 v1.6.1 GRCh38	ENCODE2	05f48c9358fcd86e2131dc57b66f0c4c	ENCFF754ZWP.bed.gz	https://www.encodeproject.org/files/ENCFF754ZWP/@@download/ENCFF754ZWP.bed.gz
TF ChIP-seq	ENCSR479QAJ	ENCFF417NBE	bigWig	signal p-value	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	fac932d965dc5523ff4630436ce78875	ENCFF417NBE.bigWig	https://www.encodeproject.org/files/ENCFF417NBE/@@download/ENCFF417NBE.bigWig
TF ChIP-seq	ENCSR479QAJ	ENCFF777URT	bigWig	signal p-value	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	5a664487933719f987cf15860db53d79	ENCFF777URT.bigWig	https://www.encodeproject.org/files/ENCFF777URT/@@download/ENCFF777URT.bigWig
TF ChIP-seq	ENCSR479QAJ	ENCFF982KEW	bigWig	fold change over control	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	38d46e7039a92570df04384f402e7440	ENCFF982KEW.bigWig	https://www.encodeproject.org/files/ENCFF982KEW/@@download/ENCFF982KEW.bigWig
TF ChIP-seq	ENCSR479QAJ	ENCFF426XGS	bed narrowPeak	peaks and background as input for IDR	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	99350262ac7943f9227e3cb0fa4ba347	ENCFF426XGS.bed.gz	https://www.encodeproject.org/files/ENCFF426XGS/@@download/ENCFF426XGS.bed.gz
TF ChIP-seq	ENCSR479QAJ	ENCFF304HRB	bigWig	signal p-value	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	9e02c9acc4e45337abb0c2d4b6ffff84	ENCFF304HRB.bigWig	https://www.encodeproject.org/files/ENCFF304HRB/@@download/ENCFF304HRB.bigWig
TF ChIP-seq	ENCSR479QAJ	ENCFF484LUS	bigWig	fold change over control	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	eeb0ce2376653efebf1f2f27e65a2d9c	ENCFF484LUS.bigWig	https://www.encodeproject.org/files/ENCFF484LUS/@@download/ENCFF484LUS.bigWig
TF ChIP-seq	ENCSR479QAJ	ENCFF066HLE	bed narrowPeak	peaks and background as input for IDR	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	15e59b05b5928d30eda2613bc93d46c8	ENCFF066HLE.bed.gz	https://www.encodeproject.org/files/ENCFF066HLE/@@download/ENCFF066HLE.bed.gz
TF ChIP-seq	ENCSR479QAJ	ENCFF148QJF	bigWig	fold change over control	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	1c512f2ffa69c545dfaa7b8057ff9a7e	ENCFF148QJF.bigWig	https://www.encodeproject.org/files/ENCFF148QJF/@@download/ENCFF148QJF.bigWig
TF ChIP-seq	ENCSR479QAJ	ENCFF570EIH	bed narrowPeak	peaks and background as input for IDR	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	4ecdb1a295234ecf76211fcaf3b89633	ENCFF570EIH.bed.gz	https://www.encodeproject.org/files/ENCFF570EIH/@@download/ENCFF570EIH.bed.gz
TF ChIP-seq	ENCSR479QAJ	ENCFF904KHM	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	a1de03cec7e8355db6639fc516bab94c	ENCFF904KHM.bed.gz	https://www.encodeproject.org/files/ENCFF904KHM/@@download/ENCFF904KHM.bed.gz
TF ChIP-seq	ENCSR479QAJ	ENCFF134HBP	bed narrowPeak	optimal IDR thresholded peaks	GRCh38	U2AF2	ENCODE3 GRCh38	ENCODE3	b2b9461da7b80c05b72cd1f582905da4	ENCFF134HBP.bed.gz	https://www.encodeproject.org/files/ENCFF134HBP/@@download/ENCFF134HBP.bed.gz
TF ChIP-seq	ENCSR479QAJ	ENCFF626MAM	bigWig	fold change over control	GRCh38	U2AF2	ENCODE4 v1.6.1 GRCh38	ENCODE3	4f8c36d6925591e4fa8a3b062e799262	ENCFF626MAM.bigWig	https://www.encodeproject.org/files/ENCFF626MAM/@@download/ENCFF626MAM.bigWig
TF ChIP-seq	ENCSR479QAJ	ENCFF326RBN	bigWig	fold change over control	GRCh38	U2AF2	ENCODE4 v1.6.1 GRCh38	ENCODE3	c13a08956d8dd87b98c3b5b7ddc7d027	ENCFF326RBN.bigWig	https://www.encodeproject.org/files/ENCFF326RBN/@@download/ENCFF326RBN.bigWig
