Assay	Index_Experiment	Index_File	File_Format	File_Type	Output_Type	Genome	Target	Bio_Replicates	Analysis	Analysis_Version	md5sum	File_Name	File_URL
TF ChIP-seq	ENCSR150QDE	ENCFF503VPS	bigWig	bigWig	fold change over control	GRCh38	SREBF2	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	03b4f96c93ef68a1acf485adbf930528	ENCFF503VPS.bigWig	https://www.encodeproject.org/files/ENCFF503VPS/@@download/ENCFF503VPS.bigWig
TF ChIP-seq	ENCSR906CWK	ENCFF896KUA	bigWig	bigWig	fold change over control	GRCh38	ZFPM2	1, 2	ENCODE4 v1.5.1 GRCh38	ENCODE4	04f3d39992055ece4729065bfcc170ed	ENCFF896KUA.bigWig	https://www.encodeproject.org/files/ENCFF896KUA/@@download/ENCFF896KUA.bigWig
TF ChIP-seq	ENCSR718SDE	ENCFF035IRM	bigWig	bigWig	fold change over control	GRCh38	RLF	2, 3	ENCODE4 v1.6.1 GRCh38	ENCODE4	2b351afd587a2569efdd7abd2709e41a	ENCFF035IRM.bigWig	https://www.encodeproject.org/files/ENCFF035IRM/@@download/ENCFF035IRM.bigWig
TF ChIP-seq	ENCSR597CHL	ENCFF568ONM	bigWig	bigWig	fold change over control	GRCh38	ZNF518B	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	6446f779d2e2f6ada1ba6607ec34a537	ENCFF568ONM.bigWig	https://www.encodeproject.org/files/ENCFF568ONM/@@download/ENCFF568ONM.bigWig
TF ChIP-seq	ENCSR000DOF	ENCFF261SIY	bigWig	bigWig	fold change over control	GRCh38	NELFE	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	6c9f0bbaf71b784e65a2300ee5a9305f	ENCFF261SIY.bigWig	https://www.encodeproject.org/files/ENCFF261SIY/@@download/ENCFF261SIY.bigWig
TF ChIP-seq	ENCSR549PVK	ENCFF318TPQ	bigWig	bigWig	fold change over control	GRCh38	PATZ1	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	cc0ad51b7aa5a6cf309c1a0318b4c0ea	ENCFF318TPQ.bigWig	https://www.encodeproject.org/files/ENCFF318TPQ/@@download/ENCFF318TPQ.bigWig
TF ChIP-seq	ENCSR000EGE	ENCFF636VVR	bigWig	bigWig	fold change over control	GRCh38	EP300	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	d00a8ce27dda265210cdb5ca8a229a04	ENCFF636VVR.bigWig	https://www.encodeproject.org/files/ENCFF636VVR/@@download/ENCFF636VVR.bigWig
TF ChIP-seq	ENCSR563YDA	ENCFF305IEL	bigWig	bigWig	fold change over control	GRCh38	HDGF	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	1d41a39b80a1effbe5bfe46d2b9bdefc	ENCFF305IEL.bigWig	https://www.encodeproject.org/files/ENCFF305IEL/@@download/ENCFF305IEL.bigWig
TF ChIP-seq	ENCSR869IUD	ENCFF425JAF	bigWig	bigWig	fold change over control	GRCh38	ATF2	1, 2	ENCODE4 v1.7.1 GRCh38	ENCODE4	873d87d7a6cca20abbd389644d8e62ab	ENCFF425JAF.bigWig	https://www.encodeproject.org/files/ENCFF425JAF/@@download/ENCFF425JAF.bigWig
TF ChIP-seq	ENCSR415TXN	ENCFF758RLK	bigWig	bigWig	fold change over control	GRCh38	NONO	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	5d9999db02fda786c4b1a64aefda7064	ENCFF758RLK.bigWig	https://www.encodeproject.org/files/ENCFF758RLK/@@download/ENCFF758RLK.bigWig
TF ChIP-seq	ENCSR837EYC	ENCFF744HIE	bigWig	bigWig	fold change over control	GRCh38	NRF1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	c2bb8c55f5ca384c57006740439c2d5a	ENCFF744HIE.bigWig	https://www.encodeproject.org/files/ENCFF744HIE/@@download/ENCFF744HIE.bigWig
TF ChIP-seq	ENCSR814AJH	ENCFF247POT	bigWig	bigWig	fold change over control	GRCh38	SRSF9	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	e7298000e012c4eb0de9283d501709d1	ENCFF247POT.bigWig	https://www.encodeproject.org/files/ENCFF247POT/@@download/ENCFF247POT.bigWig
TF ChIP-seq	ENCSR051OUX	ENCFF845HRN	bigWig	bigWig	fold change over control	GRCh38	NFATC3	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	56b6e252f9f3aa239f267e9bfda306d7	ENCFF845HRN.bigWig	https://www.encodeproject.org/files/ENCFF845HRN/@@download/ENCFF845HRN.bigWig
TF ChIP-seq	ENCSR675LRO	ENCFF559EFC	bigWig	bigWig	fold change over control	GRCh38	MLLT1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	0c5a8ae87c90445f62be85eb176f8504	ENCFF559EFC.bigWig	https://www.encodeproject.org/files/ENCFF559EFC/@@download/ENCFF559EFC.bigWig
TF ChIP-seq	ENCSR757IIU	ENCFF577NOB	bigWig	bigWig	fold change over control	GRCh38	HMBOX1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	49c8caaf52b0483db0abeafb7d56bedd	ENCFF577NOB.bigWig	https://www.encodeproject.org/files/ENCFF577NOB/@@download/ENCFF577NOB.bigWig
TF ChIP-seq	ENCSR530XQI	ENCFF803AOB	bigWig	bigWig	fold change over control	GRCh38	L3MBTL2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	1d181ed08511c5c8ca06b772c66f09e2	ENCFF803AOB.bigWig	https://www.encodeproject.org/files/ENCFF803AOB/@@download/ENCFF803AOB.bigWig
TF ChIP-seq	ENCSR429QPP	ENCFF762JVU	bigWig	bigWig	fold change over control	GRCh38	FOXM1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	1ce4fa07657a6f4601a96a9edde729ec	ENCFF762JVU.bigWig	https://www.encodeproject.org/files/ENCFF762JVU/@@download/ENCFF762JVU.bigWig
TF ChIP-seq	ENCSR724GSW	ENCFF567NRR	bigWig	bigWig	fold change over control	GRCh38	SAFB2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	931b62566c013b396a27f11bd16b76d1	ENCFF567NRR.bigWig	https://www.encodeproject.org/files/ENCFF567NRR/@@download/ENCFF567NRR.bigWig
TF ChIP-seq	ENCSR177DNR	ENCFF714YZY	bigWig	bigWig	fold change over control	GRCh38	FIP1L1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	72577be4709fb59c6489e5f3fded1776	ENCFF714YZY.bigWig	https://www.encodeproject.org/files/ENCFF714YZY/@@download/ENCFF714YZY.bigWig
TF ChIP-seq	ENCSR322CFO	ENCFF191SLC	bigWig	bigWig	fold change over control	GRCh38	ZEB2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	cd9b8766e9a866b6d86da89f20c99b4f	ENCFF191SLC.bigWig	https://www.encodeproject.org/files/ENCFF191SLC/@@download/ENCFF191SLC.bigWig
TF ChIP-seq	ENCSR431XGJ	ENCFF066QHQ	bigWig	bigWig	fold change over control	GRCh38	PYGO2	2, 3	ENCODE4 v1.6.1 GRCh38	ENCODE4	ef7011996b0ad5a9f08de9728e4ffe29	ENCFF066QHQ.bigWig	https://www.encodeproject.org/files/ENCFF066QHQ/@@download/ENCFF066QHQ.bigWig
TF ChIP-seq	ENCSR506KWJ	ENCFF544EVA	bigWig	bigWig	fold change over control	GRCh38	XRCC5	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	9b64902fe218ece21cd4b0fd54d4323f	ENCFF544EVA.bigWig	https://www.encodeproject.org/files/ENCFF544EVA/@@download/ENCFF544EVA.bigWig
TF ChIP-seq	ENCSR377BLZ	ENCFF436CSN	bigWig	bigWig	fold change over control	GRCh38	GTF2F1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	6580e99b1790ef11cf838b7ea10cfc31	ENCFF436CSN.bigWig	https://www.encodeproject.org/files/ENCFF436CSN/@@download/ENCFF436CSN.bigWig
TF ChIP-seq	ENCSR850WUE	ENCFF459HER	bigWig	bigWig	fold change over control	GRCh38	RBM15	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	41e1f80eb009896d8f4b795fecd64230	ENCFF459HER.bigWig	https://www.encodeproject.org/files/ENCFF459HER/@@download/ENCFF459HER.bigWig
TF ChIP-seq	ENCSR845BCL	ENCFF608OJM	bigWig	bigWig	fold change over control	GRCh38	ZNF639	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	a4f4e34ebde3937d50e9c3f5df21822a	ENCFF608OJM.bigWig	https://www.encodeproject.org/files/ENCFF608OJM/@@download/ENCFF608OJM.bigWig
TF ChIP-seq	ENCSR836COE	ENCFF530HZE	bigWig	bigWig	fold change over control	GRCh38	RBM17	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	bc2e560dfbb78843f1fe1dbbf492fb61	ENCFF530HZE.bigWig	https://www.encodeproject.org/files/ENCFF530HZE/@@download/ENCFF530HZE.bigWig
TF ChIP-seq	ENCSR583ACG	ENCFF251SRH	bigWig	bigWig	fold change over control	GRCh38	BRD4	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	e8370ac8702d1b5a2240e4d260a084d7	ENCFF251SRH.bigWig	https://www.encodeproject.org/files/ENCFF251SRH/@@download/ENCFF251SRH.bigWig
TF ChIP-seq	ENCSR448UKK	ENCFF972YFP	bigWig	bigWig	fold change over control	GRCh38	ZKSCAN8	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	a8d96d5d71a9fde29a22ed5b29b210b5	ENCFF972YFP.bigWig	https://www.encodeproject.org/files/ENCFF972YFP/@@download/ENCFF972YFP.bigWig
TF ChIP-seq	ENCSR257XVY	ENCFF366DIX	bigWig	bigWig	fold change over control	GRCh38	ZNF83	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	361f6320c579c1ac20ed2f22a05e52bf	ENCFF366DIX.bigWig	https://www.encodeproject.org/files/ENCFF366DIX/@@download/ENCFF366DIX.bigWig
TF ChIP-seq	ENCSR352BJL	ENCFF868RTI	bigWig	bigWig	fold change over control	GRCh38	ZNF318	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	86ee0249ad9d0696ba80db9f172d34bc	ENCFF868RTI.bigWig	https://www.encodeproject.org/files/ENCFF868RTI/@@download/ENCFF868RTI.bigWig
TF ChIP-seq	ENCSR563LLO	ENCFF387AXO	bigWig	bigWig	fold change over control	GRCh38	E2F1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	8b74af3bbbe55aed4a5bf2dd3a3258cd	ENCFF387AXO.bigWig	https://www.encodeproject.org/files/ENCFF387AXO/@@download/ENCFF387AXO.bigWig
TF ChIP-seq	ENCSR970NKQ	ENCFF239LIU	bigWig	bigWig	fold change over control	GRCh38	NR2F1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	577f0cd55d02bc90450d2b34b67b1cde	ENCFF239LIU.bigWig	https://www.encodeproject.org/files/ENCFF239LIU/@@download/ENCFF239LIU.bigWig
TF ChIP-seq	ENCSR093FKD	ENCFF132DIX	bigWig	bigWig	fold change over control	GRCh38	CREB3	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	e6ad66d00058d7c7efb13f5e02498a72	ENCFF132DIX.bigWig	https://www.encodeproject.org/files/ENCFF132DIX/@@download/ENCFF132DIX.bigWig
TF ChIP-seq	ENCSR177XCS	ENCFF031VIJ	bigWig	bigWig	fold change over control	GRCh38	BRD9	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	ff64f668bd3c10b2624ef37e4aa1e972	ENCFF031VIJ.bigWig	https://www.encodeproject.org/files/ENCFF031VIJ/@@download/ENCFF031VIJ.bigWig
TF ChIP-seq	ENCSR138YYY	ENCFF571MUD	bigWig	bigWig	fold change over control	GRCh38	GABPB1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	756ce5b96888099f29158e6e48621e65	ENCFF571MUD.bigWig	https://www.encodeproject.org/files/ENCFF571MUD/@@download/ENCFF571MUD.bigWig
TF ChIP-seq	ENCSR895HSJ	ENCFF231HQU	bigWig	bigWig	fold change over control	GRCh38	SMARCA5	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	58729dfa7d93b47f78ba9d37cf27b82a	ENCFF231HQU.bigWig	https://www.encodeproject.org/files/ENCFF231HQU/@@download/ENCFF231HQU.bigWig
TF ChIP-seq	ENCSR389PWB	ENCFF808GHX	bigWig	bigWig	fold change over control	GRCh38	ZBTB5	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	d242293eb9cfb9cb77eb79e71d2096aa	ENCFF808GHX.bigWig	https://www.encodeproject.org/files/ENCFF808GHX/@@download/ENCFF808GHX.bigWig
TF ChIP-seq	ENCSR647ZXA	ENCFF125BET	bigWig	bigWig	fold change over control	GRCh38	MEF2D	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	469194671e62dbc1e881c5727dfeb7c9	ENCFF125BET.bigWig	https://www.encodeproject.org/files/ENCFF125BET/@@download/ENCFF125BET.bigWig
TF ChIP-seq	ENCSR871TKJ	ENCFF314MEN	bigWig	bigWig	fold change over control	GRCh38	THRAP3	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	93f7b4f5cbb871063d47bdcb1323b6c5	ENCFF314MEN.bigWig	https://www.encodeproject.org/files/ENCFF314MEN/@@download/ENCFF314MEN.bigWig
TF ChIP-seq	ENCSR142YYA	ENCFF897WKS	bigWig	bigWig	fold change over control	GRCh38	EWSR1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	817f18bff12d93b3e6653bae1efe3318	ENCFF897WKS.bigWig	https://www.encodeproject.org/files/ENCFF897WKS/@@download/ENCFF897WKS.bigWig
TF ChIP-seq	ENCSR720HUL	ENCFF513XPM	bigWig	bigWig	fold change over control	GRCh38	E2F1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	7cf4f23fa0736c69e56eaca5c15a950c	ENCFF513XPM.bigWig	https://www.encodeproject.org/files/ENCFF513XPM/@@download/ENCFF513XPM.bigWig
TF ChIP-seq	ENCSR780BBJ	ENCFF481FFX	bigWig	bigWig	fold change over control	GRCh38	ZZZ3	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	faf28bae233062994a373bdc54f8bee0	ENCFF481FFX.bigWig	https://www.encodeproject.org/files/ENCFF481FFX/@@download/ENCFF481FFX.bigWig
TF ChIP-seq	ENCSR065XVO	ENCFF497IHT	bigWig	bigWig	fold change over control	GRCh38	CHAMP1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	6fcd9d6baebe36874e9f99a9c7af566f	ENCFF497IHT.bigWig	https://www.encodeproject.org/files/ENCFF497IHT/@@download/ENCFF497IHT.bigWig
TF ChIP-seq	ENCSR987PBI	ENCFF151LNY	bigWig	bigWig	fold change over control	GRCh38	DNMT1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	6978e10bacaeb68f28a95530d7033bcc	ENCFF151LNY.bigWig	https://www.encodeproject.org/files/ENCFF151LNY/@@download/ENCFF151LNY.bigWig
TF ChIP-seq	ENCSR075HTM	ENCFF954LGE	bigWig	bigWig	fold change over control	GRCh38	HDAC2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	efb08d1a7072be1ed7f244dc1ca20e23	ENCFF954LGE.bigWig	https://www.encodeproject.org/files/ENCFF954LGE/@@download/ENCFF954LGE.bigWig
TF ChIP-seq	ENCSR928KOR	ENCFF183TXN	bigWig	bigWig	fold change over control	GRCh38	GMEB1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	edc9ca0d5291014709f5207cdb2c87bf	ENCFF183TXN.bigWig	https://www.encodeproject.org/files/ENCFF183TXN/@@download/ENCFF183TXN.bigWig
TF ChIP-seq	ENCSR160QYK	ENCFF759EVQ	bigWig	bigWig	fold change over control	GRCh38	GATAD2A	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	3ac9100c696c86b27ccb8652b5d2fe1e	ENCFF759EVQ.bigWig	https://www.encodeproject.org/files/ENCFF759EVQ/@@download/ENCFF759EVQ.bigWig
TF ChIP-seq	ENCSR996SKD	ENCFF814RXC	bigWig	bigWig	fold change over control	GRCh38	CXXC5	3, 4	ENCODE4 v1.8.0 GRCh38	ENCODE4	dd4371dc379ea787d68cd617e3fc5048	ENCFF814RXC.bigWig	https://www.encodeproject.org/files/ENCFF814RXC/@@download/ENCFF814RXC.bigWig
TF ChIP-seq	ENCSR051DXE	ENCFF414GZH	bigWig	bigWig	fold change over control	GRCh38	FUS	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	509a3e3849a9f8593959fb5461f1aa05	ENCFF414GZH.bigWig	https://www.encodeproject.org/files/ENCFF414GZH/@@download/ENCFF414GZH.bigWig
TF ChIP-seq	ENCSR948KMB	ENCFF986RWU	bigWig	bigWig	fold change over control	GRCh38	PTBP1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	dba2e033a4b1f10a3404ee83ac6878a4	ENCFF986RWU.bigWig	https://www.encodeproject.org/files/ENCFF986RWU/@@download/ENCFF986RWU.bigWig
TF ChIP-seq	ENCSR594SMP	ENCFF135IPL	bigWig	bigWig	fold change over control	GRCh38	PHF20	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	1ba021b5b7850f1a218d4f7281e97390	ENCFF135IPL.bigWig	https://www.encodeproject.org/files/ENCFF135IPL/@@download/ENCFF135IPL.bigWig
TF ChIP-seq	ENCSR024CNP	ENCFF198WIB	bigWig	bigWig	fold change over control	GRCh38	EGR1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	866c177f982925c2df1d028373e2612c	ENCFF198WIB.bigWig	https://www.encodeproject.org/files/ENCFF198WIB/@@download/ENCFF198WIB.bigWig
TF ChIP-seq	ENCSR030TJP	ENCFF649OQC	bigWig	bigWig	fold change over control	GRCh38	DACH1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	3b3ac93aae5794fbe03235ff5b3e98e6	ENCFF649OQC.bigWig	https://www.encodeproject.org/files/ENCFF649OQC/@@download/ENCFF649OQC.bigWig
TF ChIP-seq	ENCSR120MPG	ENCFF905BYK	bigWig	bigWig	fold change over control	GRCh38	PRDM10	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	281b262895ac57329bb6a45542691e0e	ENCFF905BYK.bigWig	https://www.encodeproject.org/files/ENCFF905BYK/@@download/ENCFF905BYK.bigWig
TF ChIP-seq	ENCSR551KXD	ENCFF782YKJ	bigWig	bigWig	fold change over control	GRCh38	RHOXF2B	1, 2	ENCODE4 v1.5.1 GRCh38	ENCODE4	c17d34d40923dd4cfeba006c13029784	ENCFF782YKJ.bigWig	https://www.encodeproject.org/files/ENCFF782YKJ/@@download/ENCFF782YKJ.bigWig
TF ChIP-seq	ENCSR128KLX	ENCFF281BQY	bigWig	bigWig	fold change over control	GRCh38	NR2F6	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	c593c8c371c97891e2c7b659ad4f5221	ENCFF281BQY.bigWig	https://www.encodeproject.org/files/ENCFF281BQY/@@download/ENCFF281BQY.bigWig
TF ChIP-seq	ENCSR214PDW	ENCFF952WMJ	bigWig	bigWig	fold change over control	GRCh38	ZNF780A	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	432acd1a5924b8f3b5a080e0ba255a02	ENCFF952WMJ.bigWig	https://www.encodeproject.org/files/ENCFF952WMJ/@@download/ENCFF952WMJ.bigWig
TF ChIP-seq	ENCSR740XMB	ENCFF850KER	bigWig	bigWig	fold change over control	GRCh38	RBPJ	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	de8b518e38034a0354b2ec937eeaa0f3	ENCFF850KER.bigWig	https://www.encodeproject.org/files/ENCFF850KER/@@download/ENCFF850KER.bigWig
TF ChIP-seq	ENCSR798MFW	ENCFF134MED	bigWig	bigWig	fold change over control	GRCh38	NR1H2	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	ce496c49ac325c42242b1ca94aec2870	ENCFF134MED.bigWig	https://www.encodeproject.org/files/ENCFF134MED/@@download/ENCFF134MED.bigWig
TF ChIP-seq	ENCSR451UQX	ENCFF601GZX	bigWig	bigWig	fold change over control	GRCh38	ZNF551	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	8f10b9ee4a6248e607058e2a65ff90bb	ENCFF601GZX.bigWig	https://www.encodeproject.org/files/ENCFF601GZX/@@download/ENCFF601GZX.bigWig
TF ChIP-seq	ENCSR056VMR	ENCFF918FGO	bigWig	bigWig	fold change over control	GRCh38	FOXJ3	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	3b99b801ffa83061d12ecd264179b468	ENCFF918FGO.bigWig	https://www.encodeproject.org/files/ENCFF918FGO/@@download/ENCFF918FGO.bigWig
TF ChIP-seq	ENCSR970OJY	ENCFF855LPH	bigWig	bigWig	fold change over control	GRCh38	TCF3	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	febad4870135fe179e4a0377175ef937	ENCFF855LPH.bigWig	https://www.encodeproject.org/files/ENCFF855LPH/@@download/ENCFF855LPH.bigWig
TF ChIP-seq	ENCSR807BGP	ENCFF134PQZ	bigWig	bigWig	fold change over control	GRCh38	MTA1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	1a99133442c016126257b358cd378a62	ENCFF134PQZ.bigWig	https://www.encodeproject.org/files/ENCFF134PQZ/@@download/ENCFF134PQZ.bigWig
TF ChIP-seq	ENCSR619UPN	ENCFF208CXI	bigWig	bigWig	fold change over control	GRCh38	ZNF133	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	9ea96dc047a055fb9524ecdc9c8e37e3	ENCFF208CXI.bigWig	https://www.encodeproject.org/files/ENCFF208CXI/@@download/ENCFF208CXI.bigWig
TF ChIP-seq	ENCSR568YNC	ENCFF870UVU	bigWig	bigWig	fold change over control	GRCh38	ZNF655	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	3b4aafebddfff94c39ce73725fc40346	ENCFF870UVU.bigWig	https://www.encodeproject.org/files/ENCFF870UVU/@@download/ENCFF870UVU.bigWig
TF ChIP-seq	ENCSR388ZRV	ENCFF334LHK	bigWig	bigWig	fold change over control	GRCh38	ZNF311	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	5ec527104e53a73e758d34637d3809d4	ENCFF334LHK.bigWig	https://www.encodeproject.org/files/ENCFF334LHK/@@download/ENCFF334LHK.bigWig
TF ChIP-seq	ENCSR175EOM	ENCFF090ZAX	bigWig	bigWig	fold change over control	GRCh38	EHMT2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	339a9d8f81c8ceaa7762e6a98b3f542f	ENCFF090ZAX.bigWig	https://www.encodeproject.org/files/ENCFF090ZAX/@@download/ENCFF090ZAX.bigWig
TF ChIP-seq	ENCSR886RYH	ENCFF416WMT	bigWig	bigWig	fold change over control	GRCh38	NONO	3, 4	ENCODE4 v1.6.1 GRCh38	ENCODE4	e63380c45df0b263987b731d592d9a94	ENCFF416WMT.bigWig	https://www.encodeproject.org/files/ENCFF416WMT/@@download/ENCFF416WMT.bigWig
TF ChIP-seq	ENCSR491EBY	ENCFF748CGJ	bigWig	bigWig	fold change over control	GRCh38	ARID2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	392b6b557c5d98d7461b8dd93a385ce3	ENCFF748CGJ.bigWig	https://www.encodeproject.org/files/ENCFF748CGJ/@@download/ENCFF748CGJ.bigWig
TF ChIP-seq	ENCSR893WSB	ENCFF007JMV	bigWig	bigWig	fold change over control	GRCh38	HDAC2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	264d38f47045651b524428d3f984a3a1	ENCFF007JMV.bigWig	https://www.encodeproject.org/files/ENCFF007JMV/@@download/ENCFF007JMV.bigWig
TF ChIP-seq	ENCSR235PYI	ENCFF568GYV	bigWig	bigWig	fold change over control	GRCh38	ZNF41	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	681db2eaf13f3428a93be6605a534203	ENCFF568GYV.bigWig	https://www.encodeproject.org/files/ENCFF568GYV/@@download/ENCFF568GYV.bigWig
TF ChIP-seq	ENCSR119ULQ	ENCFF207NYO	bigWig	bigWig	fold change over control	GRCh38	NCOA4	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	4ac36f79d907a6b3a1db883029c45f20	ENCFF207NYO.bigWig	https://www.encodeproject.org/files/ENCFF207NYO/@@download/ENCFF207NYO.bigWig
TF ChIP-seq	ENCSR044IXA	ENCFF575LZV	bigWig	bigWig	fold change over control	GRCh38	ZNF354B	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	d941f5c53593326c633c911bec854de3	ENCFF575LZV.bigWig	https://www.encodeproject.org/files/ENCFF575LZV/@@download/ENCFF575LZV.bigWig
TF ChIP-seq	ENCSR577KQD	ENCFF514TMD	bigWig	bigWig	fold change over control	GRCh38	ZNF507	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	840225901a52a399c60cc66e326b56bb	ENCFF514TMD.bigWig	https://www.encodeproject.org/files/ENCFF514TMD/@@download/ENCFF514TMD.bigWig
TF ChIP-seq	ENCSR898IDK	ENCFF621VKZ	bigWig	bigWig	fold change over control	GRCh38	ZNF23	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	07432b98b6839b7b6ab4717375d9f874	ENCFF621VKZ.bigWig	https://www.encodeproject.org/files/ENCFF621VKZ/@@download/ENCFF621VKZ.bigWig
TF ChIP-seq	ENCSR959BQO	ENCFF645DBZ	bigWig	bigWig	fold change over control	GRCh38	ZNF700	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	25565a06dc65efed2c68adc8c6de82b3	ENCFF645DBZ.bigWig	https://www.encodeproject.org/files/ENCFF645DBZ/@@download/ENCFF645DBZ.bigWig
TF ChIP-seq	ENCSR711VWL	ENCFF684RNO	bigWig	bigWig	fold change over control	GRCh38	HDAC1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	d070297b9d47b8e5f2188f70cd71ca38	ENCFF684RNO.bigWig	https://www.encodeproject.org/files/ENCFF684RNO/@@download/ENCFF684RNO.bigWig
TF ChIP-seq	ENCSR508EEX	ENCFF131AOO	bigWig	bigWig	fold change over control	GRCh38	ZNF397	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	398ccd283229cc225c1678776fee35a1	ENCFF131AOO.bigWig	https://www.encodeproject.org/files/ENCFF131AOO/@@download/ENCFF131AOO.bigWig
TF ChIP-seq	ENCSR758PLU	ENCFF397OGU	bigWig	bigWig	fold change over control	GRCh38	ZNF408	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	94190249bfd15357bc418e346eaa4dae	ENCFF397OGU.bigWig	https://www.encodeproject.org/files/ENCFF397OGU/@@download/ENCFF397OGU.bigWig
TF ChIP-seq	ENCSR801JWB	ENCFF786CPC	bigWig	bigWig	fold change over control	GRCh38	HOMEZ	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	416f3878bf55ef9e00675aaea0ebf995	ENCFF786CPC.bigWig	https://www.encodeproject.org/files/ENCFF786CPC/@@download/ENCFF786CPC.bigWig
TF ChIP-seq	ENCSR405KTQ	ENCFF944ERK	bigWig	bigWig	fold change over control	GRCh38	HEY1	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	cf50c1e5482e0e827a535aeee9e22af4	ENCFF944ERK.bigWig	https://www.encodeproject.org/files/ENCFF944ERK/@@download/ENCFF944ERK.bigWig
