# REST + cCREs					
Chr	Start	End	cCRE accession	cCRE class	Silencer class
chr8	38878325	38878480	EH38E4466226	dELS	REST+ enhancer/silencer
chr8	40599739	40600060	EH38E3830133	dELS	REST+ enhancer/silencer
chr8	40828877	40829126	EH38E2626840	dELS	REST+ enhancer/silencer
chr8	40848932	40849082	EH38E3830218	dELS	REST+ enhancer/silencer
chr8	41587475	41587672	EH38E3830538	dELS	REST+ enhancer/silencer
chr8	42169715	42169876	EH38E3830963	dELS	REST+ enhancer/silencer
chr8	42771425	42771603	EH38E4467035	dELS	REST+ enhancer/silencer
chr8	46864627	46864808	EH38E3831825	dELS	REST+ enhancer/silencer
chr8	48501274	48501528	EH38E3832546	dELS	REST+ enhancer/silencer
chr8	48860650	48860899	EH38E2629802	dELS	REST+ enhancer/silencer
chr8	52215182	52215405	EH38E3833449	dELS	REST+ enhancer/silencer
chr8	52252253	52252517	EH38E2630806	dELS	REST+ enhancer/silencer
chr8	52587403	52587670	EH38E4468175	dELS	REST+ enhancer/silencer
chr8	52826336	52826547	EH38E3833643	dELS	REST+ enhancer/silencer
chr8	53146808	53147158	EH38E2631142	dELS	REST+ enhancer/silencer
chr8	579832	580050	EH38E3813647	dELS	REST+ enhancer/silencer
chr8	60538460	60538802	EH38E3836146	dELS	REST+ enhancer/silencer
chr8	60835979	60836324	EH38E2634756	dELS	REST+ enhancer/silencer
chr8	6124575	6124810	EH38E4459651	dELS	REST+ enhancer/silencer
chr8	61496049	61496399	EH38E3836601	dELS	REST+ enhancer/silencer
chr8	61563220	61563567	EH38E3836619	dELS	REST+ enhancer/silencer
chr8	64375225	64375505	EH38E2636145	dELS	REST+ enhancer/silencer
chr8	66115927	66116077	EH38E3837797	dELS	REST+ enhancer/silencer
chr8	6936050	6936262	EH38E2608348	dELS	REST+ enhancer/silencer
chr8	72779793	72780122	EH38E2639940	dELS	REST+ enhancer/silencer
chr8	80046979	80047138	EH38E3841725	dELS	REST+ enhancer/silencer
chr8	8625818	8626168	EH38E3816303	dELS	REST+ enhancer/silencer
chr8	89107364	89107627	EH38E2645918	dELS	REST+ enhancer/silencer
chr8	95067428	95067617	EH38E3845778	dELS	REST+ enhancer/silencer
chr8	980459	980715	EH38E3813943	dELS	REST+ enhancer/silencer
chr8	98440032	98440243	EH38E3847319	dELS	REST+ enhancer/silencer
chr8	9949916	9950264	EH38E2609784	dELS	REST+ enhancer/silencer
chr9	100686580	100686749	EH38E2713027	dELS	REST+ enhancer/silencer
chr9	101537025	101537220	EH38E3898362	dELS	REST+ enhancer/silencer
chr9	106400948	106401295	EH38E3899390	dELS	REST+ enhancer/silencer
chr9	106883895	106884050	EH38E2715054	dELS	REST+ enhancer/silencer
chr9	106934520	106934721	EH38E3899569	dELS	REST+ enhancer/silencer
chr9	107177895	107178242	EH38E3899666	dELS	REST+ enhancer/silencer
chr9	107504569	107504816	EH38E2715496	dELS	REST+ enhancer/silencer
chr9	109315581	109315731	EH38E4504210	dELS	REST+ enhancer/silencer
chr9	109411039	109411389	EH38E2716721	dELS	REST+ enhancer/silencer
chr9	113131898	113132188	EH38E3902355	dELS	REST+ enhancer/silencer
chr9	114163498	114163842	EH38E3903101	dELS	REST+ enhancer/silencer
chr9	115100047	115100216	EH38E2720769	dELS	REST+ enhancer/silencer
chr9	115109580	115109922	EH38E3903760	dELS	REST+ enhancer/silencer
chr9	116355203	116355540	EH38E2721589	dELS	REST+ enhancer/silencer
chr9	117334174	117334434	EH38E4505694	dELS	REST+ enhancer/silencer
chr9	117340543	117340781	EH38E4505699	dELS	REST+ enhancer/silencer
chr9	117409425	117409598	EH38E3904615	dELS	REST+ enhancer/silencer
chr9	119689948	119690210	EH38E4506153	dELS	REST+ enhancer/silencer
chr9	120388466	120388811	EH38E2722964	dELS	REST+ enhancer/silencer
chr9	120403241	120403591	EH38E3905236	dELS	REST+ enhancer/silencer
chr9	121260024	121260184	EH38E3905766	dELS	REST+ enhancer/silencer
chr9	121459534	121459825	EH38E3905926	dELS	REST+ enhancer/silencer
chr9	122056546	122056855	EH38E4506664	dELS	REST+ enhancer/silencer
chr9	125815555	125815900	EH38E3908701	dELS	REST+ enhancer/silencer
chr9	126082705	126083039	EH38E4507616	dELS	REST+ enhancer/silencer
chr9	126108302	126108642	EH38E4507626	dELS	REST+ enhancer/silencer
chr9	126564050	126564394	EH38E2727626	dELS	REST+ enhancer/silencer
chr9	127516888	127517228	EH38E3909906	dELS	REST+ enhancer/silencer
chr9	127548611	127548961	EH38E3909961	dELS	REST+ enhancer/silencer
chr9	127751490	127751787	EH38E4508033	dELS	REST+ enhancer/silencer
chr9	127954827	127955141	EH38E3910527	dELS	REST+ enhancer/silencer
chr9	128218721	128219071	EH38E3910880	dELS	REST+ enhancer/silencer
chr9	128219071	128219271	EH38E3910881	dELS	REST+ enhancer/silencer
chr9	128635305	128635655	EH38E3911212	dELS	REST+ enhancer/silencer
chr9	129392071	129392419	EH38E3911975	dELS	REST+ enhancer/silencer
chr9	129520448	129520787	EH38E4508531	dELS	REST+ enhancer/silencer
chr9	129726677	129727027	EH38E3912398	dELS	REST+ enhancer/silencer
chr9	130298694	130299018	EH38E4508747	dELS	REST+ enhancer/silencer
chr9	130926315	130926469	EH38E3913647	dELS	REST+ enhancer/silencer
chr9	130982655	130982932	EH38E3913731	dELS	REST+ enhancer/silencer
chr9	131468003	131468342	EH38E4509061	dELS	REST+ enhancer/silencer
chr9	131606225	131606574	EH38E3914427	dELS	REST+ enhancer/silencer
chr9	131799225	131799548	EH38E4509155	dELS	REST+ enhancer/silencer
chr9	131874502	131874833	EH38E3914714	dELS	REST+ enhancer/silencer
chr9	132024658	132024994	EH38E2732929	dELS	REST+ enhancer/silencer
chr9	132028157	132028506	EH38E2732933	dELS	REST+ enhancer/silencer
chr9	132312079	132312305	EH38E2733129	dELS	REST+ enhancer/silencer
chr9	133133726	133134075	EH38E3915622	dELS	REST+ enhancer/silencer
chr9	133810495	133810797	EH38E3916468	dELS	REST+ enhancer/silencer
chr9	134004490	134004829	EH38E3916737	dELS	REST+ enhancer/silencer
chr9	134334306	134334499	EH38E3917183	dELS	REST+ enhancer/silencer
chr9	134337021	134337236	EH38E3917188	dELS	REST+ enhancer/silencer
chr9	135090631	135090888	EH38E2735617	dELS	REST+ enhancer/silencer
chr9	135098441	135098751	EH38E4510137	dELS	REST+ enhancer/silencer
chr9	135156548	135156892	EH38E4510154	dELS	REST+ enhancer/silencer
chr9	135329797	135330144	EH38E3918311	dELS	REST+ enhancer/silencer
chr9	135857896	135858158	EH38E2736081	dELS	REST+ enhancer/silencer
chr9	135967592	135967853	EH38E3918953	dELS	REST+ enhancer/silencer
chr9	135971973	135972323	EH38E3918959	dELS	REST+ enhancer/silencer
chr9	135992707	135993042	EH38E3918993	dELS	REST+ enhancer/silencer
chr9	136242981	136243329	EH38E3919418	dELS	REST+ enhancer/silencer
chr9	136349639	136349866	EH38E4510633	dELS	REST+ enhancer/silencer
chr9	136485683	136486031	EH38E3919791	dELS	REST+ enhancer/silencer
chr9	136564652	136565001	EH38E3919934	dELS	REST+ enhancer/silencer
chr9	136595723	136596021	EH38E3919989	dELS	REST+ enhancer/silencer
chr9	136607531	136607819	EH38E3920014	dELS	REST+ enhancer/silencer
chr9	136916325	136916645	EH38E3920539	dELS	REST+ enhancer/silencer
chr9	137022165	137022515	EH38E2737457	dELS	REST+ enhancer/silencer
chr9	137067735	137068079	EH38E3920827	dELS	REST+ enhancer/silencer
chr9	137129569	137129919	EH38E3920925	dELS	REST+ enhancer/silencer
chr9	137145876	137146197	EH38E3920950	dELS	REST+ enhancer/silencer
chr9	137146660	137146838	EH38E3920951	dELS	REST+ enhancer/silencer
chr9	137828594	137828928	EH38E2738363	dELS	REST+ enhancer/silencer
chr9	14427468	14427746	EH38E3875259	dELS	REST+ enhancer/silencer
chr9	14440146	14440392	EH38E3875270	dELS	REST+ enhancer/silencer
chr9	19267125	19267295	EH38E3876971	dELS	REST+ enhancer/silencer
chr9	19782036	19782262	EH38E2686071	dELS	REST+ enhancer/silencer
chr9	23496925	23497080	EH38E2687711	dELS	REST+ enhancer/silencer
chr9	33030344	33030653	EH38E2690184	dELS	REST+ enhancer/silencer
chr9	33415524	33415873	EH38E3880231	dELS	REST+ enhancer/silencer
chr9	34430954	34431292	EH38E3880775	dELS	REST+ enhancer/silencer
chr9	34577052	34577213	EH38E2691276	dELS	REST+ enhancer/silencer
chr9	34984176	34984336	EH38E2691490	dELS	REST+ enhancer/silencer
chr9	34985411	34985611	EH38E3881101	dELS	REST+ enhancer/silencer
chr9	36748364	36748709	EH38E4495111	dELS	REST+ enhancer/silencer
chr9	36991627	36991874	EH38E3882310	dELS	REST+ enhancer/silencer
chr9	37027622	37027972	EH38E3882342	dELS	REST+ enhancer/silencer
chr9	4585245	4585396	EH38E3872563	dELS	REST+ enhancer/silencer
chr9	5843737	5844078	EH38E3873107	dELS	REST+ enhancer/silencer
chr9	68717638	68717880	EH38E3884093	dELS	REST+ enhancer/silencer
chr9	70085325	70085664	EH38E2695588	dELS	REST+ enhancer/silencer
chr9	70398199	70398549	EH38E2695751	dELS	REST+ enhancer/silencer
chr9	7370434	7370734	EH38E2680829	dELS	REST+ enhancer/silencer
chr9	77598593	77598925	EH38E2699188	dELS	REST+ enhancer/silencer
chr9	78073771	78074121	EH38E3887565	dELS	REST+ enhancer/silencer
chr9	81729117	81729464	EH38E3888700	dELS	REST+ enhancer/silencer
chr9	83355020	83355329	EH38E2701911	dELS	REST+ enhancer/silencer
chr9	85224324	85224541	EH38E2702814	dELS	REST+ enhancer/silencer
chr9	86525291	86525542	EH38E3890204	dELS	REST+ enhancer/silencer
chr9	87407638	87407988	EH38E3890596	dELS	REST+ enhancer/silencer
chr9	87751955	87752219	EH38E3890854	dELS	REST+ enhancer/silencer
chr9	88049765	88050112	EH38E2704519	dELS	REST+ enhancer/silencer
chr9	88890264	88890553	EH38E3891330	dELS	REST+ enhancer/silencer
chr9	89186112	89186273	EH38E3891472	dELS	REST+ enhancer/silencer
chr9	90343322	90343672	EH38E2706149	dELS	REST+ enhancer/silencer
chr9	91503658	91503884	EH38E3893042	dELS	REST+ enhancer/silencer
chr9	91536459	91536709	EH38E2706961	dELS	REST+ enhancer/silencer
chr9	94490528	94490786	EH38E3894877	dELS	REST+ enhancer/silencer
chr9	95499918	95500266	EH38E2709755	dELS	REST+ enhancer/silencer
chr9	96612139	96612489	EH38E2710498	dELS	REST+ enhancer/silencer
chr9	97387001	97387331	EH38E3896351	dELS	REST+ enhancer/silencer
chr9	98472241	98472584	EH38E2711636	dELS	REST+ enhancer/silencer
chr9	98518674	98518875	EH38E2711662	dELS	REST+ enhancer/silencer
chr9	98572266	98572461	EH38E4502110	dELS	REST+ enhancer/silencer
chrX	10083157	10083507	EH38E3924762	dELS	REST+ enhancer/silencer
chrX	103767197	103767546	EH38E3940297	dELS	REST+ enhancer/silencer
chrX	111375866	111376066	EH38E2764536	dELS	REST+ enhancer/silencer
chrX	111408024	111408302	EH38E2764551	dELS	REST+ enhancer/silencer
chrX	11461568	11461905	EH38E3925223	dELS	REST+ enhancer/silencer
chrX	119500941	119501287	EH38E2766176	dELS	REST+ enhancer/silencer
chrX	124679287	124679633	EH38E2767475	dELS	REST+ enhancer/silencer
chrX	1249206	1249552	EH38E3922570	dELS	REST+ enhancer/silencer
chrX	129726409	129726715	EH38E3944407	dELS	REST+ enhancer/silencer
chrX	129782149	129782440	EH38E3944469	dELS	REST+ enhancer/silencer
chrX	130117207	130117525	EH38E3944654	dELS	REST+ enhancer/silencer
chrX	131066356	131066515	EH38E2768637	dELS	REST+ enhancer/silencer
chrX	132017631	132017929	EH38E4529843	dELS	REST+ enhancer/silencer
chrX	136275602	136275933	EH38E3946247	dELS	REST+ enhancer/silencer
chrX	151753375	151753709	EH38E3948267	dELS	REST+ enhancer/silencer
chrX	151986066	151986305	EH38E2773299	dELS	REST+ enhancer/silencer
chrX	155057363	155057713	EH38E3949909	dELS	REST+ enhancer/silencer
chrX	15926680	15926997	EH38E3926449	dELS	REST+ enhancer/silencer
chrX	16956533	16956880	EH38E3926754	dELS	REST+ enhancer/silencer
chrX	18147062	18147320	EH38E2745081	dELS	REST+ enhancer/silencer
chrX	18884984	18885227	EH38E3927273	dELS	REST+ enhancer/silencer
chrX	19566917	19567244	EH38E3927450	dELS	REST+ enhancer/silencer
chrX	19751188	19751351	EH38E3927574	dELS	REST+ enhancer/silencer
chrX	21723146	21723382	EH38E2746303	dELS	REST+ enhancer/silencer
chrX	3343607	3343941	EH38E4512173	dELS	REST+ enhancer/silencer
chrX	40154223	40154554	EH38E2750783	dELS	REST+ enhancer/silencer
chrX	47098675	47098980	EH38E3933236	dELS	REST+ enhancer/silencer
chrX	48997000	48997282	EH38E4520090	dELS	REST+ enhancer/silencer
chrX	52426882	52427172	EH38E3934645	dELS	REST+ enhancer/silencer
chrX	54639675	54640024	EH38E3935133	dELS	REST+ enhancer/silencer
chrX	5632117	5632460	EH38E2740252	dELS	REST+ enhancer/silencer
chrX	7158613	7158953	EH38E2740653	dELS	REST+ enhancer/silencer
chrX	9889092	9889395	EH38E3924649	dELS	REST+ enhancer/silencer
chr10	100267490	100267833	EH38E4018710	PLS	REST+ Non-silencer
chr10	100286529	100286853	EH38E2920078	PLS	REST+ Non-silencer
chr10	100529722	100530069	EH38E2920198	PLS	REST+ Non-silencer
chr10	100535675	100536024	EH38E1493587	PLS	REST+ Non-silencer
chr10	101060933	101061283	EH38E1493994	PLS	REST+ Non-silencer
chr10	102114850	102115200	EH38E2921239	PLS	REST+ Non-silencer
chr10	102419560	102419907	EH38E2921472	PLS	REST+ Non-silencer
chr10	102420681	102420919	EH38E1495014	PLS	REST+ Non-silencer
chr10	102461184	102461533	EH38E2921511	PLS	REST+ Non-silencer
chr10	102854092	102854368	EH38E2921903	PLS	REST+ Non-silencer
chr10	103367748	103368097	EH38E2922147	PLS	REST+ Non-silencer
chr10	1049038	1049385	EH38E1441656	PLS	REST+ Non-silencer
chr10	112183616	112183965	EH38E2925186	PLS	REST+ Non-silencer
chr10	112447122	112447308	EH38E2925345	PLS	REST+ Non-silencer
chr10	114938006	114938355	EH38E2926733	PLS	REST+ Non-silencer
chr10	119080705	119081055	EH38E1504064	PLS	REST+ Non-silencer
chr10	119892472	119892819	EH38E4023069	PLS	REST+ Non-silencer
chr10	120851133	120851481	EH38E2929251	PLS	REST+ Non-silencer
chr10	122954176	122954526	EH38E2930294	PLS	REST+ Non-silencer
chr10	123666334	123666644	EH38E2930584	PLS	REST+ Non-silencer
chr10	124791718	124792067	EH38E1508029	PLS	REST+ Non-silencer
chr10	124916626	124916976	EH38E2931609	PLS	REST+ Non-silencer
chr10	130136202	130136550	EH38E2934155	PLS	REST+ Non-silencer
chr10	132185629	132185932	EH38E2935161	PLS	REST+ Non-silencer
chr10	13299434	13299784	EH38E2887003	PLS	REST+ Non-silencer
chr10	14954062	14954411	EH38E1450596	PLS	REST+ Non-silencer
chr10	25174533	25174833	EH38E2891750	PLS	REST+ Non-silencer
chr10	27240388	27240736	EH38E2892332	PLS	REST+ Non-silencer
chr10	27242028	27242371	EH38E1456958	PLS	REST+ Non-silencer
chr10	27242901	27243219	EH38E2892337	PLS	REST+ Non-silencer
chr10	32056274	32056624	EH38E2894623	PLS	REST+ Non-silencer
chr10	32958221	32958569	EH38E1460532	PLS	REST+ Non-silencer
chr10	37857537	37857887	EH38E1463236	PLS	REST+ Non-silencer
chr10	42782483	42782827	EH38E1463553	PLS	REST+ Non-silencer
chr10	43397168	43397514	EH38E1463966	PLS	REST+ Non-silencer
chr10	47553344	47553679	EH38E2899174	PLS	REST+ Non-silencer
chr10	49762175	49762521	EH38E1467093	PLS	REST+ Non-silencer
chr10	5446396	5446746	EH38E1444331	PLS	REST+ Non-silencer
chr10	5666399	5666739	EH38E2883305	PLS	REST+ Non-silencer
chr10	5813423	5813772	EH38E4000584	PLS	REST+ Non-silencer
chr10	5813782	5813962	EH38E4000585	PLS	REST+ Non-silencer
chr10	58385098	58385447	EH38E1469626	PLS	REST+ Non-silencer
chr10	59906499	59906822	EH38E1470560	PLS	REST+ Non-silencer
chr10	62805862	62806124	EH38E1472583	PLS	REST+ Non-silencer
chr10	63465870	63466187	EH38E1472944	PLS	REST+ Non-silencer
chr10	68075086	68075432	EH38E1474299	PLS	REST+ Non-silencer
chr10	68527370	68527717	EH38E1474550	PLS	REST+ Non-silencer
chr10	72354806	72355139	EH38E1477724	PLS	REST+ Non-silencer
chr10	72626040	72626388	EH38E1477858	PLS	REST+ Non-silencer
chr10	72691939	72692289	EH38E2908159	PLS	REST+ Non-silencer
chr10	73096839	73097189	EH38E2908302	PLS	REST+ Non-silencer
chr10	73167960	73168306	EH38E1478162	PLS	REST+ Non-silencer
chr10	73247142	73247461	EH38E1478198	PLS	REST+ Non-silencer
chr10	73252909	73253070	EH38E2908355	PLS	REST+ Non-silencer
chr10	73413905	73414224	EH38E2908385	PLS	REST+ Non-silencer
chr10	73625831	73626180	EH38E2908469	PLS	REST+ Non-silencer
chr10	74176435	74176784	EH38E2908900	PLS	REST+ Non-silencer
chr10	78029405	78029755	EH38E1481449	PLS	REST+ Non-silencer
chr10	78033597	78033945	EH38E1481453	PLS	REST+ Non-silencer
chr10	7818265	7818614	EH38E2884702	PLS	REST+ Non-silencer
chr10	79068723	79069073	EH38E1482308	PLS	REST+ Non-silencer
chr10	84139235	84139585	EH38E2913249	PLS	REST+ Non-silencer
chr10	84139702	84139969	EH38E2913250	PLS	REST+ Non-silencer
chr10	89643872	89644222	EH38E1487341	PLS	REST+ Non-silencer
chr10	89701341	89701687	EH38E1487389	PLS	REST+ Non-silencer
chr10	91798190	91798540	EH38E1488462	PLS	REST+ Non-silencer
chr10	92573945	92574295	EH38E1488900	PLS	REST+ Non-silencer
chr10	92592859	92593206	EH38E2916605	PLS	REST+ Non-silencer
chr10	93071759	93072109	EH38E1489173	PLS	REST+ Non-silencer
chr10	93702419	93702769	EH38E2917133	PLS	REST+ Non-silencer
chr10	96129878	96130195	EH38E1490887	PLS	REST+ Non-silencer
chr10	97445919	97446265	EH38E2918814	PLS	REST+ Non-silencer
chr10	98134442	98134790	EH38E2919229	PLS	REST+ Non-silencer
chr10	98415071	98415414	EH38E2919395	PLS	REST+ Non-silencer
chr1	100037888	100038233	EH38E2827277	PLS	REST+ Non-silencer
chr1	101996850	101997196	EH38E3974793	PLS	REST+ Non-silencer
chr1	10210271	10210621	EH38E1317823	PLS	REST+ Non-silencer
chr1	10430244	10430532	EH38E2785431	PLS	REST+ Non-silencer
chr1	109041946	109042296	EH38E2829259	PLS	REST+ Non-silencer
chr1	109090559	109090899	EH38E2829285	PLS	REST+ Non-silencer
chr1	109099968	109100313	EH38E2829295	PLS	REST+ Non-silencer
chr1	109984526	109984875	EH38E2830113	PLS	REST+ Non-silencer
chr1	110034367	110034714	EH38E2830145	PLS	REST+ Non-silencer
chr11	10293827	10294052	EH38E2944076	PLS	REST+ Non-silencer
chr11	103092038	103092388	EH38E1565560	PLS	REST+ Non-silencer
chr1	110407563	110407913	EH38E2830419	PLS	REST+ Non-silencer
chr11	107457707	107458057	EH38E1567247	PLS	REST+ Non-silencer
chr11	10750973	10751323	EH38E1520286	PLS	REST+ Non-silencer
chr11	107928460	107928625	EH38E2982879	PLS	REST+ Non-silencer
chr11	10808870	10809218	EH38E2944466	PLS	REST+ Non-silencer
chr11	108467371	108467720	EH38E2983040	PLS	REST+ Non-silencer
chr1	11099703	11100052	EH38E2786101	PLS	REST+ Non-silencer
chr11	110296523	110296857	EH38E2983595	PLS	REST+ Non-silencer
chr11	112226284	112226515	EH38E2984510	PLS	REST+ Non-silencer
chr11	113475222	113475555	EH38E2985076	PLS	REST+ Non-silencer
chr11	115504382	115504731	EH38E1571975	PLS	REST+ Non-silencer
chr11	117144071	117144419	EH38E2986928	PLS	REST+ Non-silencer
chr11	118415679	118416029	EH38E1574161	PLS	REST+ Non-silencer
chr11	118435046	118435304	EH38E4050608	PLS	REST+ Non-silencer
chr11	118436092	118436437	EH38E1574179	PLS	REST+ Non-silencer
chr11	118565857	118566206	EH38E2988068	PLS	REST+ Non-silencer
chr11	119095430	119095780	EH38E2988582	PLS	REST+ Non-silencer
chr11	120336128	120336478	EH38E1575816	PLS	REST+ Non-silencer
chr11	121292449	121292794	EH38E2990032	PLS	REST+ Non-silencer
chr11	122981747	122982096	EH38E2990937	PLS	REST+ Non-silencer
chr11	123061947	123062148	EH38E2990974	PLS	REST+ Non-silencer
chr11	124622700	124623048	EH38E2991621	PLS	REST+ Non-silencer
chr11	124673611	124673959	EH38E1578660	PLS	REST+ Non-silencer
chr11	124953894	124954244	EH38E2991855	PLS	REST+ Non-silencer
chr1	11262542	11262888	EH38E2786176	PLS	REST+ Non-silencer
chr11	126303864	126304209	EH38E1579772	PLS	REST+ Non-silencer
chr11	128522252	128522597	EH38E2993653	PLS	REST+ Non-silencer
chr11	134253099	134253280	EH38E1584615	PLS	REST+ Non-silencer
chr11	13463120	13463468	EH38E1522555	PLS	REST+ Non-silencer
chr11	13463474	13463672	EH38E1522556	PLS	REST+ Non-silencer
chr1	113759416	113759632	EH38E1377802	PLS	REST+ Non-silencer
chr1	113904963	113905312	EH38E1377915	PLS	REST+ Non-silencer
chr1	114511087	114511435	EH38E1378299	PLS	REST+ Non-silencer
chr11	14520293	14520643	EH38E2946376	PLS	REST+ Non-silencer
chr1	114716647	114716996	EH38E2832522	PLS	REST+ Non-silencer
chr1	114757914	114758264	EH38E1378432	PLS	REST+ Non-silencer
chr1	116372986	116373336	EH38E2833257	PLS	REST+ Non-silencer
chr1	116418441	116418788	EH38E2833305	PLS	REST+ Non-silencer
chr11	17207856	17208206	EH38E2947375	PLS	REST+ Non-silencer
chr1	11735834	11736183	EH38E2786506	PLS	REST+ Non-silencer
chr11	18105942	18106291	EH38E2947894	PLS	REST+ Non-silencer
chr1	11845602	11845849	EH38E1319154	PLS	REST+ Non-silencer
chr11	18526766	18527105	EH38E4031038	PLS	REST+ Non-silencer
chr11	18588605	18588953	EH38E1525302	PLS	REST+ Non-silencer
chr1	119140531	119140762	EH38E3977986	PLS	REST+ Non-silencer
chr11	19240890	19241236	EH38E1525605	PLS	REST+ Non-silencer
chr1	119711735	119712085	EH38E2834811	PLS	REST+ Non-silencer
chr1	12019186	12019536	EH38E2786780	PLS	REST+ Non-silencer
chr11	207425	207775	EH38E2937125	PLS	REST+ Non-silencer
chr1	12618996	12619345	EH38E2787341	PLS	REST+ Non-silencer
chr11	27506607	27506955	EH38E2950402	PLS	REST+ Non-silencer
chr11	27720508	27720825	EH38E4032744	PLS	REST+ Non-silencer
chr11	28110096	28110441	EH38E2950567	PLS	REST+ Non-silencer
chr11	31509523	31509873	EH38E2951288	PLS	REST+ Non-silencer
chr11	32583575	32583925	EH38E1530688	PLS	REST+ Non-silencer
chr11	33257999	33258300	EH38E2951969	PLS	REST+ Non-silencer
chr11	3379058	3379407	EH38E2941278	PLS	REST+ Non-silencer
chr11	34105406	34105756	EH38E2952432	PLS	REST+ Non-silencer
chr1	1407146	1407496	EH38E2777492	PLS	REST+ Non-silencer
chr11	43358720	43359066	EH38E2954856	PLS	REST+ Non-silencer
chr11	43880595	43880939	EH38E2955046	PLS	REST+ Non-silencer
chr1	144412474	144412824	EH38E1382006	PLS	REST+ Non-silencer
chr1	144551626	144551975	EH38E2835350	PLS	REST+ Non-silencer
chr1	145823905	145824255	EH38E2835519	PLS	REST+ Non-silencer
chr1	145845482	145845747	EH38E2835529	PLS	REST+ Non-silencer
chr1	145858927	145859276	EH38E2835543	PLS	REST+ Non-silencer
chr11	45885471	45885740	EH38E2956440	PLS	REST+ Non-silencer
chr11	45917886	45918234	EH38E2956494	PLS	REST+ Non-silencer
chr1	145996520	145996869	EH38E2835673	PLS	REST+ Non-silencer
chr1	147084420	147084770	EH38E1382457	PLS	REST+ Non-silencer
chr11	47400795	47400968	EH38E2957501	PLS	REST+ Non-silencer
chr11	47578866	47579158	EH38E2957673	PLS	REST+ Non-silencer
chr11	47848239	47848530	EH38E2957806	PLS	REST+ Non-silencer
chr1	147928228	147928570	EH38E2836173	PLS	REST+ Non-silencer
chr1	149886621	149886970	EH38E2836521	PLS	REST+ Non-silencer
chr1	150010605	150010955	EH38E1383296	PLS	REST+ Non-silencer
chr1	150067538	150067888	EH38E2836629	PLS	REST+ Non-silencer
chr1	150268895	150269244	EH38E2836753	PLS	REST+ Non-silencer
chr1	151006696	151007043	EH38E2837216	PLS	REST+ Non-silencer
chr1	151070426	151070776	EH38E2837271	PLS	REST+ Non-silencer
chr1	151165839	151166189	EH38E1384114	PLS	REST+ Non-silencer
chr1	1511887	1512233	EH38E2777613	PLS	REST+ Non-silencer
chr1	151198319	151198668	EH38E2837359	PLS	REST+ Non-silencer
chr1	151716767	151717115	EH38E1384522	PLS	REST+ Non-silencer
chr1	151763358	151763708	EH38E2837688	PLS	REST+ Non-silencer
chr1	151909394	151909743	EH38E2837845	PLS	REST+ Non-silencer
chr1	153634236	153634584	EH38E2838531	PLS	REST+ Non-silencer
chr1	154567741	154568049	EH38E2839191	PLS	REST+ Non-silencer
chr1	154936497	154936847	EH38E1386599	PLS	REST+ Non-silencer
chr1	155135659	155136009	EH38E1386892	PLS	REST+ Non-silencer
chr1	156054553	156054903	EH38E2840391	PLS	REST+ Non-silencer
chr1	156114484	156114807	EH38E2840471	PLS	REST+ Non-silencer
chr1	156456537	156456887	EH38E2840842	PLS	REST+ Non-silencer
chr1	156601397	156601747	EH38E2841004	PLS	REST+ Non-silencer
chr11	576343	576541	EH38E2937717	PLS	REST+ Non-silencer
chr11	57761623	57761968	EH38E1539766	PLS	REST+ Non-silencer
chr11	59810603	59810947	EH38E1540649	PLS	REST+ Non-silencer
chr1	159925365	159925711	EH38E2842566	PLS	REST+ Non-silencer
chr1	160262386	160262736	EH38E2842893	PLS	REST+ Non-silencer
chr1	160343155	160343502	EH38E2842927	PLS	REST+ Non-silencer
chr11	60906449	60906799	EH38E2959956	PLS	REST+ Non-silencer
chr1	161045813	161046159	EH38E2843472	PLS	REST+ Non-silencer
chr1	161117933	161118282	EH38E1391074	PLS	REST+ Non-silencer
chr1	161153763	161154113	EH38E2843568	PLS	REST+ Non-silencer
chr1	161159277	161159625	EH38E2843579	PLS	REST+ Non-silencer
chr1	161166192	161166542	EH38E2843591	PLS	REST+ Non-silencer
chr1	161202131	161202480	EH38E2843659	PLS	REST+ Non-silencer
chr1	161314179	161314527	EH38E2843745	PLS	REST+ Non-silencer
chr11	61333025	61333375	EH38E2960426	PLS	REST+ Non-silencer
chr1	161399653	161400003	EH38E2843784	PLS	REST+ Non-silencer
chr1	161766053	161766400	EH38E2843974	PLS	REST+ Non-silencer
chr11	61816807	61817157	EH38E1542066	PLS	REST+ Non-silencer
chr11	61967540	61967886	EH38E2961169	PLS	REST+ Non-silencer
chr1	162497632	162497979	EH38E2844361	PLS	REST+ Non-silencer
chr11	62591487	62591837	EH38E2961627	PLS	REST+ Non-silencer
chr11	62787147	62787497	EH38E2961819	PLS	REST+ Non-silencer
chr11	62805372	62805722	EH38E2961848	PLS	REST+ Non-silencer
chr11	62855833	62856161	EH38E1542970	PLS	REST+ Non-silencer
chr1	163321680	163322029	EH38E1392671	PLS	REST+ Non-silencer
chr11	64185388	64185721	EH38E2962769	PLS	REST+ Non-silencer
chr11	64317925	64318275	EH38E2963010	PLS	REST+ Non-silencer
chr1	16440477	16440827	EH38E2789542	PLS	REST+ Non-silencer
chr11	64448836	64449182	EH38E2963170	PLS	REST+ Non-silencer
chr11	64777509	64777676	EH38E2963512	PLS	REST+ Non-silencer
