Chrom	ChromStart	ChromEnd	Region	Group
chr19	24086705	24087692	chr19:24086705-24087692	Proximal:Active
chr19	27793080	27794784	chr19:27793080-27794784	Proximal:Active
chr19	28403841	28404273	chr19:28403841-28404273	Distal:Active
chr19	28417353	28418021	chr19:28417353-28418021	Distal:Active
chr19	28504297	28505234	chr19:28504297-28505234	Distal:Repressive
chr19	28544481	28545174	chr19:28544481-28545174	Distal:Active
chr19	28552652	28553364	chr19:28552652-28553364	Distal:Active
chr19	28606234	28607334	chr19:28606234-28607334	Distal:Active
chr19	28726770	28728338	chr19:28726770-28728338	Distal:Active
chr19	28736933	28737458	chr19:28736933-28737458	Distal:Active
chr19	28917388	28918170	chr19:28917388-28918170	Distal:Active
chr19	29092716	29093758	chr19:29092716-29093758	Distal:Active
chr19	29212596	29213542	chr19:29212596-29213542	Proximal:Active
chr19	29605392	29606735	chr19:29605392-29606735	Proximal:Active
chr19	29627678	29628299	chr19:29627678-29628299	Distal:Active
chr19	29662852	29663267	chr19:29662852-29663267	Distal:Active
chr19	29687428	29688738	chr19:29687428-29688738	Distal:Active
chr19	29806004	29806552	chr19:29806004-29806552	Distal:Active
chr19	29893335	29894543	chr19:29893335-29894543	Distal:Active
chr19	29941875	29943163	chr19:29941875-29943163	Proximal:Active
chr19	30696404	30696983	chr19:30696404-30696983	Distal:Active
chr19	30804100	30804564	chr19:30804100-30804564	Distal:Active
chr19	30908286	30908616	chr19:30908286-30908616	Distal:Active
chr19	31214037	31214669	chr19:31214037-31214669	Distal:Active
chr19	31939825	31940490	chr19:31939825-31940490	Distal:Active
chr19	32251674	32253038	chr19:32251674-32253038	Distal:Active
chr19	32318825	32319258	chr19:32318825-32319258	Distal:Repressive
chr19	32331474	32331963	chr19:32331474-32331963	Distal:Repressive
chr19	32345164	32346467	chr19:32345164-32346467	Proximal:Active
chr19	32405029	32406538	chr19:32405029-32406538	Proximal:Active
chr19	32421343	32422315	chr19:32421343-32422315	Distal:Active
chr19	32627938	32629134	chr19:32627938-32629134	Distal:Active
chr19	32671866	32672432	chr19:32671866-32672432	Distal:Active
chr19	32699934	32700912	chr19:32699934-32700912	Distal:Active
chr19	32798954	32799357	chr19:32798954-32799357	Distal:Repressive
chr19	32971720	32972657	chr19:32971720-32972657	Proximal:Active
chr19	33036462	33037458	chr19:33036462-33037458	Distal:Active
chr19	33093461	33094027	chr19:33093461-33094027	Distal:Active
chr19	33263343	33263858	chr19:33263343-33263858	Distal:Active
chr19	33293000	33294551	chr19:33293000-33294551	Distal:Active
chr19	33660496	33660873	chr19:33660496-33660873	Distal:Active
chr19	33740766	33741249	chr19:33740766-33741249	Distal:Repressive
chr19	33767844	33768097	chr19:33767844-33768097	Distal:Repressive
chr19	33819644	33820733	chr19:33819644-33820733	Distal:Active
chr19	34134192	34135142	chr19:34134192-34135142	Distal:Active
chr19	34165230	34166289	chr19:34165230-34166289	Distal:Active
chr19	34232627	34233483	chr19:34232627-34233483	Distal:Active
chr19	34270009	34270632	chr19:34270009-34270632	Distal:Active
chr19	34358989	34359992	chr19:34358989-34359992	Distal:Active
chr19	34427893	34429257	chr19:34427893-34429257	Proximal:Active
chr19	34448224	34448554	chr19:34448224-34448554	Distal:Repressive
chr19	34667862	34668984	chr19:34667862-34668984	Distal:Active
chr19	34677303	34677956	chr19:34677303-34677956	Distal:Active
chr19	34733036	34734819	chr19:34733036-34734819	Proximal:Active
chr19	34772590	34773531	chr19:34772590-34773531	Proximal:Active
chr19	34793375	34794373	chr19:34793375-34794373	Distal:Active
chr19	34859800	34860945	chr19:34859800-34860945	Distal:Active
chr19	35066921	35067625	chr19:35066921-35067625	Distal:Active
chr19	35124360	35125246	chr19:35124360-35125246	Distal:Active
chr19	35144991	35145433	chr19:35144991-35145433	Distal:Repressive
chr19	35153656	35155949	chr19:35153656-35155949	Proximal:Active
chr19	35204748	35206751	chr19:35204748-35206751	Distal:Active
chr19	35220347	35220886	chr19:35220347-35220886	Distal:Active
chr19	35247651	35249243	chr19:35247651-35249243	Proximal:Active
chr19	35280837	35282887	chr19:35280837-35282887	Distal:Active
chr19	35318885	35319496	chr19:35318885-35319496	Distal:Active
chr19	35388359	35389881	chr19:35388359-35389881	Distal:Active
chr19	35533160	35534408	chr19:35533160-35534408	Distal:Active
chr19	35544625	35546261	chr19:35544625-35546261	Proximal:Active
chr19	35612203	35613333	chr19:35612203-35613333	Proximal:Active
chr19	35628361	35629368	chr19:35628361-35629368	Proximal:Active
chr19	35643135	35645277	chr19:35643135-35645277	Proximal:Active
chr19	35647900	35648771	chr19:35647900-35648771	Proximal:Active
chr19	35690549	35691586	chr19:35690549-35691586	Distal:Active
chr19	35693508	35694090	chr19:35693508-35694090	Distal:Repressive
chr19	35744723	35745887	chr19:35744723-35745887	Proximal:Active
chr19	35748135	35748930	chr19:35748135-35748930	Proximal:Active
chr19	35757307	35758886	chr19:35757307-35758886	Proximal:Active
chr19	35822487	35823157	chr19:35822487-35823157	Distal:Active
chr19	35855715	35857052	chr19:35855715-35857052	Distal:Active
chr19	35860907	35861566	chr19:35860907-35861566	Distal:Active
chr19	35879083	35880380	chr19:35879083-35880380	Distal:Repressive
chr19	35889766	35890208	chr19:35889766-35890208	Distal:Repressive
chr19	35931267	35932024	chr19:35931267-35932024	Distal:Active
chr19	35937392	35937786	chr19:35937392-35937786	Distal:Repressive
chr19	35994829	35995994	chr19:35994829-35995994	Proximal:Active
chr19	36053879	36055352	chr19:36053879-36055352	Proximal:Active
chr19	36114109	36116091	chr19:36114109-36116091	Proximal:Active
chr19	36127405	36128553	chr19:36127405-36128553	Distal:Active
chr19	36265969	36267067	chr19:36265969-36267067	Distal:Active
chr19	36378693	36379677	chr19:36378693-36379677	Distal:Active
chr19	36417786	36418998	chr19:36417786-36418998	Proximal:Active
chr19	36488877	36490195	chr19:36488877-36490195	Proximal:Active
chr19	36528043	36529157	chr19:36528043-36529157	Proximal:Active
chr19	36572949	36574119	chr19:36572949-36574119	Proximal:Active
chr19	36666456	36667213	chr19:36666456-36667213	Distal:Active
chr19	36686919	36688040	chr19:36686919-36688040	Proximal:Active
chr19	36771348	36773328	chr19:36771348-36773328	Proximal:Active
chr19	36837938	36838993	chr19:36837938-36838993	Distal:Active
chr19	37007592	37008203	chr19:37007592-37008203	Distal:Active
chr19	37077906	37078867	chr19:37077906-37078867	Proximal:Active
chr19	37172446	37173129	chr19:37172446-37173129	Proximal:Active
chr19	37209835	37211184	chr19:37209835-37211184	Proximal:Active
chr19	37217555	37218552	chr19:37217555-37218552	Proximal:Active
chr19	37251682	37252092	chr19:37251682-37252092	Distal:Active
chr19	37370595	37371449	chr19:37370595-37371449	Distal:Active
chr19	37778907	37780024	chr19:37778907-37780024	Proximal:Active
chr19	37790256	37790912	chr19:37790256-37790912	Distal:Active
chr19	37906408	37907681	chr19:37906408-37907681	Proximal:Active
chr19	38004329	38005150	chr19:38004329-38005150	Distal:Active
chr19	38268381	38268633	chr19:38268381-38268633	Distal:Repressive
chr19	38374184	38375229	chr19:38374184-38375229	Proximal:Active
chr19	38402608	38403779	chr19:38402608-38403779	Proximal:Active
chr19	38412655	38413527	chr19:38412655-38413527	Distal:Active
chr19	38425443	38426688	chr19:38425443-38426688	Proximal:Active
chr19	38433234	38435112	chr19:38433234-38435112	Proximal:Active
chr19	38506610	38507800	chr19:38506610-38507800	Distal:Repressive
chr19	38543512	38545016	chr19:38543512-38545016	Distal:Active
chr19	38556820	38558049	chr19:38556820-38558049	Distal:Active
chr19	38618051	38619453	chr19:38618051-38619453	Proximal:Active
chr19	38624242	38624647	chr19:38624242-38624647	Distal:Repressive
chr19	38636755	38637592	chr19:38636755-38637592	Distal:Active
chr19	38647032	38647943	chr19:38647032-38647943	Proximal:Active
chr19	38652366	38653013	chr19:38652366-38653013	Distal:Active
chr19	38663978	38665391	chr19:38663978-38665391	Distal:Active
chr19	38674860	38676880	chr19:38674860-38676880	Distal:Active
chr19	38683244	38684629	chr19:38683244-38684629	Distal:Active
chr19	38819065	38819889	chr19:38819065-38819889	Distal:Active
chr19	38831202	38832324	chr19:38831202-38832324	Proximal:Active
chr19	38849269	38851428	chr19:38849269-38851428	Proximal:Active
chr19	38899148	38900346	chr19:38899148-38900346	Proximal:Active
chr19	38930147	38931594	chr19:38930147-38931594	Proximal:Active
chr19	39068227	39068694	chr19:39068227-39068694	Distal:Active
chr19	39125375	39126044	chr19:39125375-39126044	Proximal:Active
chr19	39154467	39155645	chr19:39154467-39155645	Distal:Active
chr19	39254292	39255132	chr19:39254292-39255132	Distal:Active
chr19	39258172	39259166	chr19:39258172-39259166	Distal:Active
chr19	39310471	39311466	chr19:39310471-39311466	Distal:Active
chr19	39320338	39321272	chr19:39320338-39321272	Proximal:Repressive
chr19	39351403	39352210	chr19:39351403-39352210	Distal:Active
chr19	39390654	39391851	chr19:39390654-39391851	Proximal:Active
chr19	39397383	39398786	chr19:39397383-39398786	Distal:Active
chr19	39402216	39403056	chr19:39402216-39403056	Distal:Active
chr19	39403561	39404165	chr19:39403561-39404165	Distal:Active
chr19	39411881	39413267	chr19:39411881-39413267	Proximal:Active
chr19	39435597	39436406	chr19:39435597-39436406	Proximal:Active
chr19	39444981	39446067	chr19:39444981-39446067	Proximal:Active
chr19	39479659	39481374	chr19:39479659-39481374	Proximal:Active
chr19	39532185	39533250	chr19:39532185-39533250	Proximal:Active
chr19	39833231	39834604	chr19:39833231-39834604	Proximal:Active
chr19	39996474	39997785	chr19:39996474-39997785	Proximal:Active
chr19	40005797	40006652	chr19:40005797-40006652	Distal:Active
chr19	40054970	40056543	chr19:40054970-40056543	Proximal:Active
chr19	40090077	40091308	chr19:40090077-40091308	Proximal:Active
chr19	40169524	40170872	chr19:40169524-40170872	Distal:Active
chr19	40217088	40218497	chr19:40217088-40218497	Distal:Repressive
chr19	40219600	40220122	chr19:40219600-40220122	Distal:Active
chr19	40226408	40226800	chr19:40226408-40226800	Distal:Repressive
chr19	40231465	40233512	chr19:40231465-40233512	Distal:Active
chr19	40284667	40285904	chr19:40284667-40285904	Proximal:Active
chr19	40347972	40349018	chr19:40347972-40349018	Proximal:Active
chr19	40365555	40367195	chr19:40365555-40367195	Distal:Active
chr19	40420734	40421541	chr19:40420734-40421541	Distal:Active
chr19	40425222	40426541	chr19:40425222-40426541	Proximal:Active
chr19	40442887	40443594	chr19:40442887-40443594	Proximal:Active
chr19	40444126	40444963	chr19:40444126-40444963	Proximal:Active
chr19	40489291	40490214	chr19:40489291-40490214	Distal:Active
chr19	40502300	40502949	chr19:40502300-40502949	Distal:Repressive
chr19	40525760	40526712	chr19:40525760-40526712	Distal:Active
chr19	40530079	40530816	chr19:40530079-40530816	Distal:Repressive
chr19	40601153	40601563	chr19:40601153-40601563	Proximal:Repressive
chr19	40609588	40610194	chr19:40609588-40610194	Distal:Repressive
chr19	40662588	40665379	chr19:40662588-40665379	Distal:Active
chr19	40666325	40666844	chr19:40666325-40666844	Distal:Active
chr19	40750167	40751786	chr19:40750167-40751786	Proximal:Active
chr19	40849689	40850574	chr19:40849689-40850574	Distal:Repressive
chr19	40875165	40876196	chr19:40875165-40876196	Distal:Active
chr19	40896970	40897844	chr19:40896970-40897844	Distal:Active
chr19	41033222	41033698	chr19:41033222-41033698	Distal:Active
chr19	41045262	41045736	chr19:41045262-41045736	Distal:Active
chr19	41095374	41096567	chr19:41095374-41096567	Distal:Active
chr19	41207133	41207911	chr19:41207133-41207911	Distal:Active
chr19	41262226	41264967	chr19:41262226-41264967	Proximal:Active
chr19	41308041	41310688	chr19:41308041-41310688	Proximal:Active
chr19	41323346	41324435	chr19:41323346-41324435	Distal:Active
chr19	41352568	41353094	chr19:41352568-41353094	Proximal:Active
chr19	41363715	41364631	chr19:41363715-41364631	Proximal:Active
chr19	41396985	41398214	chr19:41396985-41398214	Proximal:Active
chr19	41439522	41440360	chr19:41439522-41440360	Proximal:Active
chr19	41479720	41481045	chr19:41479720-41481045	Distal:Active
chr19	41501221	41502102	chr19:41501221-41502102	Distal:Active
chr19	41531473	41532056	chr19:41531473-41532056	Distal:Active
chr19	41588490	41589117	chr19:41588490-41589117	Distal:Repressive
chr19	41616757	41617367	chr19:41616757-41617367	Distal:Repressive
chr19	41829669	41829992	chr19:41829669-41829992	Distal:Active
chr19	41859389	41860952	chr19:41859389-41860952	Proximal:Active
chr19	41927867	41929491	chr19:41927867-41929491	Distal:Active
chr19	41993729	41994538	chr19:41993729-41994538	Distal:Active
chr19	41996044	41996332	chr19:41996044-41996332	Distal:Repressive
chr19	41997096	41997437	chr19:41997096-41997437	Distal:Repressive
chr19	42010483	42011094	chr19:42010483-42011094	Distal:Active
chr19	42054213	42054714	chr19:42054213-42054714	Distal:Repressive
chr19	42075119	42076539	chr19:42075119-42076539	Proximal:Active
chr19	42132293	42133647	chr19:42132293-42133647	Distal:Active
chr19	42139842	42140559	chr19:42139842-42140559	Distal:Repressive
chr19	42143314	42143587	chr19:42143314-42143587	Distal:Repressive
chr19	42199201	42200442	chr19:42199201-42200442	Distal:Active
chr19	42207805	42208196	chr19:42207805-42208196	Distal:Active
chr19	42216709	42218171	chr19:42216709-42218171	Proximal:Active
chr19	42219831	42220718	chr19:42219831-42220718	Proximal:Active
chr19	42279894	42281601	chr19:42279894-42281601	Distal:Active
chr19	42301825	42303252	chr19:42301825-42303252	Proximal:Active
chr19	42325074	42326398	chr19:42325074-42326398	Proximal:Active
chr19	42396486	42397530	chr19:42396486-42397530	Distal:Active
chr19	42449894	42451047	chr19:42449894-42451047	Distal:Active
chr19	43270684	43271692	chr19:43270684-43271692	Distal:Repressive
chr19	43332317	43333698	chr19:43332317-43333698	Distal:Active
chr19	43474927	43475850	chr19:43474927-43475850	Distal:Active
chr19	43503445	43504987	chr19:43503445-43504987	Proximal:Active
chr19	43533052	43534524	chr19:43533052-43534524	Distal:Active
chr19	43575119	43576102	chr19:43575119-43576102	Proximal:Active
chr19	43594729	43596906	chr19:43594729-43596906	Proximal:Active
chr19	43618982	43620414	chr19:43618982-43620414	Proximal:Active
chr19	43639497	43640651	chr19:43639497-43640651	Distal:Repressive
chr19	43699962	43701762	chr19:43699962-43701762	Distal:Active
chr19	43754284	43755880	chr19:43754284-43755880	Proximal:Active
chr19	43773672	43775232	chr19:43773672-43775232	Distal:Active
chr19	43901287	43902289	chr19:43901287-43902289	Distal:Active
chr19	43934609	43935636	chr19:43934609-43935636	Proximal:Active
chr19	43950879	43951772	chr19:43950879-43951772	Distal:Active
chr19	44002391	44003952	chr19:44002391-44003952	Proximal:Active
chr19	44024918	44025993	chr19:44024918-44025993	Proximal:Active
chr19	44051116	44052400	chr19:44051116-44052400	Distal:Active
chr19	44071671	44073203	chr19:44071671-44073203	Distal:Active
chr19	44093937	44095424	chr19:44093937-44095424	Proximal:Active
chr19	44112941	44114144	chr19:44112941-44114144	Proximal:Active
chr19	44164564	44165578	chr19:44164564-44165578	Proximal:Active
chr19	44207175	44208011	chr19:44207175-44208011	Distal:Active
chr19	44212039	44213148	chr19:44212039-44213148	Proximal:Active
chr19	44304301	44305354	chr19:44304301-44305354	Distal:Active
chr19	44448006	44448670	chr19:44448006-44448670	Distal:Active
chr19	44499875	44501032	chr19:44499875-44501032	Proximal:Active
chr19	44512317	44513403	chr19:44512317-44513403	Distal:Repressive
chr19	44553356	44554395	chr19:44553356-44554395	Distal:Active
chr19	44577032	44577473	chr19:44577032-44577473	Distal:Repressive
chr19	44587793	44588780	chr19:44587793-44588780	Distal:Active
chr19	44676862	44677670	chr19:44676862-44677670	Distal:Active
chr19	44685039	44685360	chr19:44685039-44685360	Distal:Active
chr19	44695100	44696062	chr19:44695100-44696062	Distal:Active
chr19	44741575	44742436	chr19:44741575-44742436	Distal:Active
chr19	44753129	44754954	chr19:44753129-44754954	Distal:Active
chr19	44800105	44800976	chr19:44800105-44800976	Distal:Active
chr19	44825719	44826099	chr19:44825719-44826099	Distal:Repressive
chr19	44890378	44891690	chr19:44890378-44891690	Proximal:Active
chr19	44905386	44906160	chr19:44905386-44906160	Proximal:Active
chr19	45038468	45039575	chr19:45038468-45039575	Proximal:Active
chr19	45078925	45079889	chr19:45078925-45079889	Proximal:Active
chr19	45092318	45093621	chr19:45092318-45093621	Proximal:Active
chr19	45098025	45098832	chr19:45098025-45098832	Distal:Active
chr19	45125649	45127016	chr19:45125649-45127016	Distal:Active
chr19	45177838	45179957	chr19:45177838-45179957	Proximal:Active
chr19	45241617	45242346	chr19:45241617-45242346	Distal:Active
chr19	45245206	45245950	chr19:45245206-45245950	Proximal:Active
chr19	45300435	45301153	chr19:45300435-45301153	Distal:Active
chr19	45404970	45406881	chr19:45404970-45406881	Proximal:Active
chr19	45455581	45456611	chr19:45455581-45456611	Distal:Active
chr19	45467437	45468198	chr19:45467437-45468198	Proximal:Active
chr19	45492490	45493880	chr19:45492490-45493880	Proximal:Active
chr19	45506201	45507950	chr19:45506201-45507950	Proximal:Active
chr19	45514332	45516468	chr19:45514332-45516468	Distal:Active
chr19	45583907	45585268	chr19:45583907-45585268	Proximal:Active
chr19	45639010	45639664	chr19:45639010-45639664	Proximal:Active
chr19	45668749	45669917	chr19:45668749-45669917	Proximal:Active
chr19	45691707	45693592	chr19:45691707-45693592	Proximal:Active
chr19	45717072	45718175	chr19:45717072-45718175	Distal:Active
chr19	45730105	45731593	chr19:45730105-45731593	Proximal:Active
chr19	45739300	45740112	chr19:45739300-45740112	Distal:Active
chr19	45873664	45874506	chr19:45873664-45874506	Distal:Active
chr19	45876377	45877232	chr19:45876377-45877232	Distal:Active
chr19	45885374	45887457	chr19:45885374-45887457	Proximal:Active
chr19	45922280	45922824	chr19:45922280-45922824	Distal:Repressive
chr19	45938640	45939193	chr19:45938640-45939193	Distal:Active
chr19	45952495	45953500	chr19:45952495-45953500	Distal:Active
chr19	45994834	45995658	chr19:45994834-45995658	Proximal:Active
chr19	46009468	46010316	chr19:46009468-46010316	Distal:Repressive
chr19	46192862	46193828	chr19:46192862-46193828	Distal:Active
chr19	46205382	46205765	chr19:46205382-46205765	Distal:Active
chr19	46346335	46347611	chr19:46346335-46347611	Proximal:Active
chr19	46355077	46356468	chr19:46355077-46356468	Distal:Active
chr19	46403924	46405317	chr19:46403924-46405317	Distal:Active
chr19	46412949	46414101	chr19:46412949-46414101	Proximal:Active
chr19	46470744	46472342	chr19:46470744-46472342	Proximal:Active
chr19	46529487	46531027	chr19:46529487-46531027	Distal:Active
chr19	46546335	46547195	chr19:46546335-46547195	Distal:Active
chr19	46600368	46601781	chr19:46600368-46601781	Proximal:Active
chr19	46629096	46630100	chr19:46629096-46630100	Distal:Active
chr19	46638433	46639928	chr19:46638433-46639928	Distal:Active
chr19	46696998	46698166	chr19:46696998-46698166	Distal:Active
chr19	46713788	46714828	chr19:46713788-46714828	Proximal:Active
chr19	46730621	46731702	chr19:46730621-46731702	Distal:Active
chr19	46736596	46738034	chr19:46736596-46738034	Distal:Active
chr19	46784581	46785247	chr19:46784581-46785247	Distal:Active
chr19	46786190	46787057	chr19:46786190-46787057	Proximal:Active
chr19	46850384	46851325	chr19:46850384-46851325	Proximal:Active
chr19	46924585	46925637	chr19:46924585-46925637	Distal:Active
chr19	46954947	46956222	chr19:46954947-46956222	Distal:Active
chr19	47111860	47113996	chr19:47111860-47113996	Proximal:Active
chr19	47130429	47132026	chr19:47130429-47132026	Proximal:Active
chr19	47225898	47228760	chr19:47225898-47228760	Distal:Active
chr19	47240925	47241361	chr19:47240925-47241361	Distal:Active
chr19	47244024	47244799	chr19:47244024-47244799	Distal:Active
chr19	47256123	47257805	chr19:47256123-47257805	Proximal:Active
chr19	47273067	47275426	chr19:47273067-47275426	Proximal:Active
chr19	47312820	47313993	chr19:47312820-47313993	Distal:Repressive
chr19	47315231	47315751	chr19:47315231-47315751	Distal:Active
chr19	47364036	47364934	chr19:47364036-47364934	Distal:Active
chr19	47406791	47407792	chr19:47406791-47407792	Distal:Repressive
chr19	47427110	47428753	chr19:47427110-47428753	Distal:Repressive
chr19	47436329	47437088	chr19:47436329-47437088	Distal:Repressive
chr19	47483656	47484672	chr19:47483656-47484672	Proximal:Active
chr19	47514663	47515856	chr19:47514663-47515856	Proximal:Active
chr19	47573121	47573872	chr19:47573121-47573872	Distal:Active
chr19	47600184	47601015	chr19:47600184-47601015	Distal:Active
chr19	47663965	47664806	chr19:47663965-47664806	Distal:Active
chr19	47745000	47745834	chr19:47745000-47745834	Proximal:Active
chr19	47797933	47798906	chr19:47797933-47798906	Distal:Repressive
chr19	47858133	47859048	chr19:47858133-47859048	Distal:Active
chr19	47886079	47886447	chr19:47886079-47886447	Distal:Active
chr19	47891512	47892680	chr19:47891512-47892680	Distal:Active
chr19	48051239	48051691	chr19:48051239-48051691	Distal:Active
chr19	48103087	48103619	chr19:48103087-48103619	Distal:Active
chr19	48169612	48171029	chr19:48169612-48171029	Proximal:Active
chr19	48259620	48260391	chr19:48259620-48260391	Distal:Active
chr19	48325273	48326382	chr19:48325273-48326382	Proximal:Active
chr19	48332476	48334344	chr19:48332476-48334344	Distal:Active
chr19	48363041	48364749	chr19:48363041-48364749	Proximal:Active
chr19	48390350	48391931	chr19:48390350-48391931	Proximal:Active
chr19	48424400	48425370	chr19:48424400-48425370	Distal:Active
chr19	48445259	48446583	chr19:48445259-48446583	Proximal:Active
chr19	48468781	48470028	chr19:48468781-48470028	Proximal:Active
chr19	48492841	48493914	chr19:48492841-48493914	Distal:Repressive
chr19	48563184	48563862	chr19:48563184-48563862	Distal:Active
chr19	48588857	48589544	chr19:48588857-48589544	Distal:Active
chr19	48618876	48619806	chr19:48618876-48619806	Proximal:Active
chr19	48640063	48640802	chr19:48640063-48640802	Distal:Active
chr19	48724800	48725396	chr19:48724800-48725396	Distal:Active
chr19	48780438	48782533	chr19:48780438-48782533	Distal:Active
chr19	48795021	48796050	chr19:48795021-48796050	Distal:Active
chr19	48806588	48807500	chr19:48806588-48807500	Distal:Active
chr19	48810799	48811464	chr19:48810799-48811464	Proximal:Active
chr19	48858402	48860618	chr19:48858402-48860618	Distal:Active
chr19	48872151	48873993	chr19:48872151-48873993	Proximal:Active
chr19	48875906	48876748	chr19:48875906-48876748	Distal:Active
chr19	48878310	48879129	chr19:48878310-48879129	Distal:Active
chr19	48891439	48892570	chr19:48891439-48892570	Distal:Active
chr19	48898870	48901301	chr19:48898870-48901301	Proximal:Active
chr19	48913030	48913857	chr19:48913030-48913857	Distal:Active
chr19	48918378	48919420	chr19:48918378-48919420	Distal:Active
chr19	48963454	48964343	chr19:48963454-48964343	Proximal:Active
chr19	48965081	48966099	chr19:48965081-48966099	Proximal:Active
chr19	48967471	48968140	chr19:48967471-48968140	Distal:Active
chr19	48969739	48970341	chr19:48969739-48970341	Distal:Active
chr19	48992901	48994132	chr19:48992901-48994132	Proximal:Active
chr19	49038589	49039058	chr19:49038589-49039058	Distal:Active
chr19	49084656	49086016	chr19:49084656-49086016	Proximal:Active
chr19	49118486	49119579	chr19:49118486-49119579	Proximal:Active
chr19	49133081	49134126	chr19:49133081-49134126	Distal:Active
chr19	49148885	49150987	chr19:49148885-49150987	Distal:Active
chr19	49155133	49156199	chr19:49155133-49156199	Proximal:Active
chr19	49177982	49178291	chr19:49177982-49178291	Distal:Repressive
chr19	49210020	49210914	chr19:49210020-49210914	Distal:Active
chr19	49301001	49302015	chr19:49301001-49302015	Distal:Repressive
chr19	49363177	49364238	chr19:49363177-49364238	Proximal:Active
chr19	49387644	49388574	chr19:49387644-49388574	Distal:Active
chr19	49435927	49436810	chr19:49435927-49436810	Distal:Active
chr19	49451412	49452096	chr19:49451412-49452096	Proximal:Active
chr19	49452807	49453947	chr19:49452807-49453947	Proximal:Active
chr19	49478669	49479305	chr19:49478669-49479305	Distal:Active
chr19	49487041	49487979	chr19:49487041-49487979	Proximal:Active
chr19	49495638	49496485	chr19:49495638-49496485	Proximal:Active
chr19	49527492	49528251	chr19:49527492-49528251	Proximal:Active
chr19	49580040	49581533	chr19:49580040-49581533	Proximal:Active
chr19	49641559	49642533	chr19:49641559-49642533	Proximal:Active
chr19	49664337	49665008	chr19:49664337-49665008	Proximal:Repressive
chr19	49665384	49666760	chr19:49665384-49666760	Proximal:Active
chr19	49710558	49711038	chr19:49710558-49711038	Distal:Active
chr19	49716496	49718223	chr19:49716496-49718223	Distal:Active
chr19	49812981	49813787	chr19:49812981-49813787	Proximal:Active
chr19	49817399	49819214	chr19:49817399-49819214	Proximal:Active
chr19	49866924	49867857	chr19:49866924-49867857	Proximal:Active
chr19	49876033	49878301	chr19:49876033-49878301	Proximal:Active
chr19	49889579	49891261	chr19:49889579-49891261	Distal:Active
chr19	49928837	49930903	chr19:49928837-49930903	Proximal:Active
chr19	49981790	49982539	chr19:49981790-49982539	Distal:Active
chr19	49987025	49987755	chr19:49987025-49987755	Distal:Repressive
chr19	50024846	50026299	chr19:50024846-50026299	Proximal:Active
chr19	50147363	50148564	chr19:50147363-50148564	Distal:Active
chr19	50214810	50216042	chr19:50214810-50216042	Distal:Active
chr19	50311674	50312897	chr19:50311674-50312897	Distal:Active
chr19	50357179	50358957	chr19:50357179-50358957	Distal:Active
chr19	50361330	50361915	chr19:50361330-50361915	Distal:Active
chr19	50368474	50369816	chr19:50368474-50369816	Distal:Active
chr19	50376170	50377783	chr19:50376170-50377783	Proximal:Active
chr19	50383489	50384831	chr19:50383489-50384831	Proximal:Active
chr19	50476013	50476974	chr19:50476013-50476974	Proximal:Active
chr19	50555953	50557363	chr19:50555953-50557363	Distal:Active
chr19	50607767	50608639	chr19:50607767-50608639	Distal:Active
chr19	50649258	50650310	chr19:50649258-50650310	Proximal:Active
chr19	50709985	50710515	chr19:50709985-50710515	Distal:Active
chr19	50728071	50728695	chr19:50728071-50728695	Distal:Active
chr19	50759799	50760332	chr19:50759799-50760332	Distal:Active
chr19	50804235	50805340	chr19:50804235-50805340	Distal:Active
chr19	50820884	50821358	chr19:50820884-50821358	Distal:Repressive
chr19	50870268	50871027	chr19:50870268-50871027	Distal:Active
chr19	50878685	50879303	chr19:50878685-50879303	Distal:Active
chr19	50893041	50893471	chr19:50893041-50893471	Distal:Active
chr19	50896504	50897037	chr19:50896504-50897037	Distal:Active
chr19	51064685	51065882	chr19:51064685-51065882	Proximal:Active
chr19	51107686	51109047	chr19:51107686-51109047	Proximal:Active
chr19	51127884	51128249	chr19:51127884-51128249	Distal:Active
chr19	51223900	51225518	chr19:51223900-51225518	Proximal:Active
chr19	51326812	51328147	chr19:51326812-51328147	Distal:Active
chr19	51338622	51340769	chr19:51338622-51340769	Proximal:Active
chr19	51366007	51366844	chr19:51366007-51366844	Proximal:Active
chr19	51380605	51381480	chr19:51380605-51381480	Distal:Active
chr19	51390410	51391151	chr19:51390410-51391151	Distal:Active
chr19	51393876	51394835	chr19:51393876-51394835	Distal:Active
chr19	51416656	51417839	chr19:51416656-51417839	Proximal:Active
chr19	51421627	51422345	chr19:51421627-51422345	Distal:Repressive
chr19	51480415	51481055	chr19:51480415-51481055	Distal:Repressive
chr19	51507380	51508875	chr19:51507380-51508875	Distal:Active
chr19	51546501	51548439	chr19:51546501-51548439	Distal:Active
chr19	51593897	51595124	chr19:51593897-51595124	Distal:Active
chr19	51689135	51691272	chr19:51689135-51691272	Proximal:Active
chr19	51904364	51905315	chr19:51904364-51905315	Proximal:Active
chr19	51926571	51927902	chr19:51926571-51927902	Proximal:Active
chr19	51960369	51961117	chr19:51960369-51961117	Distal:Active
chr19	51986205	51987215	chr19:51986205-51987215	Proximal:Active
chr19	52007712	52008693	chr19:52007712-52008693	Proximal:Active
chr19	52027927	52028909	chr19:52027927-52028909	Proximal:Active
chr19	52048373	52049648	chr19:52048373-52049648	Proximal:Active
chr19	52094831	52096176	chr19:52094831-52096176	Proximal:Active
